timestamp,transitionType
1556755285436,EXIT_STILL
1556755285436,ENTER_WALKING
1556755344570,EXIT_WALKING
1556755344570,ENTER_STILL
1556761484411,EXIT_STILL
1556761484411,ENTER_WALKING
1556761625703,EXIT_WALKING
1556761625703,ENTER_STILL
1556762020907,EXIT_STILL
1556762020907,ENTER_WALKING
1556762076221,EXIT_WALKING
1556762076221,ENTER_STILL
1556764422535,EXIT_STILL
1556764422535,ENTER_WALKING
1556764884533,EXIT_WALKING
1556764884533,ENTER_STILL
1556766331545,EXIT_STILL
1556766331545,ENTER_WALKING
1556766885461,EXIT_WALKING
1556766885461,ENTER_STILL
1556773183103,EXIT_STILL
1556773183103,ENTER_WALKING
1556773224487,EXIT_WALKING
1556773224487,ENTER_STILL
1556774715899,EXIT_STILL
1556774715899,ENTER_WALKING
1556775346495,EXIT_WALKING
1556775346495,ENTER_STILL
1556775369150,EXIT_STILL
1556775369150,ENTER_WALKING
1556775730689,EXIT_WALKING
1556775730689,ENTER_STILL
1556784506044,EXIT_STILL
1556784506044,ENTER_WALKING
1556784646104,EXIT_WALKING
1556784646104,ENTER_STILL
1556785472130,EXIT_STILL
1556785472130,ENTER_WALKING
1556785522727,EXIT_WALKING
1556785522727,ENTER_STILL
1556790186260,EXIT_STILL
1556790186260,ENTER_WALKING
1556790244520,EXIT_WALKING
1556790244520,ENTER_STILL
1556791644355,EXIT_STILL
1556791644355,ENTER_WALKING
1556792399498,EXIT_WALKING
1556792399498,ENTER_STILL
1556792538040,EXIT_STILL
1556792538040,ENTER_IN_VEHICLE
1556794309125,EXIT_IN_VEHICLE
1556794309125,ENTER_WALKING
1556794760990,EXIT_WALKING
1556794760990,ENTER_STILL
1556801898850,EXIT_STILL
1556801898850,ENTER_WALKING
1556802143024,EXIT_WALKING
1556802143024,ENTER_IN_VEHICLE
1556804315035,EXIT_IN_VEHICLE
1556804315035,ENTER_WALKING
1556804484981,EXIT_WALKING
1556804484981,ENTER_STILL
