timestamp,transitionType
1557282923666,EXIT_STILL
1557282923666,ENTER_ON_BICYCLE
1557283671642,EXIT_ON_BICYCLE
1557283671642,ENTER_WALKING
1557284220395,EXIT_WALKING
1557284220395,ENTER_STILL
1557298826147,EXIT_STILL
1557298826147,ENTER_WALKING
1557299187096,EXIT_WALKING
1557299187096,ENTER_STILL
1557304574003,EXIT_STILL
1557304574003,ENTER_WALKING
1557305034503,EXIT_WALKING
1557305034503,ENTER_STILL
1557305474232,EXIT_STILL
1557305474232,ENTER_WALKING
1557305555581,EXIT_WALKING
1557305555581,ENTER_STILL
1557305568148,EXIT_STILL
1557305568148,ENTER_WALKING
1557305600511,EXIT_WALKING
1557305600511,ENTER_STILL
1557306155813,EXIT_STILL
1557306155813,ENTER_WALKING
1557306900411,EXIT_WALKING
1557306900411,ENTER_STILL
1557309875155,EXIT_STILL
1557309875155,ENTER_WALKING
1557310088260,EXIT_WALKING
1557310088260,ENTER_STILL
1557311072617,EXIT_STILL
1557311072617,ENTER_WALKING
1557312262248,EXIT_WALKING
1557312262248,ENTER_STILL
1557312992405,EXIT_STILL
1557312992405,ENTER_WALKING
1557313765531,EXIT_WALKING
1557313765531,ENTER_STILL
1557322340191,EXIT_STILL
1557322340191,ENTER_WALKING
1557322711086,EXIT_WALKING
1557322711086,ENTER_ON_BICYCLE
1557323892644,EXIT_ON_BICYCLE
1557323892644,ENTER_STILL
1557359378213,EXIT_STILL
1557359378213,ENTER_ON_BICYCLE
