actionType,name,packageName,start_time,end_time
STILL,시계,com.sec.android.app.clockpackage,2019-05-08 00:00:01.712,2019-05-08 00:00:01.751
STILL,시계,com.sec.android.app.clockpackage,2019-05-08 00:00:03.080,2019-05-08 00:00:09.652
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 00:00:09.719,2019-05-08 00:00:09.724
STILL,시계,com.sec.android.app.clockpackage,2019-05-08 00:05:01.019,2019-05-08 00:05:01.048
STILL,시계,com.sec.android.app.clockpackage,2019-05-08 00:05:02.099,2019-05-08 00:05:10.035
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 00:05:10.100,2019-05-08 00:05:10.104
STILL,시계,com.sec.android.app.clockpackage,2019-05-08 00:10:01.072,2019-05-08 00:10:01.135
STILL,시계,com.sec.android.app.clockpackage,2019-05-08 00:10:02.199,2019-05-08 00:10:12.201
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 00:10:12.290,2019-05-08 00:10:12.294
STILL,시계,com.sec.android.app.clockpackage,2019-05-08 00:12:01.145,2019-05-08 00:12:01.221
STILL,시계,com.sec.android.app.clockpackage,2019-05-08 00:12:02.258,2019-05-08 00:12:05.918
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 00:12:05.993,2019-05-08 00:12:06.000
STILL,시계,com.sec.android.app.clockpackage,2019-05-08 00:15:01.137,2019-05-08 00:15:01.154
STILL,시계,com.sec.android.app.clockpackage,2019-05-08 00:15:02.176,2019-05-08 00:15:09.990
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 00:15:10.067,2019-05-08 00:15:10.072
STILL,시계,com.sec.android.app.clockpackage,2019-05-08 00:17:01.128,2019-05-08 00:17:01.193
STILL,시계,com.sec.android.app.clockpackage,2019-05-08 00:17:02.225,2019-05-08 00:17:06.165
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 00:17:06.235,2019-05-08 00:17:06.240
STILL,시계,com.sec.android.app.clockpackage,2019-05-08 00:22:01.036,2019-05-08 00:22:01.061
STILL,시계,com.sec.android.app.clockpackage,2019-05-08 00:22:02.192,2019-05-08 00:22:07.472
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 00:22:07.538,2019-05-08 00:22:07.549
STILL,시계,com.sec.android.app.clockpackage,2019-05-08 00:27:01.082,2019-05-08 00:27:01.147
