actionType,start_time,end_time
STILL,2019-05-08 00:00:00.000,2019-05-08 00:25:53.179
WALKING,2019-05-08 00:25:53.179,2019-05-08 00:48:08.085
STILL,2019-05-08 00:48:08.085,2019-05-08 01:05:54.855
WALKING,2019-05-08 01:05:54.855,2019-05-08 01:10:15.126
STILL,2019-05-08 01:10:15.126,2019-05-08 01:16:09.469
WALKING,2019-05-08 01:16:09.469,2019-05-08 01:17:30.665
STILL,2019-05-08 01:17:30.665,2019-05-08 01:26:56.589
WALKING,2019-05-08 01:26:56.589,2019-05-08 01:28:06.128
STILL,2019-05-08 01:28:06.128,2019-05-08 02:00:23.166
WALKING,2019-05-08 02:00:23.166,2019-05-08 02:02:29.122
STILL,2019-05-08 02:02:29.122,2019-05-08 02:06:05.199
WALKING,2019-05-08 02:06:05.199,2019-05-08 02:12:17.958
STILL,2019-05-08 02:12:17.958,2019-05-08 02:14:58.269
WALKING,2019-05-08 02:14:58.269,2019-05-08 02:23:32.462
STILL,2019-05-08 02:23:32.462,2019-05-08 02:38:58.925
WALKING,2019-05-08 02:38:58.925,2019-05-08 02:41:18.891
STILL,2019-05-08 02:41:18.891,2019-05-08 04:09:58.754
WALKING,2019-05-08 04:09:58.754,2019-05-08 04:11:38.617
STILL,2019-05-08 04:11:38.617,2019-05-08 05:26:09.726
WALKING,2019-05-08 05:26:09.726,2019-05-08 05:27:56.601
STILL,2019-05-08 05:27:56.601,2019-05-08 08:57:18.169
WALKING,2019-05-08 08:57:18.169,2019-05-08 09:19:59.699
ON_BICYCLE,2019-05-08 09:19:59.699,2019-05-08 09:24:02.592
WALKING,2019-05-08 09:24:02.592,2019-05-08 09:47:32.429
STILL,2019-05-08 09:47:32.429,2019-05-08 10:33:24.201
WALKING,2019-05-08 10:33:24.201,2019-05-08 10:48:44.169
STILL,2019-05-08 10:48:44.169,2019-05-08 10:57:52.894
WALKING,2019-05-08 10:57:52.894,2019-05-08 11:16:41.091
STILL,2019-05-08 11:16:41.091,2019-05-08 12:07:02.109
WALKING,2019-05-08 12:07:02.109,2019-05-08 12:50:47.693
STILL,2019-05-08 12:50:47.693,2019-05-08 12:54:59.129
WALKING,2019-05-08 12:54:59.129,2019-05-08 12:56:03.386
STILL,2019-05-08 12:56:03.386,2019-05-08 12:56:56.368
WALKING,2019-05-08 12:56:56.368,2019-05-08 13:32:14.002
STILL,2019-05-08 13:32:14.002,2019-05-08 13:32:51.605
WALKING,2019-05-08 13:32:51.605,2019-05-08 13:36:50.515
STILL,2019-05-08 13:36:50.515,2019-05-08 23:38:28.559
WALKING,2019-05-08 23:38:28.559,2019-05-08 23:54:22.469
STILL,2019-05-08 23:54:22.469,2019-05-08 23:55:23.226
WALKING,2019-05-08 23:55:23.226,2019-05-08 23:57:15.673
STILL,2019-05-08 23:57:15.673,2019-05-09 00:00:00.000
STILL,2019-05-09 00:00:00.000,2019-05-09 01:23:08.005
WALKING,2019-05-09 01:23:08.005,2019-05-09 01:29:37.248
STILL,2019-05-09 01:29:37.248,2019-05-09 01:30:07.195
WALKING,2019-05-09 01:30:07.195,2019-05-09 01:31:47.156
STILL,2019-05-09 01:31:47.156,2019-05-09 01:58:18.408
WALKING,2019-05-09 01:58:18.408,2019-05-09 02:00:24.852
STILL,2019-05-09 02:00:24.852,2019-05-09 02:17:22.519
WALKING,2019-05-09 02:17:22.519,2019-05-09 02:20:00.779
STILL,2019-05-09 02:20:00.779,2019-05-09 02:20:29.618
WALKING,2019-05-09 02:20:29.618,2019-05-09 02:29:48.974
STILL,2019-05-09 02:29:48.974,2019-05-09 02:50:27.110
WALKING,2019-05-09 02:50:27.110,2019-05-09 03:03:41.587
STILL,2019-05-09 03:03:41.587,2019-05-09 03:04:24.505
WALKING,2019-05-09 03:04:24.505,2019-05-09 03:05:08.257
STILL,2019-05-09 03:05:08.257,2019-05-09 03:06:56.950
WALKING,2019-05-09 03:06:56.950,2019-05-09 03:10:17.010
STILL,2019-05-09 03:10:17.010,2019-05-09 03:16:00.161
WALKING,2019-05-09 03:16:00.161,2019-05-09 03:16:54.461
STILL,2019-05-09 03:16:54.461,2019-05-09 03:33:48.450
WALKING,2019-05-09 03:33:48.450,2019-05-09 03:36:33.909
STILL,2019-05-09 03:36:33.909,2019-05-09 03:36:54.221
WALKING,2019-05-09 03:36:54.221,2019-05-09 03:38:15.348
STILL,2019-05-09 03:38:15.348,2019-05-09 03:41:16.440
WALKING,2019-05-09 03:41:16.440,2019-05-09 03:46:08.189
STILL,2019-05-09 03:46:08.189,2019-05-09 04:01:40.468
WALKING,2019-05-09 04:01:40.468,2019-05-09 04:09:22.388
STILL,2019-05-09 04:09:22.388,2019-05-09 04:11:25.425
WALKING,2019-05-09 04:11:25.425,2019-05-09 04:25:40.658
STILL,2019-05-09 04:25:40.658,2019-05-09 05:10:53.426
WALKING,2019-05-09 05:10:53.426,2019-05-09 05:11:35.842
