actionType,start_time,end_time
STILL,2019-04-30 00:00:00.000,2019-04-30 00:48:37.775
WALKING,2019-04-30 00:48:37.775,2019-04-30 00:48:55.242
STILL,2019-04-30 00:48:55.242,2019-04-30 01:14:36.601
WALKING,2019-04-30 01:14:36.601,2019-04-30 01:24:17.307
STILL,2019-04-30 01:24:17.307,2019-04-30 03:20:32.562
WALKING,2019-04-30 03:20:32.562,2019-04-30 03:27:46.435
STILL,2019-04-30 03:27:46.435,2019-04-30 03:34:25.569
WALKING,2019-04-30 03:34:25.569,2019-04-30 03:35:20.479
STILL,2019-04-30 03:35:20.479,2019-04-30 03:58:27.367
WALKING,2019-04-30 03:58:27.367,2019-04-30 04:05:09.706
STILL,2019-04-30 04:05:09.706,2019-04-30 04:17:12.666
WALKING,2019-04-30 04:17:12.666,2019-04-30 04:23:45.637
STILL,2019-04-30 04:23:45.637,2019-04-30 07:06:41.674
WALKING,2019-04-30 07:06:41.674,2019-04-30 07:09:21.097
STILL,2019-04-30 07:09:21.097,2019-04-30 07:14:23.906
WALKING,2019-04-30 07:14:23.906,2019-04-30 07:17:13.705
STILL,2019-04-30 07:17:13.705,2019-04-30 09:31:38.951
WALKING,2019-04-30 09:31:38.951,2019-04-30 09:33:27.360
STILL,2019-04-30 09:33:27.360,2019-04-30 09:34:46.139
WALKING,2019-04-30 09:34:46.139,2019-04-30 10:02:41.489
STILL,2019-04-30 10:02:41.489,2019-04-30 10:10:07.227
IN_VEHICLE,2019-04-30 10:10:07.227,2019-04-30 10:27:00.880
STILL,2019-04-30 10:27:00.880,2019-04-30 11:06:41.096
WALKING,2019-04-30 11:06:41.096,2019-04-30 11:19:05.687
STILL,2019-04-30 11:19:05.687,2019-04-30 11:19:51.317
WALKING,2019-04-30 11:19:51.317,2019-04-30 11:22:08.921
STILL,2019-04-30 11:22:08.921,2019-04-30 11:22:39.328
WALKING,2019-04-30 11:22:39.328,2019-04-30 12:00:11.270
STILL,2019-04-30 12:00:11.270,2019-04-30 15:52:10.400
WALKING,2019-04-30 15:52:10.400,2019-04-30 16:01:44.588
STILL,2019-04-30 16:01:44.588,2019-05-01 00:00:00.000
STILL,2019-05-01 00:00:00.000,2019-05-01 01:07:43.070
WALKING,2019-05-01 01:07:43.070,2019-05-01 01:10:43.342
STILL,2019-05-01 01:10:43.342,2019-05-01 01:13:35.825
WALKING,2019-05-01 01:13:35.825,2019-05-01 01:14:16.999
STILL,2019-05-01 01:14:16.999,2019-05-01 01:24:28.094
