actionType,start_time,end_time
WALKING,2019-05-08 00:00:00.000,2019-05-08 00:00:17.196
IN_VEHICLE,2019-05-08 00:00:17.196,2019-05-08 00:08:30.503
WALKING,2019-05-08 00:08:30.503,2019-05-08 00:09:01.411
STILL,2019-05-08 00:09:01.411,2019-05-08 01:15:06.996
WALKING,2019-05-08 01:15:06.996,2019-05-08 01:16:53.135
STILL,2019-05-08 01:16:53.135,2019-05-08 02:56:55.932
WALKING,2019-05-08 02:56:55.932,2019-05-08 03:20:14.799
IN_VEHICLE,2019-05-08 03:20:14.799,2019-05-08 03:30:14.085
STILL,2019-05-08 03:30:14.085,2019-05-08 03:46:03.339
WALKING,2019-05-08 03:46:03.339,2019-05-08 03:56:47.623
STILL,2019-05-08 03:56:47.623,2019-05-08 04:05:04.783
IN_VEHICLE,2019-05-08 04:05:04.783,2019-05-08 04:25:26.039
WALKING,2019-05-08 04:25:26.039,2019-05-08 04:26:15.016
STILL,2019-05-08 04:26:15.016,2019-05-08 04:31:52.580
WALKING,2019-05-08 04:31:52.580,2019-05-08 04:33:09.773
STILL,2019-05-08 04:33:09.773,2019-05-08 05:17:05.098
IN_VEHICLE,2019-05-08 05:17:05.098,2019-05-08 05:18:13.899
WALKING,2019-05-08 05:18:13.899,2019-05-08 05:28:33.159
STILL,2019-05-08 05:28:33.159,2019-05-08 06:45:55.996
WALKING,2019-05-08 06:45:55.996,2019-05-08 06:46:47.631
ON_BICYCLE,2019-05-08 06:46:47.631,2019-05-08 06:47:49.869
WALKING,2019-05-08 06:47:49.869,2019-05-08 06:51:42.167
ON_BICYCLE,2019-05-08 06:51:42.167,2019-05-08 06:54:19.005
WALKING,2019-05-08 06:54:19.005,2019-05-08 06:56:34.739
STILL,2019-05-08 06:56:34.739,2019-05-08 07:59:11.194
IN_VEHICLE,2019-05-08 07:59:11.194,2019-05-08 08:14:31.632
STILL,2019-05-08 08:14:31.632,2019-05-08 08:36:56.470
WALKING,2019-05-08 08:36:56.470,2019-05-08 08:44:45.621
ON_BICYCLE,2019-05-08 08:44:45.621,2019-05-08 08:46:01.062
WALKING,2019-05-08 08:46:01.062,2019-05-08 08:49:14.664
STILL,2019-05-08 08:49:14.664,2019-05-08 08:50:48.592
WALKING,2019-05-08 08:50:48.592,2019-05-08 08:53:13.813
IN_VEHICLE,2019-05-08 08:53:13.813,2019-05-08 09:08:18.596
STILL,2019-05-08 09:08:18.596,2019-05-08 09:25:33.730
WALKING,2019-05-08 09:25:33.730,2019-05-08 09:28:25.409
STILL,2019-05-08 09:28:25.409,2019-05-08 09:56:00.548
WALKING,2019-05-08 09:56:00.548,2019-05-08 10:00:42.470
ON_BICYCLE,2019-05-08 10:00:42.470,2019-05-08 10:04:38.575
WALKING,2019-05-08 10:04:38.575,2019-05-08 10:08:28.985
STILL,2019-05-08 10:08:28.985,2019-05-08 13:24:08.256
IN_VEHICLE,2019-05-08 13:24:08.256,2019-05-08 13:42:04.126
STILL,2019-05-08 13:42:04.126,2019-05-08 14:41:52.706
IN_VEHICLE,2019-05-08 14:41:52.706,2019-05-08 15:00:55.647
WALKING,2019-05-08 15:00:55.647,2019-05-08 15:01:35.027
STILL,2019-05-08 15:01:35.027,2019-05-08 15:02:17.131
WALKING,2019-05-08 15:02:17.131,2019-05-08 15:06:21.617
IN_VEHICLE,2019-05-08 15:06:21.617,2019-05-08 15:07:07.249
WALKING,2019-05-08 15:07:07.249,2019-05-08 15:11:28.032
ON_BICYCLE,2019-05-08 15:11:28.032,2019-05-08 15:16:36.480
STILL,2019-05-08 15:16:36.480,2019-05-08 15:17:19.525
IN_VEHICLE,2019-05-08 15:17:19.525,2019-05-08 15:19:41.809
WALKING,2019-05-08 15:19:41.809,2019-05-08 15:22:28.562
STILL,2019-05-08 15:22:28.562,2019-05-08 15:23:00.775
IN_VEHICLE,2019-05-08 15:23:00.775,2019-05-08 15:23:33.780
WALKING,2019-05-08 15:23:33.780,2019-05-08 15:24:09.464
STILL,2019-05-08 15:24:09.464,2019-05-08 15:24:19.742
WALKING,2019-05-08 15:24:19.742,2019-05-08 15:25:56.493
STILL,2019-05-08 15:25:56.493,2019-05-08 15:27:31.282
IN_VEHICLE,2019-05-08 15:27:31.282,2019-05-08 15:43:33.541
STILL,2019-05-08 15:43:33.541,2019-05-08 16:50:02.391
WALKING,2019-05-08 16:50:02.391,2019-05-08 16:54:36.121
ON_BICYCLE,2019-05-08 16:54:36.121,2019-05-08 16:58:15.787
WALKING,2019-05-08 16:58:15.787,2019-05-08 17:04:18.584
STILL,2019-05-08 17:04:18.584,2019-05-08 17:21:42.343
IN_VEHICLE,2019-05-08 17:21:42.343,2019-05-08 17:25:16.222
WALKING,2019-05-08 17:25:16.222,2019-05-08 17:26:15.986
STILL,2019-05-08 17:26:15.986,2019-05-08 18:00:56.951
WALKING,2019-05-08 18:00:56.951,2019-05-08 18:04:24.613
STILL,2019-05-08 18:04:24.613,2019-05-08 18:48:32.548
IN_VEHICLE,2019-05-08 18:48:32.548,2019-05-08 18:57:40.809
STILL,2019-05-08 18:57:40.809,2019-05-09 00:00:00.000
STILL,2019-05-09 00:00:00.000,2019-05-09 02:20:25.190
IN_VEHICLE,2019-05-09 02:20:25.190,2019-05-09 02:28:07.096
WALKING,2019-05-09 02:28:07.096,2019-05-09 02:29:09.879
ON_BICYCLE,2019-05-09 02:29:09.879,2019-05-09 02:34:35.723
STILL,2019-05-09 02:34:35.723,2019-05-09 02:41:16.043
WALKING,2019-05-09 02:41:16.043,2019-05-09 02:51:23.601
STILL,2019-05-09 02:51:23.601,2019-05-09 02:58:06.777
ON_BICYCLE,2019-05-09 02:58:06.777,2019-05-09 03:00:42.220
WALKING,2019-05-09 03:00:42.220,2019-05-09 03:04:52.965
STILL,2019-05-09 03:04:52.965,2019-05-09 03:47:19.134
WALKING,2019-05-09 03:47:19.134,2019-05-09 03:47:44.313
STILL,2019-05-09 03:47:44.313,2019-05-09 03:48:43.490
WALKING,2019-05-09 03:48:43.490,2019-05-09 03:55:02.361
ON_BICYCLE,2019-05-09 03:55:02.361,2019-05-09 03:58:05.754
WALKING,2019-05-09 03:58:05.754,2019-05-09 04:03:52.399
STILL,2019-05-09 04:03:52.399,2019-05-09 04:06:50.896
WALKING,2019-05-09 04:06:50.896,2019-05-09 04:12:27.884
STILL,2019-05-09 04:12:27.884,2019-05-09 04:36:01.515
WALKING,2019-05-09 04:36:01.515,2019-05-09 04:40:58.201
STILL,2019-05-09 04:40:58.201,2019-05-09 05:14:06.644
IN_VEHICLE,2019-05-09 05:14:06.644,2019-05-09 05:15:13.503
WALKING,2019-05-09 05:15:13.503,2019-05-09 05:16:17.724
STILL,2019-05-09 05:16:17.724,2019-05-09 05:16:39.437
WALKING,2019-05-09 05:16:39.437,2019-05-09 05:19:27.996
STILL,2019-05-09 05:19:27.996,2019-05-09 05:22:23.719
WALKING,2019-05-09 05:22:23.719,2019-05-09 05:22:53.272
STILL,2019-05-09 05:22:53.272,2019-05-09 05:40:50.344
WALKING,2019-05-09 05:40:50.344,2019-05-09 05:44:13.637
STILL,2019-05-09 05:44:13.637,2019-05-09 05:51:33.653
WALKING,2019-05-09 05:51:33.653,2019-05-09 05:53:40.337
STILL,2019-05-09 05:53:40.337,2019-05-09 06:55:46.892
WALKING,2019-05-09 06:55:46.892,2019-05-09 07:01:34.426
STILL,2019-05-09 07:01:34.426,2019-05-09 08:15:12.900
