actionType,start_time,end_time
STILL,2019-05-16 00:00:00.000,2019-05-16 00:29:31.727
RUNNING,2019-05-16 00:29:31.727,2019-05-16 00:31:12.830
IN_VEHICLE,2019-05-16 00:31:12.830,2019-05-16 00:51:55.642
WALKING,2019-05-16 00:51:55.642,2019-05-16 00:55:40.652
STILL,2019-05-16 00:55:40.652,2019-05-16 01:16:08.855
WALKING,2019-05-16 01:16:08.855,2019-05-16 01:24:24.627
STILL,2019-05-16 01:24:24.627,2019-05-16 03:16:27.933
IN_VEHICLE,2019-05-16 03:16:27.933,2019-05-16 03:28:14.348
WALKING,2019-05-16 03:28:14.348,2019-05-16 03:33:16.222
STILL,2019-05-16 03:33:16.222,2019-05-16 03:53:50.001
WALKING,2019-05-16 03:53:50.001,2019-05-16 03:57:42.111
STILL,2019-05-16 03:57:42.111,2019-05-16 03:59:45.595
WALKING,2019-05-16 03:59:45.595,2019-05-16 04:01:56.802
STILL,2019-05-16 04:01:56.802,2019-05-16 04:04:28.770
WALKING,2019-05-16 04:04:28.770,2019-05-16 04:06:59.948
STILL,2019-05-16 04:06:59.948,2019-05-16 04:32:43.650
WALKING,2019-05-16 04:32:43.650,2019-05-16 04:33:57.365
STILL,2019-05-16 04:33:57.365,2019-05-16 04:53:31.243
WALKING,2019-05-16 04:53:31.243,2019-05-16 05:00:33.867
STILL,2019-05-16 05:00:33.867,2019-05-16 06:21:21.947
WALKING,2019-05-16 06:21:21.947,2019-05-16 06:22:23.321
STILL,2019-05-16 06:22:23.321,2019-05-16 06:34:37.102
WALKING,2019-05-16 06:34:37.102,2019-05-16 06:35:25.915
STILL,2019-05-16 06:35:25.915,2019-05-16 06:56:57.283
RUNNING,2019-05-16 06:56:57.283,2019-05-16 06:59:58.432
IN_VEHICLE,2019-05-16 06:59:58.432,2019-05-16 07:08:17.086
WALKING,2019-05-16 07:08:17.086,2019-05-16 07:11:26.338
STILL,2019-05-16 07:11:26.338,2019-05-16 07:15:28.093
