actionType,name,packageName,start_time,end_time
STILL,전화,com.samsung.android.incallui,2019-05-16 00:00:39.938,2019-05-16 00:00:56.867
STILL,YouTube,com.google.android.youtube,2019-05-16 00:00:56.921,2019-05-16 00:27:53.015
STILL,버즈 런처,com.buzzpia.aqua.launcher,2019-05-16 00:27:53.160,2019-05-16 00:27:55.181
STILL,카카오톡,com.kakao.talk,2019-05-16 00:27:55.201,2019-05-16 00:27:55.399
STILL,카카오톡,com.kakao.talk,2019-05-16 00:27:55.407,2019-05-16 00:27:55.428
STILL,카카오톡,com.kakao.talk,2019-05-16 00:27:55.449,2019-05-16 00:27:58.265
STILL,카카오톡,com.kakao.talk,2019-05-16 00:27:58.275,2019-05-16 00:28:06.268
STILL,카카오톡,com.kakao.talk,2019-05-16 00:28:06.286,2019-05-16 00:28:09.214
STILL,카카오톡,com.kakao.talk,2019-05-16 00:28:09.223,2019-05-16 00:29:05.089
STILL,카카오톡,com.kakao.talk,2019-05-16 00:29:05.110,2019-05-16 00:29:07.382
STILL,카카오톡,com.kakao.talk,2019-05-16 00:29:07.391,2019-05-16 00:29:20.251
STILL,카카오톡,com.kakao.talk,2019-05-16 00:29:20.265,2019-05-16 00:29:21.723
STILL,카카오톡,com.kakao.talk,2019-05-16 00:29:21.734,2019-05-16 00:29:22.207
STILL,카카오톡,com.kakao.talk,2019-05-16 00:29:22.221,2019-05-16 00:29:22.853
STILL,카카오톡,com.kakao.talk,2019-05-16 00:29:22.862,2019-05-16 00:29:24.050
STILL,카카오톡,com.kakao.talk,2019-05-16 00:29:24.065,2019-05-16 00:29:25.057
STILL,카카오톡,com.kakao.talk,2019-05-16 00:29:25.067,2019-05-16 00:29:26.956
STILL,카카오톡,com.kakao.talk,2019-05-16 00:29:26.972,2019-05-16 00:29:29.198
STILL,카카오톡,com.kakao.talk,2019-05-16 00:29:29.208,2019-05-16 00:29:36.501
STILL,카카오톡,com.kakao.talk,2019-05-16 00:29:36.516,2019-05-16 00:29:39.286
STILL,카카오톡,com.kakao.talk,2019-05-16 00:29:39.296,2019-05-16 00:29:58.078
STILL,카카오톡,com.kakao.talk,2019-05-16 00:29:58.098,2019-05-16 00:29:59.556
STILL,카카오톡,com.kakao.talk,2019-05-16 00:29:59.567,2019-05-16 00:30:02.297
STILL,카카오톡,com.kakao.talk,2019-05-16 00:30:02.305,2019-05-16 00:30:10.998
STILL,카카오톡,com.kakao.talk,2019-05-16 00:30:11.016,2019-05-16 00:30:11.539
STILL,카카오톡,com.kakao.talk,2019-05-16 00:30:11.546,2019-05-16 00:30:12.505
STILL,버즈 런처,com.buzzpia.aqua.launcher,2019-05-16 00:30:12.544,2019-05-16 00:30:16.853
STILL,KAIST	Portal,kr.ac.kaist.portal,2019-05-16 00:30:16.882,2019-05-16 00:30:18.476
STILL,KAIST	Portal,kr.ac.kaist.portal,2019-05-16 00:30:18.488,2019-05-16 00:30:19.940
STILL,Chrome,com.android.chrome,2019-05-16 00:30:19.966,2019-05-16 00:30:20.029
STILL,Chrome,com.android.chrome,2019-05-16 00:30:20.059,2019-05-16 00:30:24.233
STILL,KAIST	Portal,kr.ac.kaist.portal,2019-05-16 00:30:24.278,2019-05-16 00:30:25.786
STILL,버즈 런처,com.buzzpia.aqua.launcher,2019-05-16 00:30:25.810,2019-05-16 00:30:28.521
STILL,버즈 런처,com.buzzpia.aqua.launcher,2019-05-16 00:33:40.073,2019-05-16 00:33:41.156
STILL,카카오톡,com.kakao.talk,2019-05-16 00:33:41.190,2019-05-16 00:33:41.441
STILL,카카오톡,com.kakao.talk,2019-05-16 00:33:41.450,2019-05-16 00:33:41.474
STILL,카카오톡,com.kakao.talk,2019-05-16 00:33:41.500,2019-05-16 00:33:43.083
STILL,카카오톡,com.kakao.talk,2019-05-16 00:33:43.094,2019-05-16 00:33:52.729
STILL,카카오톡,com.kakao.talk,2019-05-16 00:33:52.748,2019-05-16 00:33:53.882
STILL,카카오톡,com.kakao.talk,2019-05-16 00:33:53.891,2019-05-16 00:33:56.078
STILL,카카오톡,com.kakao.talk,2019-05-16 00:33:56.099,2019-05-16 00:33:57.571
STILL,카카오톡,com.kakao.talk,2019-05-16 00:33:57.580,2019-05-16 00:33:59.074
STILL,카카오톡,com.kakao.talk,2019-05-16 00:33:59.091,2019-05-16 00:33:59.530
STILL,버즈 런처,com.buzzpia.aqua.launcher,2019-05-16 00:33:59.560,2019-05-16 00:34:00.941
STILL,삼성 인터넷,com.sec.android.app.sbrowser,2019-05-16 00:34:00.965,2019-05-16 00:34:01.281
STILL,삼성 인터넷,com.sec.android.app.sbrowser,2019-05-16 00:34:01.339,2019-05-16 00:34:02.528
STILL,삼성 인터넷,com.sec.android.app.sbrowser,2019-05-16 00:34:02.549,2019-05-16 00:34:03.416
STILL,버즈 런처,com.buzzpia.aqua.launcher,2019-05-16 00:34:03.447,2019-05-16 00:34:05.021
