actionType,start_time,end_time
STILL,2019-04-30 00:00:00.000,2019-04-30 01:01:43.650
WALKING,2019-04-30 01:01:43.650,2019-04-30 01:12:34.694
STILL,2019-04-30 01:12:34.694,2019-04-30 01:15:27.178
IN_VEHICLE,2019-04-30 01:15:27.178,2019-04-30 01:19:41.630
WALKING,2019-04-30 01:19:41.630,2019-04-30 01:20:15.028
STILL,2019-04-30 01:20:15.028,2019-04-30 01:22:10.550
WALKING,2019-04-30 01:22:10.550,2019-04-30 01:22:45.945
STILL,2019-04-30 01:22:45.945,2019-04-30 03:02:10.175
WALKING,2019-04-30 03:02:10.175,2019-04-30 03:05:47.955
STILL,2019-04-30 03:05:47.955,2019-04-30 03:10:29.320
WALKING,2019-04-30 03:10:29.320,2019-04-30 03:11:04.056
STILL,2019-04-30 03:11:04.056,2019-04-30 03:16:16.336
IN_VEHICLE,2019-04-30 03:16:16.336,2019-04-30 03:28:23.080
STILL,2019-04-30 03:28:23.080,2019-04-30 03:32:18.514
WALKING,2019-04-30 03:32:18.514,2019-04-30 03:32:59.139
STILL,2019-04-30 03:32:59.139,2019-04-30 03:33:24.009
WALKING,2019-04-30 03:33:24.009,2019-04-30 03:34:17.889
STILL,2019-04-30 03:34:17.889,2019-04-30 03:34:48.294
WALKING,2019-04-30 03:34:48.294,2019-04-30 03:35:12.147
STILL,2019-04-30 03:35:12.147,2019-04-30 03:35:26.261
WALKING,2019-04-30 03:35:26.261,2019-04-30 03:41:33.710
STILL,2019-04-30 03:41:33.710,2019-04-30 03:43:16.604
WALKING,2019-04-30 03:43:16.604,2019-04-30 03:43:54.802
STILL,2019-04-30 03:43:54.802,2019-04-30 05:17:53.587
WALKING,2019-04-30 05:17:53.587,2019-04-30 05:18:26.169
STILL,2019-04-30 05:18:26.169,2019-04-30 05:19:01.801
WALKING,2019-04-30 05:19:01.801,2019-04-30 05:29:43.626
STILL,2019-04-30 05:29:43.626,2019-04-30 05:30:59.301
WALKING,2019-04-30 05:30:59.301,2019-04-30 05:32:52.785
STILL,2019-04-30 05:32:52.785,2019-04-30 05:33:28.243
WALKING,2019-04-30 05:33:28.243,2019-04-30 05:33:49.404
STILL,2019-04-30 05:33:49.404,2019-04-30 05:34:18.037
WALKING,2019-04-30 05:34:18.037,2019-04-30 05:34:55.230
STILL,2019-04-30 05:34:55.230,2019-04-30 07:20:06.693
WALKING,2019-04-30 07:20:06.693,2019-04-30 07:21:27.150
STILL,2019-04-30 07:21:27.150,2019-04-30 07:23:28.498
IN_VEHICLE,2019-04-30 07:23:28.498,2019-04-30 07:31:08.089
WALKING,2019-04-30 07:31:08.089,2019-04-30 07:31:30.497
STILL,2019-04-30 07:31:30.497,2019-04-30 07:32:04.899
WALKING,2019-04-30 07:32:04.899,2019-04-30 07:32:35.358
STILL,2019-04-30 07:32:35.358,2019-04-30 08:03:40.306
WALKING,2019-04-30 08:03:40.306,2019-04-30 08:07:31.292
STILL,2019-04-30 08:07:31.292,2019-04-30 08:08:10.328
WALKING,2019-04-30 08:08:10.328,2019-04-30 08:08:44.289
STILL,2019-04-30 08:08:44.289,2019-04-30 08:30:04.415
WALKING,2019-04-30 08:30:04.415,2019-04-30 08:33:32.691
STILL,2019-04-30 08:33:32.691,2019-04-30 08:36:58.918
WALKING,2019-04-30 08:36:58.918,2019-04-30 08:41:14.607
STILL,2019-04-30 08:41:14.607,2019-04-30 08:41:36.774
WALKING,2019-04-30 08:41:36.774,2019-04-30 08:42:19.623
STILL,2019-04-30 08:42:19.623,2019-04-30 10:23:19.954
WALKING,2019-04-30 10:23:19.954,2019-04-30 10:24:15.330
STILL,2019-04-30 10:24:15.330,2019-04-30 10:24:58.421
