actionType,start_time,end_time
STILL,2019-05-08 00:00:00.000,2019-05-08 00:56:43.779
WALKING,2019-05-08 00:56:43.779,2019-05-08 00:56:59.076
STILL,2019-05-08 00:56:59.076,2019-05-08 00:57:14.265
WALKING,2019-05-08 00:57:14.265,2019-05-08 01:01:32.156
ON_BICYCLE,2019-05-08 01:01:32.156,2019-05-08 01:01:47.335
IN_VEHICLE,2019-05-08 01:01:47.335,2019-05-08 01:15:26.514
IN_VEHICLE,2019-05-08 01:15:26.514,2019-05-08 01:16:31.117
IN_VEHICLE,2019-05-08 01:16:31.117,2019-05-08 01:20:44.014
WALKING,2019-05-08 01:20:44.014,2019-05-08 01:23:30.835
STILL,2019-05-08 01:23:30.835,2019-05-08 01:23:58.934
IN_VEHICLE,2019-05-08 01:23:58.934,2019-05-08 01:24:14.368
WALKING,2019-05-08 01:24:14.368,2019-05-08 01:24:58.799
STILL,2019-05-08 01:24:58.799,2019-05-08 01:25:29.121
WALKING,2019-05-08 01:25:29.121,2019-05-08 01:25:40.432
STILL,2019-05-08 01:25:40.432,2019-05-08 01:29:22.236
WALKING,2019-05-08 01:29:22.236,2019-05-08 01:30:08.266
STILL,2019-05-08 01:30:08.266,2019-05-08 01:30:38.590
WALKING,2019-05-08 01:30:38.590,2019-05-08 01:31:42.086
STILL,2019-05-08 01:31:42.086,2019-05-08 01:32:12.418
WALKING,2019-05-08 01:32:12.418,2019-05-08 01:35:41.567
STILL,2019-05-08 01:35:41.567,2019-05-08 01:53:43.930
WALKING,2019-05-08 01:53:43.930,2019-05-08 01:55:18.668
STILL,2019-05-08 01:55:18.668,2019-05-08 01:55:34.696
WALKING,2019-05-08 01:55:34.696,2019-05-08 01:56:31.834
STILL,2019-05-08 01:56:31.834,2019-05-08 02:17:57.766
WALKING,2019-05-08 02:17:57.766,2019-05-08 02:19:10.019
STILL,2019-05-08 02:19:10.019,2019-05-08 02:21:21.961
WALKING,2019-05-08 02:21:21.961,2019-05-08 02:21:52.190
STILL,2019-05-08 02:21:52.190,2019-05-08 02:22:52.637
WALKING,2019-05-08 02:22:52.637,2019-05-08 02:24:46.136
STILL,2019-05-08 02:24:46.136,2019-05-08 02:25:47.675
WALKING,2019-05-08 02:25:47.675,2019-05-08 02:30:23.902
STILL,2019-05-08 02:30:23.902,2019-05-08 02:30:53.435
