actionType,start_time,end_time
STILL,2019-05-16 00:00:00.000,2019-05-16 01:19:49.230
WALKING,2019-05-16 01:19:49.230,2019-05-16 01:31:53.516
STILL,2019-05-16 01:31:53.516,2019-05-16 02:49:29.156
WALKING,2019-05-16 02:49:29.156,2019-05-16 03:05:39.108
STILL,2019-05-16 03:05:39.108,2019-05-16 03:19:33.311
WALKING,2019-05-16 03:19:33.311,2019-05-16 03:23:05.464
STILL,2019-05-16 03:23:05.464,2019-05-16 03:27:57.370
WALKING,2019-05-16 03:27:57.370,2019-05-16 03:31:04.319
STILL,2019-05-16 03:31:04.319,2019-05-16 06:46:57.429
WALKING,2019-05-16 06:46:57.429,2019-05-16 06:51:20.462
STILL,2019-05-16 06:51:20.462,2019-05-16 06:52:46.891
WALKING,2019-05-16 06:52:46.891,2019-05-16 06:59:57.297
STILL,2019-05-16 06:59:57.297,2019-05-16 07:24:31.955
WALKING,2019-05-16 07:24:31.955,2019-05-16 07:40:27.461
STILL,2019-05-16 07:40:27.461,2019-05-16 08:09:46.568
WALKING,2019-05-16 08:09:46.568,2019-05-16 08:26:08.382
STILL,2019-05-16 08:26:08.382,2019-05-16 12:41:05.725
WALKING,2019-05-16 12:41:05.725,2019-05-16 13:02:46.198
STILL,2019-05-16 13:02:46.198,2019-05-16 13:59:59.050
WALKING,2019-05-16 13:59:59.050,2019-05-16 14:27:28.860
STILL,2019-05-16 14:27:28.860,2019-05-17 00:00:00.000
STILL,2019-05-17 00:00:00.000,2019-05-17 01:00:21.486
WALKING,2019-05-17 01:00:21.486,2019-05-17 01:13:39.878
STILL,2019-05-17 01:13:39.878,2019-05-17 02:55:56.133
WALKING,2019-05-17 02:55:56.133,2019-05-17 03:15:20.391
STILL,2019-05-17 03:15:20.391,2019-05-17 05:12:45.222
WALKING,2019-05-17 05:12:45.222,2019-05-17 05:35:20.959
STILL,2019-05-17 05:35:20.959,2019-05-17 05:41:48.402
WALKING,2019-05-17 05:41:48.402,2019-05-17 06:05:47.952
STILL,2019-05-17 06:05:47.952,2019-05-17 06:20:08.420
WALKING,2019-05-17 06:20:08.420,2019-05-17 06:28:28.998
STILL,2019-05-17 06:28:28.998,2019-05-17 08:04:31.078
IN_VEHICLE,2019-05-17 08:04:31.078,2019-05-17 10:49:00.780
WALKING,2019-05-17 10:49:00.780,2019-05-17 11:16:26.794
STILL,2019-05-17 11:16:26.794,2019-05-17 12:21:57.399
WALKING,2019-05-17 12:21:57.399,2019-05-17 12:23:58.502
RUNNING,2019-05-17 12:23:58.502,2019-05-17 12:26:18.033
WALKING,2019-05-17 12:26:18.033,2019-05-17 12:33:35.703
STILL,2019-05-17 12:33:35.703,2019-05-17 12:40:44.696
WALKING,2019-05-17 12:40:44.696,2019-05-17 13:03:08.247
STILL,2019-05-17 13:03:08.247,2019-05-17 14:07:17.550
WALKING,2019-05-17 14:07:17.550,2019-05-17 14:51:57.451
STILL,2019-05-17 14:51:57.451,2019-05-17 15:45:53.187
WALKING,2019-05-17 15:45:53.187,2019-05-17 15:48:10.745
STILL,2019-05-17 15:48:10.745,2019-05-17 15:57:09.131
WALKING,2019-05-17 15:57:09.131,2019-05-17 16:23:38.322
STILL,2019-05-17 16:23:38.322,2019-05-17 17:54:33.375
WALKING,2019-05-17 17:54:33.375,2019-05-17 17:56:02.787
STILL,2019-05-17 17:56:02.787,2019-05-17 18:12:23.964
WALKING,2019-05-17 18:12:23.964,2019-05-17 18:23:06.484
STILL,2019-05-17 18:23:06.484,2019-05-17 23:47:12.160
WALKING,2019-05-17 23:47:12.160,2019-05-17 23:50:00.387
STILL,2019-05-17 23:50:00.387,2019-05-17 23:51:10.123
WALKING,2019-05-17 23:51:10.123,2019-05-18 00:00:00.000
WALKING,2019-05-18 00:00:00.000,2019-05-18 00:00:03.351
STILL,2019-05-18 00:00:03.351,2019-05-18 00:03:08.964
WALKING,2019-05-18 00:03:08.964,2019-05-18 00:06:22.275
STILL,2019-05-18 00:06:22.275,2019-05-18 00:07:28.114
WALKING,2019-05-18 00:07:28.114,2019-05-18 00:24:34.074
STILL,2019-05-18 00:24:34.074,2019-05-18 00:41:36.317
WALKING,2019-05-18 00:41:36.317,2019-05-18 00:44:00.341
STILL,2019-05-18 00:44:00.341,2019-05-18 00:51:31.372
WALKING,2019-05-18 00:51:31.372,2019-05-18 01:15:26.725
STILL,2019-05-18 01:15:26.725,2019-05-18 01:20:39.943
WALKING,2019-05-18 01:20:39.943,2019-05-18 01:32:43.582
STILL,2019-05-18 01:32:43.582,2019-05-18 01:43:23.244
IN_VEHICLE,2019-05-18 01:43:23.244,2019-05-18 02:08:02.533
IN_VEHICLE,2019-05-18 02:08:02.533,2019-05-18 02:10:12.205
IN_VEHICLE,2019-05-18 02:10:12.205,2019-05-18 03:31:24.713
STILL,2019-05-18 03:31:24.713,2019-05-18 03:37:24.806
IN_VEHICLE,2019-05-18 03:37:24.806,2019-05-18 03:44:20.431
IN_VEHICLE,2019-05-18 03:44:20.431,2019-05-18 03:56:42.175
IN_VEHICLE,2019-05-18 03:56:42.175,2019-05-18 05:01:32.056
IN_VEHICLE,2019-05-18 05:01:32.056,2019-05-18 05:07:22.125
IN_VEHICLE,2019-05-18 05:07:22.125,2019-05-18 05:18:46.486
WALKING,2019-05-18 05:18:46.486,2019-05-18 05:33:49.405
STILL,2019-05-18 05:33:49.405,2019-05-18 05:41:34.214
WALKING,2019-05-18 05:41:34.214,2019-05-18 05:49:14.064
STILL,2019-05-18 05:49:14.064,2019-05-18 08:08:41.149
WALKING,2019-05-18 08:08:41.149,2019-05-18 08:14:07.960
IN_VEHICLE,2019-05-18 08:14:07.960,2019-05-18 08:21:16.528
WALKING,2019-05-18 08:21:16.528,2019-05-18 08:48:37.301
STILL,2019-05-18 08:48:37.301,2019-05-18 10:30:13.271
WALKING,2019-05-18 10:30:13.271,2019-05-18 10:35:23.486
ON_BICYCLE,2019-05-18 10:35:23.486,2019-05-18 10:53:55.568
WALKING,2019-05-18 10:53:55.568,2019-05-18 11:19:50.463
STILL,2019-05-18 11:19:50.463,2019-05-18 12:20:47.986
WALKING,2019-05-18 12:20:47.986,2019-05-18 12:22:19.122
STILL,2019-05-18 12:22:19.122,2019-05-18 12:30:17.585
WALKING,2019-05-18 12:30:17.585,2019-05-18 12:32:17.742
STILL,2019-05-18 12:32:17.742,2019-05-18 12:35:45.336
WALKING,2019-05-18 12:35:45.336,2019-05-18 12:59:31.245
STILL,2019-05-18 12:59:31.245,2019-05-18 13:04:24.219
WALKING,2019-05-18 13:04:24.219,2019-05-18 13:17:11.141
STILL,2019-05-18 13:17:11.141,2019-05-18 13:26:32.640
WALKING,2019-05-18 13:26:32.640,2019-05-18 13:45:13.667
STILL,2019-05-18 13:45:13.667,2019-05-18 18:12:45.173
IN_VEHICLE,2019-05-18 18:12:45.173,2019-05-18 18:29:51.285
STILL,2019-05-18 18:29:51.285,2019-05-19 00:00:00.000
STILL,2019-05-19 00:00:00.000,2019-05-19 03:11:21.432
WALKING,2019-05-19 03:11:21.432,2019-05-19 03:48:01.642
STILL,2019-05-19 03:48:01.642,2019-05-19 05:56:29.478
