actionType,name,packageName,start_time,end_time
STILL,시계,com.sec.android.app.clockpackage,2019-04-30 00:00:58.434,2019-04-30 00:00:58.440
STILL,시계,com.sec.android.app.clockpackage,2019-04-30 00:07:00.491,2019-04-30 00:07:30.600
STILL,시계,com.sec.android.app.clockpackage,2019-04-30 00:07:30.608,2019-04-30 00:07:35.085
STILL,시계,com.sec.android.app.clockpackage,2019-04-30 00:07:31.992,2019-04-30 00:07:35.085
STILL,메시지,com.samsung.android.messaging,2019-04-30 00:07:35.204,2019-04-30 00:07:39.187
STILL,시계,com.sec.android.app.clockpackage,2019-04-30 00:07:39.219,2019-04-30 00:07:39.247
STILL,메시지,com.samsung.android.messaging,2019-04-30 00:07:39.274,2019-04-30 00:07:43.774
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-04-30 00:07:43.785,2019-04-30 00:10:19.555
STILL,메시지,com.samsung.android.messaging,2019-04-30 00:10:19.589,2019-04-30 00:10:22.959
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-04-30 00:10:22.970,2019-04-30 00:14:53.452
STILL,메시지,com.samsung.android.messaging,2019-04-30 00:14:53.485,2019-04-30 00:15:24.337
STILL,메시지,com.samsung.android.messaging,2019-04-30 00:16:31.047,2019-04-30 00:16:34.666
STILL,메시지,com.samsung.android.messaging,2019-04-30 00:18:26.191,2019-04-30 00:20:33.595
STILL,메시지,com.samsung.android.messaging,2019-04-30 00:20:55.970,2019-04-30 00:20:59.632
WALKING,메시지,com.samsung.android.messaging,2019-04-30 00:20:59.632,2019-04-30 00:21:12.980
WALKING,메시지,com.samsung.android.messaging,2019-04-30 00:22:24.222,2019-04-30 00:22:25.869
WALKING,Samsung Experience 홈,com.sec.android.app.launcher,2019-04-30 00:22:25.881,2019-04-30 00:22:49.228
WALKING,KLMS,kr.ac.kaist.coursemos.android,2019-04-30 00:22:49.265,2019-04-30 00:22:52.865
WALKING,KLMS,kr.ac.kaist.coursemos.android,2019-04-30 00:22:52.876,2019-04-30 00:23:00.104
WALKING,KLMS,kr.ac.kaist.coursemos.android,2019-04-30 00:23:00.113,2019-04-30 00:23:11.903
WALKING,KLMS,kr.ac.kaist.coursemos.android,2019-04-30 00:23:11.912,2019-04-30 00:23:13.393
WALKING,KLMS,kr.ac.kaist.coursemos.android,2019-04-30 00:23:13.407,2019-04-30 00:23:16.205
WALKING,KLMS,kr.ac.kaist.coursemos.android,2019-04-30 00:23:16.215,2019-04-30 00:23:29.043
WALKING,KLMS,kr.ac.kaist.coursemos.android,2019-04-30 00:23:29.055,2019-04-30 00:23:29.948
WALKING,KLMS,kr.ac.kaist.coursemos.android,2019-04-30 00:23:29.957,2019-04-30 00:23:31.000
WALKING,KLMS,kr.ac.kaist.coursemos.android,2019-04-30 00:23:31.009,2019-04-30 00:23:35.528
WALKING,KLMS,kr.ac.kaist.coursemos.android,2019-04-30 00:23:35.538,2019-04-30 00:23:42.952
WALKING,한컴오피스 viewer,com.tf.thinkdroid.viewer,2019-04-30 00:23:43.021,2019-04-30 00:23:43.189
WALKING,한컴오피스 viewer,com.tf.thinkdroid.viewer,2019-04-30 00:23:43.249,2019-04-30 00:24:11.423
WALKING,KLMS,kr.ac.kaist.coursemos.android,2019-04-30 00:24:11.447,2019-04-30 00:24:12.421
WALKING,KLMS,kr.ac.kaist.coursemos.android,2019-04-30 00:24:12.432,2019-04-30 00:24:13.449
WALKING,KLMS,kr.ac.kaist.coursemos.android,2019-04-30 00:24:13.457,2019-04-30 00:24:46.023
WALKING,Samsung Experience 홈,com.sec.android.app.launcher,2019-04-30 00:24:46.037,2019-04-30 00:24:47.710
WALKING,Samsung Experience 홈,com.sec.android.app.launcher,2019-04-30 00:27:17.482,2019-04-30 00:27:20.555
WALKING,에브리타임,com.everytime.v2,2019-04-30 00:27:20.580,2019-04-30 00:27:21.020
WALKING,에브리타임,com.everytime.v2,2019-04-30 00:27:21.042,2019-04-30 00:27:37.727
WALKING,Samsung Experience 홈,com.sec.android.app.launcher,2019-04-30 00:27:37.740,2019-04-30 00:28:13.236
WALKING,Samsung Experience 홈,com.sec.android.app.launcher,2019-04-30 00:28:28.798,2019-04-30 00:28:34.937
WALKING,Samsung Experience 홈,com.sec.android.app.launcher,2019-04-30 00:29:35.472,2019-04-30 00:30:22.615
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-04-30 00:30:22.615,2019-04-30 00:30:38.884
STILL,Facebook,com.facebook.katana,2019-04-30 00:30:38.916,2019-04-30 00:30:45.830
STILL,Facebook,com.facebook.katana,2019-04-30 00:30:45.853,2019-04-30 00:30:47.797
STILL,Facebook,com.facebook.katana,2019-04-30 00:30:47.809,2019-04-30 00:30:48.449
STILL,Facebook,com.facebook.katana,2019-04-30 00:30:48.486,2019-04-30 00:30:49.650
STILL,Facebook,com.facebook.katana,2019-04-30 00:30:49.667,2019-04-30 00:32:28.002
