actionType,start_time,end_time
WALKING,2019-05-08 00:00:00.000,2019-05-08 00:01:44.018
STILL,2019-05-08 00:01:44.018,2019-05-08 01:20:18.531
WALKING,2019-05-08 01:20:18.531,2019-05-08 01:20:50.611
STILL,2019-05-08 01:20:50.611,2019-05-08 01:21:21.812
WALKING,2019-05-08 01:21:21.812,2019-05-08 01:24:09.473
ON_BICYCLE,2019-05-08 01:24:09.473,2019-05-08 01:26:39.866
WALKING,2019-05-08 01:26:39.866,2019-05-08 01:28:13.814
STILL,2019-05-08 01:28:13.814,2019-05-08 03:56:47.452
WALKING,2019-05-08 03:56:47.452,2019-05-08 04:20:11.683
STILL,2019-05-08 04:20:11.683,2019-05-08 09:01:55.178
WALKING,2019-05-08 09:01:55.178,2019-05-08 09:05:40.565
IN_VEHICLE,2019-05-08 09:05:40.565,2019-05-08 09:08:29.512
WALKING,2019-05-08 09:08:29.512,2019-05-08 09:09:18.679
STILL,2019-05-08 09:09:18.679,2019-05-08 09:11:42.153
IN_VEHICLE,2019-05-08 09:11:42.153,2019-05-08 09:13:29.309
WALKING,2019-05-08 09:13:29.309,2019-05-08 09:14:29.860
STILL,2019-05-08 09:14:29.860,2019-05-08 09:16:49.007
IN_VEHICLE,2019-05-08 09:16:49.007,2019-05-08 09:18:32.623
WALKING,2019-05-08 09:18:32.623,2019-05-08 09:20:48.748
IN_VEHICLE,2019-05-08 09:20:48.748,2019-05-08 09:28:51.779
WALKING,2019-05-08 09:28:51.779,2019-05-08 09:32:51.499
ON_BICYCLE,2019-05-08 09:32:51.499,2019-05-08 09:33:16.468
WALKING,2019-05-08 09:33:16.468,2019-05-08 09:33:46.766
ON_BICYCLE,2019-05-08 09:33:46.766,2019-05-08 09:34:32.148
WALKING,2019-05-08 09:34:32.148,2019-05-08 09:36:02.994
ON_BICYCLE,2019-05-08 09:36:02.994,2019-05-08 09:39:05.865
WALKING,2019-05-08 09:39:05.865,2019-05-08 09:41:08.517
STILL,2019-05-08 09:41:08.517,2019-05-08 09:47:50.351
WALKING,2019-05-08 09:47:50.351,2019-05-08 09:48:28.574
STILL,2019-05-08 09:48:28.574,2019-05-08 10:31:10.930
WALKING,2019-05-08 10:31:10.930,2019-05-08 10:32:44.154
STILL,2019-05-08 10:32:44.154,2019-05-08 10:42:35.604
WALKING,2019-05-08 10:42:35.604,2019-05-08 10:48:11.197
RUNNING,2019-05-08 10:48:11.197,2019-05-08 10:49:48.348
WALKING,2019-05-08 10:49:48.348,2019-05-08 10:50:33.391
