actionType,name,packageName,start_time,end_time
STILL,알람/시계,com.lge.clock,2019-05-16 01:28:01.218,2019-05-16 01:28:01.226
STILL,알람/시계,com.lge.clock,2019-05-16 01:28:01.613,2019-05-16 01:28:20.151
STILL,YouTube,com.google.android.youtube,2019-05-16 01:28:20.187,2019-05-16 01:28:20.199
STILL,YouTube,com.google.android.youtube,2019-05-16 01:28:27.805,2019-05-16 01:28:38.072
STILL,기본홈,com.lge.launcher3,2019-05-16 01:28:38.087,2019-05-16 01:28:41.489
STILL,알람/시계,com.lge.clock,2019-05-16 01:28:41.504,2019-05-16 01:28:45.301
STILL,알람/시계,com.lge.clock,2019-05-16 01:28:45.316,2019-05-16 01:28:53.037
STILL,알람/시계,com.lge.clock,2019-05-16 01:28:53.049,2019-05-16 01:28:57.006
STILL,기본홈,com.lge.launcher3,2019-05-16 01:28:57.013,2019-05-16 01:28:57.873
STILL,카카오톡,com.kakao.talk,2019-05-16 01:28:57.900,2019-05-16 01:28:59.120
STILL,카카오톡,com.kakao.talk,2019-05-16 01:28:59.135,2019-05-16 01:29:12.125
STILL,알람/시계,com.lge.clock,2019-05-16 01:50:01.111,2019-05-16 01:50:01.112
STILL,알람/시계,com.lge.clock,2019-05-16 01:50:01.239,2019-05-16 01:50:06.501
STILL,카카오톡,com.kakao.talk,2019-05-16 01:50:06.524,2019-05-16 01:50:06.526
STILL,카카오톡,com.kakao.talk,2019-05-16 01:50:13.639,2019-05-16 01:50:14.759
STILL,기본홈,com.lge.launcher3,2019-05-16 01:50:14.768,2019-05-16 01:50:16.198
STILL,알람/시계,com.lge.clock,2019-05-16 01:50:16.230,2019-05-16 01:50:26.477
STILL,알람/시계,com.lge.clock,2019-05-16 02:00:22.823,2019-05-16 02:00:22.826
STILL,알람/시계,com.lge.clock,2019-05-16 02:00:23.010,2019-05-16 02:00:27.063
STILL,알람/시계,com.lge.clock,2019-05-16 02:00:27.109,2019-05-16 02:00:27.116
STILL,알람/시계,com.lge.clock,2019-05-16 02:00:28.725,2019-05-16 02:00:30.264
STILL,기본홈,com.lge.launcher3,2019-05-16 02:00:30.271,2019-05-16 02:00:31.678
STILL,알람/시계,com.lge.clock,2019-05-16 02:00:31.701,2019-05-16 02:00:34.908
STILL,기본홈,com.lge.launcher3,2019-05-16 02:00:34.938,2019-05-16 02:00:36.305
STILL,알람/시계,com.lge.clock,2019-05-16 02:00:36.326,2019-05-16 02:00:45.391
STILL,알람/시계,com.lge.clock,2019-05-16 02:10:39.806,2019-05-16 02:10:39.808
STILL,알람/시계,com.lge.clock,2019-05-16 02:10:39.970,2019-05-16 02:10:46.383
STILL,알람/시계,com.lge.clock,2019-05-16 02:10:46.416,2019-05-16 02:10:46.418
STILL,알람/시계,com.lge.clock,2019-05-16 02:10:48.290,2019-05-16 02:10:49.132
