actionType,start_time,end_time
STILL,2019-05-08 00:00:00.000,2019-05-08 00:57:39.880
IN_VEHICLE,2019-05-08 00:57:39.880,2019-05-08 01:04:15.102
WALKING,2019-05-08 01:04:15.102,2019-05-08 01:05:59.488
STILL,2019-05-08 01:05:59.488,2019-05-08 01:53:30.772
WALKING,2019-05-08 01:53:30.772,2019-05-08 02:12:51.417
ON_BICYCLE,2019-05-08 02:12:51.417,2019-05-08 02:22:41.545
WALKING,2019-05-08 02:22:41.545,2019-05-08 02:52:29.938
STILL,2019-05-08 02:52:29.938,2019-05-08 04:54:15.748
WALKING,2019-05-08 04:54:15.748,2019-05-08 05:21:34.891
STILL,2019-05-08 05:21:34.891,2019-05-08 09:07:15.610
WALKING,2019-05-08 09:07:15.610,2019-05-08 09:24:29.338
STILL,2019-05-08 09:24:29.338,2019-05-08 09:29:24.589
WALKING,2019-05-08 09:29:24.589,2019-05-08 09:44:25.468
STILL,2019-05-08 09:44:25.468,2019-05-08 09:48:25.919
WALKING,2019-05-08 09:48:25.919,2019-05-08 09:50:54.268
STILL,2019-05-08 09:50:54.268,2019-05-08 09:53:25.980
WALKING,2019-05-08 09:53:25.980,2019-05-08 09:55:48.825
STILL,2019-05-08 09:55:48.825,2019-05-08 09:59:15.867
WALKING,2019-05-08 09:59:15.867,2019-05-08 10:08:44.464
STILL,2019-05-08 10:08:44.464,2019-05-08 10:12:08.324
WALKING,2019-05-08 10:12:08.324,2019-05-08 10:19:27.317
STILL,2019-05-08 10:19:27.317,2019-05-08 10:19:44.623
WALKING,2019-05-08 10:19:44.623,2019-05-08 10:35:21.802
IN_VEHICLE,2019-05-08 10:35:21.802,2019-05-08 10:40:13.888
WALKING,2019-05-08 10:40:13.888,2019-05-08 10:50:25.226
STILL,2019-05-08 10:50:25.226,2019-05-08 13:25:49.515
WALKING,2019-05-08 13:25:49.515,2019-05-08 13:55:20.778
STILL,2019-05-08 13:55:20.778,2019-05-09 00:00:00.000
STILL,2019-05-09 00:00:00.000,2019-05-09 01:06:47.707
WALKING,2019-05-09 01:06:47.707,2019-05-09 01:07:22.930
STILL,2019-05-09 01:07:22.930,2019-05-09 01:35:38.917
IN_VEHICLE,2019-05-09 01:35:38.917,2019-05-09 01:39:50.578
