actionType,start_time,end_time
STILL,2019-04-30 00:00:00.000,2019-04-30 00:15:22.886
WALKING,2019-04-30 00:15:22.886,2019-04-30 00:16:47.243
STILL,2019-04-30 00:16:47.243,2019-04-30 00:19:03.648
IN_VEHICLE,2019-04-30 00:19:03.648,2019-04-30 00:23:32.358
WALKING,2019-04-30 00:23:32.358,2019-04-30 00:24:05.979
STILL,2019-04-30 00:24:05.979,2019-04-30 00:30:08.877
IN_VEHICLE,2019-04-30 00:30:08.877,2019-04-30 00:31:36.585
WALKING,2019-04-30 00:31:36.585,2019-04-30 00:33:20.092
STILL,2019-04-30 00:33:20.092,2019-04-30 00:39:52.892
WALKING,2019-04-30 00:39:52.892,2019-04-30 00:45:04.540
STILL,2019-04-30 00:45:04.540,2019-04-30 01:32:12.186
WALKING,2019-04-30 01:32:12.186,2019-04-30 07:47:19.789
WALKING,2019-04-30 07:47:19.789,2019-04-30 07:49:36.455
STILL,2019-04-30 07:49:36.455,2019-04-30 08:19:43.101
WALKING,2019-04-30 08:19:43.101,2019-04-30 08:21:51.428
ON_BICYCLE,2019-04-30 08:21:51.428,2019-04-30 08:24:15.485
WALKING,2019-04-30 08:24:15.485,2019-04-30 08:27:06.323
ON_BICYCLE,2019-04-30 08:27:06.323,2019-04-30 08:32:18.146
STILL,2019-04-30 08:32:18.146,2019-04-30 09:07:10.344
WALKING,2019-04-30 09:07:10.344,2019-04-30 09:09:46.187
ON_BICYCLE,2019-04-30 09:09:46.187,2019-04-30 09:10:31.646
WALKING,2019-04-30 09:10:31.646,2019-04-30 09:12:43.975
STILL,2019-04-30 09:12:43.975,2019-04-30 09:43:57.017
WALKING,2019-04-30 09:43:57.017,2019-04-30 10:09:09.964
STILL,2019-04-30 10:09:09.964,2019-04-30 10:47:53.984
WALKING,2019-04-30 10:47:53.984,2019-04-30 10:57:11.768
STILL,2019-04-30 10:57:11.768,2019-04-30 11:16:13.537
WALKING,2019-04-30 11:16:13.537,2019-04-30 11:16:52.316
STILL,2019-04-30 11:16:52.316,2019-04-30 11:18:41.521
WALKING,2019-04-30 11:18:41.521,2019-04-30 11:28:37.399
STILL,2019-04-30 11:28:37.399,2019-04-30 12:46:54.097
WALKING,2019-04-30 12:46:54.097,2019-04-30 13:13:56.473
STILL,2019-04-30 13:13:56.473,2019-04-30 13:19:54.107
WALKING,2019-04-30 13:19:54.107,2019-04-30 13:26:31.708
STILL,2019-04-30 13:26:31.708,2019-04-30 13:28:47.045
WALKING,2019-04-30 13:28:47.045,2019-04-30 13:52:37.073
STILL,2019-04-30 13:52:37.073,2019-04-30 14:35:44.841
WALKING,2019-04-30 14:35:44.841,2019-04-30 14:46:46.228
STILL,2019-04-30 14:46:46.228,2019-04-30 15:07:10.194
WALKING,2019-04-30 15:07:10.194,2019-04-30 15:10:53.292
STILL,2019-04-30 15:10:53.292,2019-04-30 16:07:42.034
WALKING,2019-04-30 16:07:42.034,2019-04-30 16:16:39.111
STILL,2019-04-30 16:16:39.111,2019-04-30 16:50:17.404
WALKING,2019-04-30 16:50:17.404,2019-04-30 17:18:26.562
STILL,2019-04-30 17:18:26.562,2019-04-30 17:30:14.393
WALKING,2019-04-30 17:30:14.393,2019-04-30 17:50:46.378
STILL,2019-04-30 17:50:46.378,2019-05-01 00:00:00.000
STILL,2019-05-01 00:00:00.000,2019-05-01 02:56:23.757
WALKING,2019-05-01 02:56:23.757,2019-05-01 03:11:14.885
