actionType,start_time,end_time
STILL,2019-05-16 00:00:00.000,2019-05-16 04:34:11.253
WALKING,2019-05-16 04:34:11.253,2019-05-16 04:39:15.889
STILL,2019-05-16 04:39:15.889,2019-05-16 04:40:02.723
WALKING,2019-05-16 04:40:02.723,2019-05-16 04:44:00.495
STILL,2019-05-16 04:44:00.495,2019-05-16 04:51:49.465
WALKING,2019-05-16 04:51:49.465,2019-05-16 04:56:08.118
STILL,2019-05-16 04:56:08.118,2019-05-16 04:57:25.763
WALKING,2019-05-16 04:57:25.763,2019-05-16 04:59:26.477
STILL,2019-05-16 04:59:26.477,2019-05-16 08:39:46.565
WALKING,2019-05-16 08:39:46.565,2019-05-16 08:41:23.167
IN_VEHICLE,2019-05-16 08:41:23.167,2019-05-16 08:44:53.825
WALKING,2019-05-16 08:44:53.825,2019-05-16 08:49:05.176
STILL,2019-05-16 08:49:05.176,2019-05-16 16:27:03.949
WALKING,2019-05-16 16:27:03.949,2019-05-16 16:29:21.295
IN_VEHICLE,2019-05-16 16:29:21.295,2019-05-16 16:29:42.786
WALKING,2019-05-16 16:29:42.786,2019-05-16 16:32:42.021
STILL,2019-05-16 16:32:42.021,2019-05-16 16:33:20.834
IN_VEHICLE,2019-05-16 16:33:20.834,2019-05-16 18:12:45.185
WALKING,2019-05-16 18:12:45.185,2019-05-16 18:17:15.389
STILL,2019-05-16 18:17:15.389,2019-05-16 18:18:23.623
WALKING,2019-05-16 18:18:23.623,2019-05-16 18:21:37.648
STILL,2019-05-16 18:21:37.648,2019-05-17 00:00:00.000
STILL,2019-05-17 00:00:00.000,2019-05-17 01:23:26.319
WALKING,2019-05-17 01:23:26.319,2019-05-17 01:26:05.980
IN_VEHICLE,2019-05-17 01:26:05.980,2019-05-17 01:29:29.617
WALKING,2019-05-17 01:29:29.617,2019-05-17 01:31:32.114
STILL,2019-05-17 01:31:32.114,2019-05-17 01:34:11.748
WALKING,2019-05-17 01:34:11.748,2019-05-17 01:38:11.352
STILL,2019-05-17 01:38:11.352,2019-05-17 01:56:28.029
RUNNING,2019-05-17 01:56:28.029,2019-05-17 01:57:31.934
WALKING,2019-05-17 01:57:31.934,2019-05-17 01:59:42.380
STILL,2019-05-17 01:59:42.380,2019-05-17 02:01:32.272
WALKING,2019-05-17 02:01:32.272,2019-05-17 02:03:02.627
STILL,2019-05-17 02:03:02.627,2019-05-17 02:56:06.146
WALKING,2019-05-17 02:56:06.146,2019-05-17 02:59:13.223
STILL,2019-05-17 02:59:13.223,2019-05-17 03:06:55.687
WALKING,2019-05-17 03:06:55.687,2019-05-17 03:08:11.812
STILL,2019-05-17 03:08:11.812,2019-05-17 03:10:17.208
RUNNING,2019-05-17 03:10:17.208,2019-05-17 03:11:04.477
WALKING,2019-05-17 03:11:04.477,2019-05-17 03:11:50.618
STILL,2019-05-17 03:11:50.618,2019-05-17 03:53:45.307
WALKING,2019-05-17 03:53:45.307,2019-05-17 04:07:08.067
STILL,2019-05-17 04:07:08.067,2019-05-17 04:12:05.825
WALKING,2019-05-17 04:12:05.825,2019-05-17 04:17:14.833
STILL,2019-05-17 04:17:14.833,2019-05-17 04:43:51.374
WALKING,2019-05-17 04:43:51.374,2019-05-17 04:46:37.037
STILL,2019-05-17 04:46:37.037,2019-05-17 04:51:02.545
WALKING,2019-05-17 04:51:02.545,2019-05-17 04:53:13.522
STILL,2019-05-17 04:53:13.522,2019-05-17 05:00:08.987
WALKING,2019-05-17 05:00:08.987,2019-05-17 05:15:43.393
STILL,2019-05-17 05:15:43.393,2019-05-17 05:34:23.362
WALKING,2019-05-17 05:34:23.362,2019-05-17 05:37:41.497
STILL,2019-05-17 05:37:41.497,2019-05-17 05:41:49.093
WALKING,2019-05-17 05:41:49.093,2019-05-17 05:43:23.419
STILL,2019-05-17 05:43:23.419,2019-05-17 05:46:11.472
WALKING,2019-05-17 05:46:11.472,2019-05-17 06:00:15.968
STILL,2019-05-17 06:00:15.968,2019-05-17 07:41:06.775
WALKING,2019-05-17 07:41:06.775,2019-05-17 07:44:51.052
STILL,2019-05-17 07:44:51.052,2019-05-17 09:08:41.957
WALKING,2019-05-17 09:08:41.957,2019-05-18 00:00:00.000
STILL,2019-05-18 00:00:00.000,2019-05-18 04:46:34.376
WALKING,2019-05-18 04:46:34.376,2019-05-18 04:51:01.046
IN_VEHICLE,2019-05-18 04:51:01.046,2019-05-18 05:17:22.285
WALKING,2019-05-18 05:17:22.285,2019-05-18 05:20:56.602
STILL,2019-05-18 05:20:56.602,2019-05-18 05:24:51.629
WALKING,2019-05-18 05:24:51.629,2019-05-18 05:28:35.034
STILL,2019-05-18 05:28:35.034,2019-05-18 08:17:17.741
WALKING,2019-05-18 08:17:17.741,2019-05-18 08:20:20.503
STILL,2019-05-18 08:20:20.503,2019-05-18 08:21:01.406
WALKING,2019-05-18 08:21:01.406,2019-05-18 08:23:35.792
IN_VEHICLE,2019-05-18 08:23:35.792,2019-05-18 08:31:39.115
IN_VEHICLE,2019-05-18 08:31:39.115,2019-05-18 08:35:23.892
IN_VEHICLE,2019-05-18 08:35:23.892,2019-05-18 08:36:45.045
IN_VEHICLE,2019-05-18 08:36:45.045,2019-05-18 08:37:23.095
IN_VEHICLE,2019-05-18 08:37:23.095,2019-05-18 08:40:22.420
WALKING,2019-05-18 08:40:22.420,2019-05-18 08:42:57.399
STILL,2019-05-18 08:42:57.399,2019-05-18 08:44:00.553
IN_VEHICLE,2019-05-18 08:44:00.553,2019-05-18 09:10:23.202
WALKING,2019-05-18 09:10:23.202,2019-05-18 09:16:00.572
STILL,2019-05-18 09:16:00.572,2019-05-19 00:00:00.000
STILL,2019-05-19 00:00:00.000,2019-05-19 05:43:14.106
WALKING,2019-05-19 05:43:14.106,2019-05-19 05:44:16.358
STILL,2019-05-19 05:44:16.358,2019-05-19 06:02:24.867
WALKING,2019-05-19 06:02:24.867,2019-05-19 06:05:31.330
STILL,2019-05-19 06:05:31.330,2019-05-19 06:06:49.860
