actionType,start_time,end_time
STILL,2019-04-30 00:00:00.000,2019-04-30 01:48:26.392
WALKING,2019-04-30 01:48:26.392,2019-04-30 01:49:27.063
STILL,2019-04-30 01:49:27.063,2019-04-30 02:07:47.547
WALKING,2019-04-30 02:07:47.547,2019-04-30 02:20:07.201
STILL,2019-04-30 02:20:07.201,2019-04-30 02:56:02.827
WALKING,2019-04-30 02:56:02.827,2019-04-30 03:04:42.656
STILL,2019-04-30 03:04:42.656,2019-04-30 03:12:47.806
WALKING,2019-04-30 03:12:47.806,2019-04-30 03:25:17.198
STILL,2019-04-30 03:25:17.198,2019-04-30 03:26:09.818
WALKING,2019-04-30 03:26:09.818,2019-04-30 03:28:55.300
STILL,2019-04-30 03:28:55.300,2019-04-30 03:32:40.831
WALKING,2019-04-30 03:32:40.831,2019-04-30 03:37:35.814
STILL,2019-04-30 03:37:35.814,2019-04-30 03:52:30.962
WALKING,2019-04-30 03:52:30.962,2019-04-30 03:57:24.772
STILL,2019-04-30 03:57:24.772,2019-04-30 05:14:37.916
WALKING,2019-04-30 05:14:37.916,2019-04-30 05:44:23.778
STILL,2019-04-30 05:44:23.778,2019-04-30 07:55:06.489
WALKING,2019-04-30 07:55:06.489,2019-04-30 07:55:40.352
STILL,2019-04-30 07:55:40.352,2019-04-30 08:21:34.130
WALKING,2019-04-30 08:21:34.130,2019-04-30 08:32:09.402
STILL,2019-04-30 08:32:09.402,2019-04-30 08:58:46.047
WALKING,2019-04-30 08:58:46.047,2019-04-30 09:03:22.207
STILL,2019-04-30 09:03:22.207,2019-04-30 09:12:03.168
IN_VEHICLE,2019-04-30 09:12:03.168,2019-04-30 09:15:52.205
WALKING,2019-04-30 09:15:52.205,2019-04-30 09:21:26.473
STILL,2019-04-30 09:21:26.473,2019-04-30 10:16:47.362
WALKING,2019-04-30 10:16:47.362,2019-04-30 10:18:49.054
STILL,2019-04-30 10:18:49.054,2019-04-30 10:25:07.976
WALKING,2019-04-30 10:25:07.976,2019-04-30 10:28:44.916
ON_BICYCLE,2019-04-30 10:28:44.916,2019-04-30 10:29:30.341
IN_VEHICLE,2019-04-30 10:29:30.341,2019-04-30 10:34:34.466
WALKING,2019-04-30 10:34:34.466,2019-04-30 10:37:28.184
STILL,2019-04-30 10:37:28.184,2019-04-30 10:49:06.952
WALKING,2019-04-30 10:49:06.952,2019-04-30 10:57:32.937
STILL,2019-04-30 10:57:32.937,2019-04-30 12:47:20.067
WALKING,2019-04-30 12:47:20.067,2019-04-30 12:49:29.696
STILL,2019-04-30 12:49:29.696,2019-04-30 12:52:37.056
WALKING,2019-04-30 12:52:37.056,2019-04-30 12:53:25.907
STILL,2019-04-30 12:53:25.907,2019-04-30 12:58:15.394
WALKING,2019-04-30 12:58:15.394,2019-04-30 13:05:24.947
STILL,2019-04-30 13:05:24.947,2019-04-30 13:30:01.502
WALKING,2019-04-30 13:30:01.502,2019-04-30 13:34:17.437
STILL,2019-04-30 13:34:17.437,2019-04-30 16:09:12.353
WALKING,2019-04-30 16:09:12.353,2019-04-30 16:20:57.305
RUNNING,2019-04-30 16:20:57.305,2019-04-30 16:21:42.801
WALKING,2019-04-30 16:21:42.801,2019-04-30 16:23:13.853
STILL,2019-04-30 16:23:13.853,2019-04-30 16:24:00.257
WALKING,2019-04-30 16:24:00.257,2019-04-30 16:48:51.732
STILL,2019-04-30 16:48:51.732,2019-04-30 17:00:41.364
WALKING,2019-04-30 17:00:41.364,2019-04-30 17:14:00.008
STILL,2019-04-30 17:14:00.008,2019-04-30 17:16:38.328
WALKING,2019-04-30 17:16:38.328,2019-04-30 17:17:44.750
STILL,2019-04-30 17:17:44.750,2019-04-30 17:19:26.744
WALKING,2019-04-30 17:19:26.744,2019-04-30 17:20:21.067
STILL,2019-04-30 17:20:21.067,2019-04-30 17:46:58.063
WALKING,2019-04-30 17:46:58.063,2019-04-30 18:02:51.525
ON_BICYCLE,2019-04-30 18:02:51.525,2019-04-30 18:05:42.101
STILL,2019-04-30 18:05:42.101,2019-04-30 18:07:29.670
WALKING,2019-04-30 18:07:29.670,2019-04-30 18:16:07.705
STILL,2019-04-30 18:16:07.705,2019-04-30 18:17:38.389
WALKING,2019-04-30 18:17:38.389,2019-04-30 18:18:52.918
STILL,2019-04-30 18:18:52.918,2019-04-30 18:24:37.328
WALKING,2019-04-30 18:24:37.328,2019-04-30 18:28:47.910
STILL,2019-04-30 18:28:47.910,2019-04-30 18:30:21.252
WALKING,2019-04-30 18:30:21.252,2019-04-30 18:32:02.347
STILL,2019-04-30 18:32:02.347,2019-05-01 00:00:00.000
STILL,2019-05-01 00:00:00.000,2019-05-01 00:33:37.892
WALKING,2019-05-01 00:33:37.892,2019-05-01 00:37:08.368
STILL,2019-05-01 00:37:08.368,2019-05-01 01:15:33.251
WALKING,2019-05-01 01:15:33.251,2019-05-01 01:33:50.021
IN_VEHICLE,2019-05-01 01:33:50.021,2019-05-01 01:49:04.288
STILL,2019-05-01 01:49:04.288,2019-05-01 02:41:18.683
WALKING,2019-05-01 02:41:18.683,2019-05-01 02:55:09.282
STILL,2019-05-01 02:55:09.282,2019-05-01 03:17:39.522
WALKING,2019-05-01 03:17:39.522,2019-05-01 03:28:52.740
STILL,2019-05-01 03:28:52.740,2019-05-01 03:31:39.107
WALKING,2019-05-01 03:31:39.107,2019-05-01 03:32:38.657
STILL,2019-05-01 03:32:38.657,2019-05-01 03:56:23.554
WALKING,2019-05-01 03:56:23.554,2019-05-01 04:00:13.018
STILL,2019-05-01 04:00:13.018,2019-05-01 05:13:51.259
WALKING,2019-05-01 05:13:51.259,2019-05-01 05:23:05.118
