actionType,start_time,end_time
STILL,2019-05-08 00:00:00.000,2019-05-08 05:21:36.968
WALKING,2019-05-08 05:21:36.968,2019-05-08 05:22:19.440
STILL,2019-05-08 05:22:19.440,2019-05-08 05:38:16.698
WALKING,2019-05-08 05:38:16.698,2019-05-08 05:39:15.541
STILL,2019-05-08 05:39:15.541,2019-05-08 05:44:19.832
WALKING,2019-05-08 05:44:19.832,2019-05-08 05:47:02.260
STILL,2019-05-08 05:47:02.260,2019-05-08 06:00:39.913
WALKING,2019-05-08 06:00:39.913,2019-05-08 06:04:44.168
STILL,2019-05-08 06:04:44.168,2019-05-08 06:10:22.011
WALKING,2019-05-08 06:10:22.011,2019-05-08 06:13:33.796
IN_VEHICLE,2019-05-08 06:13:33.796,2019-05-08 06:15:08.284
ON_BICYCLE,2019-05-08 06:15:08.284,2019-05-08 06:15:54.215
WALKING,2019-05-08 06:15:54.215,2019-05-08 06:18:35.808
STILL,2019-05-08 06:18:35.808,2019-05-08 06:45:03.159
WALKING,2019-05-08 06:45:03.159,2019-05-08 06:53:25.724
ON_BICYCLE,2019-05-08 06:53:25.724,2019-05-08 06:57:00.188
WALKING,2019-05-08 06:57:00.188,2019-05-08 06:59:44.261
STILL,2019-05-08 06:59:44.261,2019-05-08 07:12:07.189
WALKING,2019-05-08 07:12:07.189,2019-05-08 07:17:46.878
STILL,2019-05-08 07:17:46.878,2019-05-08 08:57:11.638
WALKING,2019-05-08 08:57:11.638,2019-05-08 08:58:27.809
ON_BICYCLE,2019-05-08 08:58:27.809,2019-05-08 09:00:37.440
WALKING,2019-05-08 09:00:37.440,2019-05-08 09:04:00.331
STILL,2019-05-08 09:04:00.331,2019-05-08 10:23:53.153
WALKING,2019-05-08 10:23:53.153,2019-05-08 10:28:48.309
IN_VEHICLE,2019-05-08 10:28:48.309,2019-05-08 10:30:19.693
WALKING,2019-05-08 10:30:19.693,2019-05-08 10:31:16.032
RUNNING,2019-05-08 10:31:16.032,2019-05-08 10:31:28.835
WALKING,2019-05-08 10:31:28.835,2019-05-08 10:35:46.723
STILL,2019-05-08 10:35:46.723,2019-05-08 10:39:02.666
WALKING,2019-05-08 10:39:02.666,2019-05-08 10:42:05.798
STILL,2019-05-08 10:42:05.798,2019-05-08 13:37:21.604
WALKING,2019-05-08 13:37:21.604,2019-05-08 13:40:21.733
