actionType,start_time,end_time
STILL,2019-05-08 00:00:00.000,2019-05-08 03:40:10.297
WALKING,2019-05-08 03:40:10.297,2019-05-08 03:45:14.039
STILL,2019-05-08 03:45:14.039,2019-05-08 03:48:50.808
WALKING,2019-05-08 03:48:50.808,2019-05-08 03:55:10.614
STILL,2019-05-08 03:55:10.614,2019-05-08 05:04:59.797
WALKING,2019-05-08 05:04:59.797,2019-05-08 05:17:19.954
STILL,2019-05-08 05:17:19.954,2019-05-08 05:24:38.681
WALKING,2019-05-08 05:24:38.681,2019-05-08 05:25:42.633
STILL,2019-05-08 05:25:42.633,2019-05-08 06:46:42.454
WALKING,2019-05-08 06:46:42.454,2019-05-08 08:48:19.274
STILL,2019-05-08 08:48:19.274,2019-05-08 08:50:09.436
WALKING,2019-05-08 08:50:09.436,2019-05-08 08:59:59.131
STILL,2019-05-08 08:59:59.131,2019-05-08 09:20:59.423
WALKING,2019-05-08 09:20:59.423,2019-05-08 09:29:15.816
STILL,2019-05-08 09:29:15.816,2019-05-08 09:38:39.443
WALKING,2019-05-08 09:38:39.443,2019-05-08 09:40:15.248
STILL,2019-05-08 09:40:15.248,2019-05-08 09:44:34.867
WALKING,2019-05-08 09:44:34.867,2019-05-08 09:45:27.008
STILL,2019-05-08 09:45:27.008,2019-05-08 09:47:45.934
RUNNING,2019-05-08 09:47:45.934,2019-05-08 09:54:55.958
STILL,2019-05-08 09:54:55.958,2019-05-08 10:00:44.416
WALKING,2019-05-08 10:00:44.416,2019-05-08 10:06:51.179
STILL,2019-05-08 10:06:51.179,2019-05-08 10:13:20.305
WALKING,2019-05-08 10:13:20.305,2019-05-08 10:16:23.316
STILL,2019-05-08 10:16:23.316,2019-05-08 10:20:57.766
WALKING,2019-05-08 10:20:57.766,2019-05-08 10:21:18.349
STILL,2019-05-08 10:21:18.349,2019-05-08 11:52:26.320
WALKING,2019-05-08 11:52:26.320,2019-05-08 12:09:38.219
STILL,2019-05-08 12:09:38.219,2019-05-08 13:39:29.629
WALKING,2019-05-08 13:39:29.629,2019-05-08 13:39:55.508
STILL,2019-05-08 13:39:55.508,2019-05-08 14:17:48.753
WALKING,2019-05-08 14:17:48.753,2019-05-08 14:54:21.389
STILL,2019-05-08 14:54:21.389,2019-05-08 15:06:39.087
WALKING,2019-05-08 15:06:39.087,2019-05-08 15:37:08.819
STILL,2019-05-08 15:37:08.819,2019-05-08 16:01:08.027
WALKING,2019-05-08 16:01:08.027,2019-05-08 16:09:27.364
STILL,2019-05-08 16:09:27.364,2019-05-08 16:10:16.659
WALKING,2019-05-08 16:10:16.659,2019-05-08 16:11:16.971
STILL,2019-05-08 16:11:16.971,2019-05-08 16:14:32.987
WALKING,2019-05-08 16:14:32.987,2019-05-08 16:15:43.918
STILL,2019-05-08 16:15:43.918,2019-05-08 16:18:42.559
WALKING,2019-05-08 16:18:42.559,2019-05-08 16:24:31.663
STILL,2019-05-08 16:24:31.663,2019-05-09 00:00:00.000
STILL,2019-05-09 00:00:00.000,2019-05-09 01:27:09.114
WALKING,2019-05-09 01:27:09.114,2019-05-09 01:28:06.490
STILL,2019-05-09 01:28:06.490,2019-05-09 02:46:21.126
WALKING,2019-05-09 02:46:21.126,2019-05-09 02:50:56.165
STILL,2019-05-09 02:50:56.165,2019-05-09 03:11:40.290
WALKING,2019-05-09 03:11:40.290,2019-05-09 03:13:54.060
STILL,2019-05-09 03:13:54.060,2019-05-09 03:47:51.312
WALKING,2019-05-09 03:47:51.312,2019-05-09 04:13:26.477
STILL,2019-05-09 04:13:26.477,2019-05-09 06:07:57.592
WALKING,2019-05-09 06:07:57.592,2019-05-09 06:19:05.798
STILL,2019-05-09 06:19:05.798,2019-05-09 08:53:46.104
WALKING,2019-05-09 08:53:46.104,2019-05-09 09:04:36.011
STILL,2019-05-09 09:04:36.011,2019-05-09 09:08:08.068
WALKING,2019-05-09 09:08:08.068,2019-05-09 09:11:40.465
