name,packageName,isSystemApp,isUpdatedSystemApp,start_time,end_time
Samsung Experience 홈,com.sec.android.app.launcher,True,False,2019-05-08 00:28:19.311,2019-05-08 00:28:33.169
삼성 인터넷,com.sec.android.app.sbrowser,True,True,2019-05-08 00:28:33.213,2019-05-08 00:28:37.471
Samsung Experience 홈,com.sec.android.app.launcher,True,False,2019-05-08 00:28:37.483,2019-05-08 00:28:39.238
갤러리,com.sec.android.gallery3d,True,True,2019-05-08 00:28:39.262,2019-05-08 00:28:46.305
Samsung Experience 홈,com.sec.android.app.launcher,True,False,2019-05-08 00:28:46.317,2019-05-08 00:28:51.614
Samsung Experience 홈,com.sec.android.app.launcher,True,False,2019-05-08 00:30:50.951,2019-05-08 00:30:52.742
삼성 인터넷,com.sec.android.app.sbrowser,True,True,2019-05-08 00:30:52.771,2019-05-08 00:46:04.061
Samsung Experience 홈,com.sec.android.app.launcher,True,False,2019-05-08 00:46:04.202,2019-05-08 00:46:09.382
m.Stock,com.miraeasset.trade,False,False,2019-05-08 00:46:09.406,2019-05-08 00:51:06.527
Samsung Experience 홈,com.sec.android.app.launcher,True,False,2019-05-08 00:51:06.539,2019-05-08 00:51:07.281
삼성 인터넷,com.sec.android.app.sbrowser,True,True,2019-05-08 00:51:07.306,2019-05-08 00:52:51.890
시스템 UI,com.android.systemui,True,False,2019-05-08 00:52:51.931,2019-05-08 00:52:53.174
m.Stock,com.miraeasset.trade,False,False,2019-05-08 00:52:53.238,2019-05-08 00:53:09.769
시스템 UI,com.android.systemui,True,False,2019-05-08 00:53:09.783,2019-05-08 00:53:11.083
삼성 인터넷,com.sec.android.app.sbrowser,True,True,2019-05-08 00:53:11.145,2019-05-08 00:53:23.079
시스템 UI,com.android.systemui,True,False,2019-05-08 00:53:23.099,2019-05-08 00:53:23.915
m.Stock,com.miraeasset.trade,False,False,2019-05-08 00:53:23.959,2019-05-08 00:54:17.275
Samsung Experience 홈,com.sec.android.app.launcher,True,False,2019-05-08 00:54:17.341,2019-05-08 00:54:20.897
카카오톡,com.kakao.talk,False,False,2019-05-08 00:54:20.922,2019-05-08 00:54:21.089
카카오톡,com.kakao.talk,False,False,2019-05-08 00:54:21.134,2019-05-08 00:54:21.251
카카오톡,com.kakao.talk,False,False,2019-05-08 00:54:21.378,2019-05-08 00:54:27.683
카카오톡,com.kakao.talk,False,False,2019-05-08 00:54:27.768,2019-05-08 00:54:27.864
카카오톡,com.kakao.talk,False,False,2019-05-08 00:54:27.950,2019-05-08 00:54:30.346
카카오톡,com.kakao.talk,False,False,2019-05-08 00:54:30.390,2019-05-08 00:54:41.780
카카오톡,com.kakao.talk,False,False,2019-05-08 00:54:41.820,2019-05-08 00:54:43.066
카카오톡,com.kakao.talk,False,False,2019-05-08 00:54:43.094,2019-05-08 00:54:44.344
카카오톡,com.kakao.talk,False,False,2019-05-08 00:54:44.379,2019-05-08 00:54:44.877
Samsung Experience 홈,com.sec.android.app.launcher,True,False,2019-05-08 00:54:44.921,2019-05-08 00:54:47.448
Gmail,com.google.android.gm,True,True,2019-05-08 00:54:47.493,2019-05-08 00:54:56.642
삼성 인터넷,com.sec.android.app.sbrowser,True,True,2019-05-08 00:54:56.703,2019-05-08 00:54:56.806
삼성 인터넷,com.sec.android.app.sbrowser,True,True,2019-05-08 00:54:56.833,2019-05-08 00:55:19.861
Google PDF 뷰어,com.google.android.apps.pdfviewer,False,False,2019-05-08 00:55:20.064,2019-05-08 00:56:20.373
삼성 인터넷,com.sec.android.app.sbrowser,True,True,2019-05-08 00:56:20.432,2019-05-08 00:56:22.135
Gmail,com.google.android.gm,True,True,2019-05-08 00:56:22.174,2019-05-08 00:56:27.519
삼성 인터넷,com.sec.android.app.sbrowser,True,True,2019-05-08 00:56:27.623,2019-05-08 00:56:27.690
삼성 인터넷,com.sec.android.app.sbrowser,True,True,2019-05-08 00:56:27.721,2019-05-08 00:58:06.546
Gmail,com.google.android.gm,True,True,2019-05-08 00:58:06.582,2019-05-08 00:58:13.336
Samsung Experience 홈,com.sec.android.app.launcher,True,False,2019-05-08 00:58:13.450,2019-05-08 00:58:15.335
시계,com.sec.android.app.clockpackage,True,True,2019-05-08 00:58:15.363,2019-05-08 00:58:16.516
Samsung Experience 홈,com.sec.android.app.launcher,True,False,2019-05-08 00:58:16.547,2019-05-08 00:58:24.444
삼성 인터넷,com.sec.android.app.sbrowser,True,True,2019-05-08 00:58:24.478,2019-05-08 00:59:56.173
Samsung Experience 홈,com.sec.android.app.launcher,True,False,2019-05-08 00:59:56.196,2019-05-08 01:00:02.499
삼성 인터넷,com.sec.android.app.sbrowser,True,True,2019-05-08 01:00:02.538,2019-05-08 01:04:21.867
삼성 인터넷,com.sec.android.app.sbrowser,True,True,2019-05-08 01:05:07.821,2019-05-08 01:05:08.844
Samsung Experience 홈,com.sec.android.app.launcher,True,False,2019-05-08 01:05:08.874,2019-05-08 01:05:18.058
갤러리,com.sec.android.gallery3d,True,True,2019-05-08 01:05:18.084,2019-05-08 01:05:39.592
Samsung Experience 홈,com.sec.android.app.launcher,True,False,2019-05-08 01:05:39.663,2019-05-08 01:05:42.857
삼성 인터넷,com.sec.android.app.sbrowser,True,True,2019-05-08 01:05:42.888,2019-05-08 01:05:57.712
Samsung Experience 홈,com.sec.android.app.launcher,True,False,2019-05-08 01:05:57.877,2019-05-08 01:05:58.600
카카오톡,com.kakao.talk,False,False,2019-05-08 01:05:58.631,2019-05-08 01:05:59.160
카카오톡,com.kakao.talk,False,False,2019-05-08 01:05:59.179,2019-05-08 01:05:59.208
카카오톡,com.kakao.talk,False,False,2019-05-08 01:05:59.256,2019-05-08 01:06:08.555
Samsung Experience 홈,com.sec.android.app.launcher,True,False,2019-05-08 01:06:08.568,2019-05-08 01:06:14.647
Gmail,com.google.android.gm,True,True,2019-05-08 01:06:14.737,2019-05-08 01:06:22.574
삼성 인터넷,com.sec.android.app.sbrowser,True,True,2019-05-08 01:06:22.655,2019-05-08 01:06:22.776
삼성 인터넷,com.sec.android.app.sbrowser,True,True,2019-05-08 01:06:22.807,2019-05-08 01:06:25.949
