actionType,start_time,end_time
STILL,2019-05-16 00:00:00.000,2019-05-16 00:28:42.142
WALKING,2019-05-16 00:28:42.142,2019-05-16 00:30:37.576
STILL,2019-05-16 00:30:37.576,2019-05-16 00:30:40.325
WALKING,2019-05-16 00:30:40.325,2019-05-16 00:32:29.035
STILL,2019-05-16 00:32:29.035,2019-05-16 00:33:11.158
WALKING,2019-05-16 00:33:11.158,2019-05-16 00:38:02.245
STILL,2019-05-16 00:38:02.245,2019-05-16 00:42:46.447
IN_VEHICLE,2019-05-16 00:42:46.447,2019-05-16 00:49:24.254
WALKING,2019-05-16 00:49:24.254,2019-05-16 01:00:23.617
STILL,2019-05-16 01:00:23.617,2019-05-16 01:01:10.171
WALKING,2019-05-16 01:01:10.171,2019-05-16 01:02:46.279
STILL,2019-05-16 01:02:46.279,2019-05-16 01:25:37.184
WALKING,2019-05-16 01:25:37.184,2019-05-16 01:28:09.714
STILL,2019-05-16 01:28:09.714,2019-05-16 02:49:19.219
WALKING,2019-05-16 02:49:19.219,2019-05-16 02:50:26.131
STILL,2019-05-16 02:50:26.131,2019-05-16 02:50:31.674
WALKING,2019-05-16 02:50:31.674,2019-05-16 02:51:03.497
IN_VEHICLE,2019-05-16 02:51:03.497,2019-05-16 02:52:14.242
ON_BICYCLE,2019-05-16 02:52:14.242,2019-05-16 02:55:58.804
STILL,2019-05-16 02:55:58.804,2019-05-16 02:57:37.522
ON_BICYCLE,2019-05-16 02:57:37.522,2019-05-16 03:05:51.954
STILL,2019-05-16 03:05:51.954,2019-05-16 03:49:26.258
WALKING,2019-05-16 03:49:26.258,2019-05-16 03:50:11.895
STILL,2019-05-16 03:50:11.895,2019-05-16 04:06:08.690
WALKING,2019-05-16 04:06:08.690,2019-05-16 04:10:27.399
STILL,2019-05-16 04:10:27.399,2019-05-16 04:12:03.689
WALKING,2019-05-16 04:12:03.689,2019-05-16 04:17:11.396
ON_BICYCLE,2019-05-16 04:17:11.396,2019-05-16 04:19:50.567
STILL,2019-05-16 04:19:50.567,2019-05-16 04:20:37.206
ON_BICYCLE,2019-05-16 04:20:37.206,2019-05-16 04:23:11.196
