name,packageName,isSystemApp,isUpdatedSystemApp,start_time,end_time
알람/시계,com.lge.clock,True,False,2019-05-16 00:00:01.163,2019-05-16 00:00:01.165
알람/시계,com.lge.clock,True,False,2019-05-16 00:00:02.226,2019-05-16 00:00:13.640
기본홈,com.lge.launcher3,True,False,2019-05-16 00:00:13.722,2019-05-16 00:00:13.724
튜브박스,com.videobox.go365,False,False,2019-05-16 00:00:26.809,2019-05-16 00:00:26.812
튜브박스,com.videobox.go365,False,False,2019-05-16 00:02:47.880,2019-05-16 00:02:47.883
튜브박스,com.videobox.go365,False,False,2019-05-16 00:25:20.156,2019-05-16 00:25:20.534
기본홈,com.lge.launcher3,True,False,2019-05-16 00:25:20.635,2019-05-16 00:25:31.174
카카오톡,com.kakao.talk,False,False,2019-05-16 00:25:31.194,2019-05-16 00:25:31.305
카카오톡,com.kakao.talk,False,False,2019-05-16 00:25:31.338,2019-05-16 00:25:31.389
카카오톡,com.kakao.talk,False,False,2019-05-16 00:25:31.450,2019-05-16 00:25:38.518
튜브박스,com.videobox.go365,False,False,2019-05-16 00:25:39.806,2019-05-16 00:25:39.812
튜브박스,com.videobox.go365,False,False,2019-05-16 00:28:05.003,2019-05-16 00:28:05.240
카카오톡,com.kakao.talk,False,False,2019-05-16 00:28:05.301,2019-05-16 00:28:14.850
튜브박스,com.videobox.go365,False,False,2019-05-16 00:28:16.193,2019-05-16 00:28:16.206
알람/시계,com.lge.clock,True,False,2019-05-16 00:30:00.694,2019-05-16 00:30:00.696
알람/시계,com.lge.clock,True,False,2019-05-16 00:30:01.560,2019-05-16 00:30:05.946
카카오톡,com.kakao.talk,False,False,2019-05-16 00:30:06.008,2019-05-16 00:30:06.010
튜브박스,com.videobox.go365,False,False,2019-05-16 00:30:07.963,2019-05-16 00:30:07.969
튜브박스,com.videobox.go365,False,False,2019-05-16 00:31:01.902,2019-05-16 00:31:01.905
카카오톡,com.kakao.talk,False,False,2019-05-16 00:31:02.000,2019-05-16 00:31:02.002
튜브박스,com.videobox.go365,False,False,2019-05-16 00:32:40.030,2019-05-16 00:32:40.034
튜브박스,com.videobox.go365,False,False,2019-05-16 00:42:17.434,2019-05-16 00:42:17.814
카카오톡,com.kakao.talk,False,False,2019-05-16 00:42:17.857,2019-05-16 00:42:18.959
기본홈,com.lge.launcher3,True,False,2019-05-16 00:42:18.973,2019-05-16 00:42:51.694
튜브박스,com.videobox.go365,False,False,2019-05-16 00:42:52.958,2019-05-16 00:42:52.960
튜브박스,com.videobox.go365,False,False,2019-05-16 00:43:16.553,2019-05-16 00:43:16.808
기본홈,com.lge.launcher3,True,False,2019-05-16 00:43:16.843,2019-05-16 00:43:23.559
