actionType,start_time,end_time
STILL,2019-04-30 00:00:00.000,2019-04-30 00:47:15.356
IN_VEHICLE,2019-04-30 00:47:15.356,2019-04-30 00:52:33.394
WALKING,2019-04-30 00:52:33.394,2019-04-30 00:54:32.231
STILL,2019-04-30 00:54:32.231,2019-04-30 00:57:29.467
WALKING,2019-04-30 00:57:29.467,2019-04-30 00:57:44.164
IN_VEHICLE,2019-04-30 00:57:44.164,2019-04-30 01:01:23.936
WALKING,2019-04-30 01:01:23.936,2019-04-30 01:02:45.541
IN_VEHICLE,2019-04-30 01:02:45.541,2019-04-30 01:06:21.073
WALKING,2019-04-30 01:06:21.073,2019-04-30 01:22:47.682
ON_BICYCLE,2019-04-30 01:22:47.682,2019-04-30 01:25:17.122
WALKING,2019-04-30 01:25:17.122,2019-04-30 01:28:06.134
STILL,2019-04-30 01:28:06.134,2019-04-30 01:28:36.702
IN_VEHICLE,2019-04-30 01:28:36.702,2019-04-30 01:31:46.016
WALKING,2019-04-30 01:31:46.016,2019-04-30 01:34:41.110
STILL,2019-04-30 01:34:41.110,2019-04-30 01:35:05.988
WALKING,2019-04-30 01:35:05.988,2019-04-30 01:37:51.183
STILL,2019-04-30 01:37:51.183,2019-04-30 01:40:06.777
WALKING,2019-04-30 01:40:06.777,2019-04-30 01:42:13.826
STILL,2019-04-30 01:42:13.826,2019-04-30 01:53:02.374
WALKING,2019-04-30 01:53:02.374,2019-04-30 01:55:17.385
STILL,2019-04-30 01:55:17.385,2019-04-30 02:18:19.385
IN_VEHICLE,2019-04-30 02:18:19.385,2019-04-30 02:26:26.391
STILL,2019-04-30 02:26:26.391,2019-04-30 02:37:52.956
WALKING,2019-04-30 02:37:52.956,2019-04-30 02:43:36.386
STILL,2019-04-30 02:43:36.386,2019-04-30 02:50:51.536
WALKING,2019-04-30 02:50:51.536,2019-04-30 02:51:34.746
STILL,2019-04-30 02:51:34.746,2019-04-30 02:52:28.268
WALKING,2019-04-30 02:52:28.268,2019-04-30 02:53:49.522
ON_BICYCLE,2019-04-30 02:53:49.522,2019-04-30 02:57:16.619
WALKING,2019-04-30 02:57:16.619,2019-04-30 02:58:24.924
STILL,2019-04-30 02:58:24.924,2019-04-30 03:18:34.084
IN_VEHICLE,2019-04-30 03:18:34.084,2019-04-30 03:33:35.116
STILL,2019-04-30 03:33:35.116,2019-04-30 03:57:43.566
WALKING,2019-04-30 03:57:43.566,2019-04-30 03:59:01.639
ON_BICYCLE,2019-04-30 03:59:01.639,2019-04-30 04:02:45.564
WALKING,2019-04-30 04:02:45.564,2019-04-30 04:05:41.846
STILL,2019-04-30 04:05:41.846,2019-04-30 04:10:11.143
RUNNING,2019-04-30 04:10:11.143,2019-04-30 04:10:35.322
STILL,2019-04-30 04:10:35.322,2019-04-30 04:17:43.808
WALKING,2019-04-30 04:17:43.808,2019-04-30 04:18:57.301
STILL,2019-04-30 04:18:57.301,2019-04-30 05:15:55.186
WALKING,2019-04-30 05:15:55.186,2019-04-30 05:17:41.960
STILL,2019-04-30 05:17:41.960,2019-04-30 05:18:53.152
WALKING,2019-04-30 05:18:53.152,2019-04-30 05:19:19.579
STILL,2019-04-30 05:19:19.579,2019-04-30 06:11:10.729
WALKING,2019-04-30 06:11:10.729,2019-04-30 06:14:52.311
STILL,2019-04-30 06:14:52.311,2019-04-30 06:18:58.208
IN_VEHICLE,2019-04-30 06:18:58.208,2019-04-30 06:21:38.507
WALKING,2019-04-30 06:21:38.507,2019-04-30 06:22:36.755
STILL,2019-04-30 06:22:36.755,2019-04-30 06:22:41.501
WALKING,2019-04-30 06:22:41.501,2019-04-30 06:23:06.972
STILL,2019-04-30 06:23:06.972,2019-04-30 06:23:28.979
RUNNING,2019-04-30 06:23:28.979,2019-04-30 06:24:48.527
STILL,2019-04-30 06:24:48.527,2019-04-30 07:03:21.902
WALKING,2019-04-30 07:03:21.902,2019-04-30 07:06:09.710
STILL,2019-04-30 07:06:09.710,2019-04-30 07:13:14.681
