actionType,start_time,end_time
STILL,2019-04-30 00:00:00.000,2019-04-30 05:24:30.422
WALKING,2019-04-30 05:24:30.422,2019-04-30 05:26:07.564
IN_VEHICLE,2019-04-30 05:26:07.564,2019-04-30 05:30:42.903
WALKING,2019-04-30 05:30:42.903,2019-04-30 05:31:39.295
STILL,2019-04-30 05:31:39.295,2019-04-30 05:56:22.165
WALKING,2019-04-30 05:56:22.165,2019-04-30 06:00:21.276
STILL,2019-04-30 06:00:21.276,2019-04-30 06:30:45.620
WALKING,2019-04-30 06:30:45.620,2019-04-30 06:33:32.455
IN_VEHICLE,2019-04-30 06:33:32.455,2019-04-30 06:34:51.621
WALKING,2019-04-30 06:34:51.621,2019-04-30 06:39:45.692
STILL,2019-04-30 06:39:45.692,2019-04-30 06:54:43.763
WALKING,2019-04-30 06:54:43.763,2019-04-30 07:01:46.393
STILL,2019-04-30 07:01:46.393,2019-04-30 08:33:45.901
WALKING,2019-04-30 08:33:45.901,2019-04-30 08:38:07.221
STILL,2019-04-30 08:38:07.221,2019-04-30 08:38:38.520
WALKING,2019-04-30 08:38:38.520,2019-04-30 09:23:37.223
STILL,2019-04-30 09:23:37.223,2019-04-30 10:46:38.803
WALKING,2019-04-30 10:46:38.803,2019-04-30 11:22:54.922
STILL,2019-04-30 11:22:54.922,2019-04-30 12:30:44.587
WALKING,2019-04-30 12:30:44.587,2019-04-30 12:33:02.958
STILL,2019-04-30 12:33:02.958,2019-04-30 13:19:31.421
WALKING,2019-04-30 13:19:31.421,2019-04-30 13:20:02.807
STILL,2019-04-30 13:20:02.807,2019-04-30 14:01:53.955
WALKING,2019-04-30 14:01:53.955,2019-04-30 14:09:30.021
STILL,2019-04-30 14:09:30.021,2019-05-01 00:00:00.000
STILL,2019-05-01 00:00:00.000,2019-05-01 01:13:55.063
WALKING,2019-05-01 01:13:55.063,2019-05-01 01:17:46.247
ON_BICYCLE,2019-05-01 01:17:46.247,2019-05-01 01:24:33.294
WALKING,2019-05-01 01:24:33.294,2019-05-01 01:32:53.884
STILL,2019-05-01 01:32:53.884,2019-05-01 01:34:40.417
WALKING,2019-05-01 01:34:40.417,2019-05-01 01:37:42.281
STILL,2019-05-01 01:37:42.281,2019-05-01 02:43:52.322
WALKING,2019-05-01 02:43:52.322,2019-05-01 02:59:38.720
STILL,2019-05-01 02:59:38.720,2019-05-01 03:12:28.334
IN_VEHICLE,2019-05-01 03:12:28.334,2019-05-01 03:19:16.154
WALKING,2019-05-01 03:19:16.154,2019-05-01 03:28:22.251
STILL,2019-05-01 03:28:22.251,2019-05-01 05:25:20.117
WALKING,2019-05-01 05:25:20.117,2019-05-01 05:29:30.688
STILL,2019-05-01 05:29:30.688,2019-05-01 05:47:55.887
IN_VEHICLE,2019-05-01 05:47:55.887,2019-05-01 06:27:00.845
STILL,2019-05-01 06:27:00.845,2019-05-01 06:31:39.065
WALKING,2019-05-01 06:31:39.065,2019-05-01 06:35:42.381
STILL,2019-05-01 06:35:42.381,2019-05-01 06:37:45.595
WALKING,2019-05-01 06:37:45.595,2019-05-01 06:48:05.126
STILL,2019-05-01 06:48:05.126,2019-05-01 06:49:47.125
WALKING,2019-05-01 06:49:47.125,2019-05-01 06:56:13.878
STILL,2019-05-01 06:56:13.878,2019-05-01 07:01:13.743
IN_VEHICLE,2019-05-01 07:01:13.743,2019-05-01 07:26:01.728
STILL,2019-05-01 07:26:01.728,2019-05-01 07:28:45.224
WALKING,2019-05-01 07:28:45.224,2019-05-01 07:29:40.518
STILL,2019-05-01 07:29:40.518,2019-05-01 07:29:57.618
WALKING,2019-05-01 07:29:57.618,2019-05-01 07:34:51.322
STILL,2019-05-01 07:34:51.322,2019-05-01 07:56:12.674
IN_VEHICLE,2019-05-01 07:56:12.674,2019-05-01 09:04:39.199
STILL,2019-05-01 09:04:39.199,2019-05-01 09:22:16.876
WALKING,2019-05-01 09:22:16.876,2019-05-01 09:28:30.370
STILL,2019-05-01 09:28:30.370,2019-05-01 09:31:53.032
ON_BICYCLE,2019-05-01 09:31:53.032,2019-05-01 09:45:24.893
STILL,2019-05-01 09:45:24.893,2019-05-01 10:51:22.778
IN_VEHICLE,2019-05-01 10:51:22.778,2019-05-01 10:53:07.201
WALKING,2019-05-01 10:53:07.201,2019-05-01 11:03:01.475
STILL,2019-05-01 11:03:01.475,2019-05-01 11:12:39.810
WALKING,2019-05-01 11:12:39.810,2019-05-01 11:21:42.660
STILL,2019-05-01 11:21:42.660,2019-05-01 11:27:23.247
ON_BICYCLE,2019-05-01 11:27:23.247,2019-05-01 11:29:12.136
WALKING,2019-05-01 11:29:12.136,2019-05-01 11:39:40.290
STILL,2019-05-01 11:39:40.290,2019-05-01 12:14:29.555
WALKING,2019-05-01 12:14:29.555,2019-05-01 12:15:14.348
STILL,2019-05-01 12:15:14.348,2019-05-01 22:19:08.138
WALKING,2019-05-01 22:19:08.138,2019-05-01 22:20:09.121
STILL,2019-05-01 22:20:09.121,2019-05-01 22:21:10.518
WALKING,2019-05-01 22:21:10.518,2019-05-01 22:22:11.935
STILL,2019-05-01 22:22:11.935,2019-05-02 00:00:00.000
STILL,2019-05-02 00:00:00.000,2019-05-02 02:33:32.576
WALKING,2019-05-02 02:33:32.576,2019-05-02 02:35:19.537
ON_BICYCLE,2019-05-02 02:35:19.537,2019-05-02 02:41:15.254
STILL,2019-05-02 02:41:15.254,2019-05-02 02:41:57.377
IN_VEHICLE,2019-05-02 02:41:57.377,2019-05-02 02:48:06.947
WALKING,2019-05-02 02:48:06.947,2019-05-02 02:49:52.407
STILL,2019-05-02 02:49:52.407,2019-05-02 03:10:22.184
WALKING,2019-05-02 03:10:22.184,2019-05-02 03:10:53.166
STILL,2019-05-02 03:10:53.166,2019-05-02 04:03:38.374
IN_VEHICLE,2019-05-02 04:03:38.374,2019-05-02 04:17:46.232
WALKING,2019-05-02 04:17:46.232,2019-05-02 04:18:30.353
RUNNING,2019-05-02 04:18:30.353,2019-05-02 04:20:29.873
STILL,2019-05-02 04:20:29.873,2019-05-02 05:13:59.157
WALKING,2019-05-02 05:13:59.157,2019-05-02 05:21:25.141
STILL,2019-05-02 05:21:25.141,2019-05-02 06:53:01.885
WALKING,2019-05-02 06:53:01.885,2019-05-02 06:53:45.887
IN_VEHICLE,2019-05-02 06:53:45.887,2019-05-02 06:57:11.960
WALKING,2019-05-02 06:57:11.960,2019-05-02 07:13:05.711
STILL,2019-05-02 07:13:05.711,2019-05-02 07:19:48.590
IN_VEHICLE,2019-05-02 07:19:48.590,2019-05-02 07:25:15.854
IN_VEHICLE,2019-05-02 07:25:15.854,2019-05-02 07:27:10.492
WALKING,2019-05-02 07:27:10.492,2019-05-02 07:29:40.840
ON_BICYCLE,2019-05-02 07:29:40.840,2019-05-02 07:32:15.768
STILL,2019-05-02 07:32:15.768,2019-05-02 07:33:41.348
WALKING,2019-05-02 07:33:41.348,2019-05-02 07:38:03.367
ON_BICYCLE,2019-05-02 07:38:03.367,2019-05-02 07:40:53.582
STILL,2019-05-02 07:40:53.582,2019-05-02 07:43:26.308
WALKING,2019-05-02 07:43:26.308,2019-05-02 07:52:43.733
ON_BICYCLE,2019-05-02 07:52:43.733,2019-05-02 07:55:03.560
WALKING,2019-05-02 07:55:03.560,2019-05-02 07:55:18.893
ON_BICYCLE,2019-05-02 07:55:18.893,2019-05-02 07:56:33.271
WALKING,2019-05-02 07:56:33.271,2019-05-02 08:07:20.763
STILL,2019-05-02 08:07:20.763,2019-05-02 08:21:12.085
WALKING,2019-05-02 08:21:12.085,2019-05-02 08:22:11.424
STILL,2019-05-02 08:22:11.424,2019-05-02 15:44:02.387
WALKING,2019-05-02 15:44:02.387,2019-05-02 15:44:54.928
STILL,2019-05-02 15:44:54.928,2019-05-02 15:46:00.297
WALKING,2019-05-02 15:46:00.297,2019-05-02 15:46:46.346
STILL,2019-05-02 15:46:46.346,2019-05-02 16:07:35.796
WALKING,2019-05-02 16:07:35.796,2019-05-02 16:12:20.492
STILL,2019-05-02 16:12:20.492,2019-05-02 20:41:38.380
WALKING,2019-05-02 20:41:38.380,2019-05-02 20:43:16.751
STILL,2019-05-02 20:43:16.751,2019-05-02 21:19:13.299
IN_VEHICLE,2019-05-02 21:19:13.299,2019-05-02 21:34:40.763
STILL,2019-05-02 21:34:40.763,2019-05-03 00:00:00.000
STILL,2019-05-03 00:00:00.000,2019-05-03 04:03:23.250
WALKING,2019-05-03 04:03:23.250,2019-05-03 04:04:03.681
ON_BICYCLE,2019-05-03 04:04:03.681,2019-05-03 04:12:18.086
WALKING,2019-05-03 04:12:18.086,2019-05-03 04:14:08.770
STILL,2019-05-03 04:14:08.770,2019-05-03 06:02:47.717
ON_BICYCLE,2019-05-03 06:02:47.717,2019-05-03 06:03:24.578
WALKING,2019-05-03 06:03:24.578,2019-05-03 06:12:37.764
STILL,2019-05-03 06:12:37.764,2019-05-03 06:18:27.312
WALKING,2019-05-03 06:18:27.312,2019-05-03 06:25:45.179
STILL,2019-05-03 06:25:45.179,2019-05-03 06:50:28.491
WALKING,2019-05-03 06:50:28.491,2019-05-03 06:52:16.741
STILL,2019-05-03 06:52:16.741,2019-05-03 08:28:37.436
WALKING,2019-05-03 08:28:37.436,2019-05-03 08:38:22.292
ON_BICYCLE,2019-05-03 08:38:22.292,2019-05-03 08:46:02.604
WALKING,2019-05-03 08:46:02.604,2019-05-03 08:49:42.901
STILL,2019-05-03 08:49:42.901,2019-05-03 09:56:07.579
WALKING,2019-05-03 09:56:07.579,2019-05-03 09:59:19.784
STILL,2019-05-03 09:59:19.784,2019-05-03 09:59:35.286
ON_BICYCLE,2019-05-03 09:59:35.286,2019-05-03 10:02:08.062
WALKING,2019-05-03 10:02:08.062,2019-05-03 10:03:05.569
ON_BICYCLE,2019-05-03 10:03:05.569,2019-05-03 10:05:53.328
STILL,2019-05-03 10:05:53.328,2019-05-03 10:23:41.824
WALKING,2019-05-03 10:23:41.824,2019-05-03 10:30:31.873
STILL,2019-05-03 10:30:31.873,2019-05-03 11:16:22.396
WALKING,2019-05-03 11:16:22.396,2019-05-03 12:08:48.685
STILL,2019-05-03 12:08:48.685,2019-05-03 12:49:00.143
WALKING,2019-05-03 12:49:00.143,2019-05-03 12:49:57.424
STILL,2019-05-03 12:49:57.424,2019-05-04 00:00:00.000
STILL,2019-05-04 00:00:00.000,2019-05-04 06:08:00.836
IN_VEHICLE,2019-05-04 06:08:00.836,2019-05-04 06:27:53.751
STILL,2019-05-04 06:27:53.751,2019-05-04 13:12:36.243
WALKING,2019-05-04 13:12:36.243,2019-05-04 13:33:19.858
STILL,2019-05-04 13:33:19.858,2019-05-04 15:00:23.162
WALKING,2019-05-04 15:00:23.162,2019-05-04 15:23:09.934
STILL,2019-05-04 15:23:09.934,2019-05-04 15:26:46.648
WALKING,2019-05-04 15:26:46.648,2019-05-04 15:29:26.726
STILL,2019-05-04 15:29:26.726,2019-05-04 16:09:16.972
WALKING,2019-05-04 16:09:16.972,2019-05-04 16:10:40.023
STILL,2019-05-04 16:10:40.023,2019-05-05 00:00:00.000
STILL,2019-05-05 00:00:00.000,2019-05-05 06:59:44.752
