actionType,start_time,end_time
STILL,2019-05-16 00:00:00.000,2019-05-16 01:29:51.539
IN_VEHICLE,2019-05-16 01:29:51.539,2019-05-16 01:30:14.777
WALKING,2019-05-16 01:30:14.777,2019-05-16 01:35:04.428
IN_VEHICLE,2019-05-16 01:35:04.428,2019-05-16 01:36:00.429
WALKING,2019-05-16 01:36:00.429,2019-05-16 01:38:10.470
STILL,2019-05-16 01:38:10.470,2019-05-16 02:30:06.389
WALKING,2019-05-16 02:30:06.389,2019-05-16 02:32:18.436
STILL,2019-05-16 02:32:18.436,2019-05-16 02:42:46.384
WALKING,2019-05-16 02:42:46.384,2019-05-16 02:45:21.477
STILL,2019-05-16 02:45:21.477,2019-05-16 02:47:22.706
WALKING,2019-05-16 02:47:22.706,2019-05-16 02:49:57.590
STILL,2019-05-16 02:49:57.590,2019-05-16 02:55:05.443
WALKING,2019-05-16 02:55:05.443,2019-05-16 03:03:15.765
STILL,2019-05-16 03:03:15.765,2019-05-16 03:46:43.340
WALKING,2019-05-16 03:46:43.340,2019-05-16 03:52:39.524
STILL,2019-05-16 03:52:39.524,2019-05-16 05:17:58.548
WALKING,2019-05-16 05:17:58.548,2019-05-16 05:25:46.068
STILL,2019-05-16 05:25:46.068,2019-05-16 05:28:09.429
IN_VEHICLE,2019-05-16 05:28:09.429,2019-05-16 05:28:55.263
WALKING,2019-05-16 05:28:55.263,2019-05-16 05:34:51.333
ON_BICYCLE,2019-05-16 05:34:51.333,2019-05-16 05:35:33.520
WALKING,2019-05-16 05:35:33.520,2019-05-16 05:36:54.667
STILL,2019-05-16 05:36:54.667,2019-05-16 05:37:28.325
WALKING,2019-05-16 05:37:28.325,2019-05-16 05:39:08.972
STILL,2019-05-16 05:39:08.972,2019-05-16 06:22:47.550
IN_VEHICLE,2019-05-16 06:22:47.550,2019-05-16 06:50:10.384
STILL,2019-05-16 06:50:10.384,2019-05-16 07:55:27.348
WALKING,2019-05-16 07:55:27.348,2019-05-16 07:57:56.043
IN_VEHICLE,2019-05-16 07:57:56.043,2019-05-16 08:00:44.611
WALKING,2019-05-16 08:00:44.611,2019-05-16 08:01:55.403
STILL,2019-05-16 08:01:55.403,2019-05-16 08:53:53.309
WALKING,2019-05-16 08:53:53.309,2019-05-16 08:55:50.999
STILL,2019-05-16 08:55:50.999,2019-05-16 09:22:23.054
WALKING,2019-05-16 09:22:23.054,2019-05-16 09:24:20.008
STILL,2019-05-16 09:24:20.008,2019-05-16 09:24:49.212
WALKING,2019-05-16 09:24:49.212,2019-05-16 09:29:38.260
STILL,2019-05-16 09:29:38.260,2019-05-16 09:43:15.427
WALKING,2019-05-16 09:43:15.427,2019-05-16 09:44:29.104
STILL,2019-05-16 09:44:29.104,2019-05-16 09:58:54.387
WALKING,2019-05-16 09:58:54.387,2019-05-16 10:00:27.157
STILL,2019-05-16 10:00:27.157,2019-05-16 11:19:12.456
IN_VEHICLE,2019-05-16 11:19:12.456,2019-05-16 11:24:09.430
WALKING,2019-05-16 11:24:09.430,2019-05-16 11:27:00.222
IN_VEHICLE,2019-05-16 11:27:00.222,2019-05-16 11:28:03.048
WALKING,2019-05-16 11:28:03.048,2019-05-16 11:30:01.701
STILL,2019-05-16 11:30:01.701,2019-05-16 12:06:27.752
WALKING,2019-05-16 12:06:27.752,2019-05-16 12:08:02.422
STILL,2019-05-16 12:08:02.422,2019-05-16 12:26:05.549
WALKING,2019-05-16 12:26:05.549,2019-05-16 12:37:01.094
STILL,2019-05-16 12:37:01.094,2019-05-16 12:52:17.133
IN_VEHICLE,2019-05-16 12:52:17.133,2019-05-16 13:07:31.240
STILL,2019-05-16 13:07:31.240,2019-05-16 13:19:13.387
WALKING,2019-05-16 13:19:13.387,2019-05-16 13:21:01.359
IN_VEHICLE,2019-05-16 13:21:01.359,2019-05-16 13:32:04.033
WALKING,2019-05-16 13:32:04.033,2019-05-16 13:33:57.780
STILL,2019-05-16 13:33:57.780,2019-05-16 14:38:28.209
WALKING,2019-05-16 14:38:28.209,2019-05-16 14:39:00.466
STILL,2019-05-16 14:39:00.466,2019-05-16 14:47:38.492
WALKING,2019-05-16 14:47:38.492,2019-05-16 14:48:58.429
IN_VEHICLE,2019-05-16 14:48:58.429,2019-05-16 14:54:36.410
WALKING,2019-05-16 14:54:36.410,2019-05-16 14:55:04.625
IN_VEHICLE,2019-05-16 14:55:04.625,2019-05-16 14:59:50.411
WALKING,2019-05-16 14:59:50.411,2019-05-16 15:07:11.415
STILL,2019-05-16 15:07:11.415,2019-05-16 16:40:34.379
WALKING,2019-05-16 16:40:34.379,2019-05-16 16:41:01.063
STILL,2019-05-16 16:41:01.063,2019-05-16 17:26:02.797
WALKING,2019-05-16 17:26:02.797,2019-05-16 17:27:01.814
STILL,2019-05-16 17:27:01.814,2019-05-16 17:29:32.662
WALKING,2019-05-16 17:29:32.662,2019-05-16 17:37:15.456
STILL,2019-05-16 17:37:15.456,2019-05-16 17:38:19.315
WALKING,2019-05-16 17:38:19.315,2019-05-16 17:44:38.446
STILL,2019-05-16 17:44:38.446,2019-05-16 17:46:46.615
WALKING,2019-05-16 17:46:46.615,2019-05-16 17:48:14.567
STILL,2019-05-16 17:48:14.567,2019-05-16 20:05:06.111
WALKING,2019-05-16 20:05:06.111,2019-05-16 20:08:11.584
STILL,2019-05-16 20:08:11.584,2019-05-16 20:12:25.608
