actionType,start_time,end_time
WALKING,2019-05-16 00:00:00.000,2019-05-16 00:02:48.423
STILL,2019-05-16 00:02:48.423,2019-05-16 00:03:16.952
WALKING,2019-05-16 00:03:16.952,2019-05-16 00:04:20.638
STILL,2019-05-16 00:04:20.638,2019-05-16 00:05:06.354
WALKING,2019-05-16 00:05:06.354,2019-05-16 00:05:54.515
STILL,2019-05-16 00:05:54.515,2019-05-16 00:07:20.794
WALKING,2019-05-16 00:07:20.794,2019-05-16 00:08:40.214
STILL,2019-05-16 00:08:40.214,2019-05-16 01:17:27.389
WALKING,2019-05-16 01:17:27.389,2019-05-16 01:22:55.778
STILL,2019-05-16 01:22:55.778,2019-05-16 01:23:22.302
WALKING,2019-05-16 01:23:22.302,2019-05-16 01:28:56.791
ON_BICYCLE,2019-05-16 01:28:56.791,2019-05-16 01:31:39.944
STILL,2019-05-16 01:31:39.944,2019-05-16 01:36:17.494
WALKING,2019-05-16 01:36:17.494,2019-05-16 01:38:58.224
STILL,2019-05-16 01:38:58.224,2019-05-16 01:41:15.214
WALKING,2019-05-16 01:41:15.214,2019-05-16 01:43:56.999
STILL,2019-05-16 01:43:56.999,2019-05-16 02:11:10.085
WALKING,2019-05-16 02:11:10.085,2019-05-16 02:15:39.340
STILL,2019-05-16 02:15:39.340,2019-05-16 02:36:13.465
IN_VEHICLE,2019-05-16 02:36:13.465,2019-05-16 02:55:03.195
STILL,2019-05-16 02:55:03.195,2019-05-16 02:59:57.650
WALKING,2019-05-16 02:59:57.650,2019-05-16 03:07:36.070
STILL,2019-05-16 03:07:36.070,2019-05-16 03:08:11.749
WALKING,2019-05-16 03:08:11.749,2019-05-16 03:11:38.282
STILL,2019-05-16 03:11:38.282,2019-05-16 03:38:29.732
WALKING,2019-05-16 03:38:29.732,2019-05-16 03:45:26.181
STILL,2019-05-16 03:45:26.181,2019-05-16 03:53:41.709
WALKING,2019-05-16 03:53:41.709,2019-05-16 03:55:02.107
STILL,2019-05-16 03:55:02.107,2019-05-16 04:16:15.692
WALKING,2019-05-16 04:16:15.692,2019-05-16 04:17:05.309
STILL,2019-05-16 04:17:05.309,2019-05-16 04:23:22.477
WALKING,2019-05-16 04:23:22.477,2019-05-16 04:26:45.792
STILL,2019-05-16 04:26:45.792,2019-05-16 04:32:18.675
WALKING,2019-05-16 04:32:18.675,2019-05-16 04:35:32.184
STILL,2019-05-16 04:35:32.184,2019-05-16 04:40:02.833
WALKING,2019-05-16 04:40:02.833,2019-05-16 04:42:07.395
STILL,2019-05-16 04:42:07.395,2019-05-16 04:54:39.229
WALKING,2019-05-16 04:54:39.229,2019-05-16 04:56:55.768
STILL,2019-05-16 04:56:55.768,2019-05-16 05:10:16.206
WALKING,2019-05-16 05:10:16.206,2019-05-16 05:10:55.884
STILL,2019-05-16 05:10:55.884,2019-05-16 05:15:23.265
ON_BICYCLE,2019-05-16 05:15:23.265,2019-05-16 05:17:43.536
STILL,2019-05-16 05:17:43.536,2019-05-16 05:21:20.681
WALKING,2019-05-16 05:21:20.681,2019-05-16 05:22:03.330
STILL,2019-05-16 05:22:03.330,2019-05-16 05:32:41.435
WALKING,2019-05-16 05:32:41.435,2019-05-16 05:37:21.293
STILL,2019-05-16 05:37:21.293,2019-05-16 05:37:47.834
WALKING,2019-05-16 05:37:47.834,2019-05-16 05:40:56.830
STILL,2019-05-16 05:40:56.830,2019-05-16 05:43:32.836
WALKING,2019-05-16 05:43:32.836,2019-05-16 05:44:38.729
ON_BICYCLE,2019-05-16 05:44:38.729,2019-05-16 05:46:47.796
WALKING,2019-05-16 05:46:47.796,2019-05-16 05:50:36.347
STILL,2019-05-16 05:50:36.347,2019-05-16 06:55:17.631
WALKING,2019-05-16 06:55:17.631,2019-05-16 06:58:17.171
ON_BICYCLE,2019-05-16 06:58:17.171,2019-05-16 07:00:08.457
WALKING,2019-05-16 07:00:08.457,2019-05-16 07:02:23.523
STILL,2019-05-16 07:02:23.523,2019-05-16 08:22:43.853
WALKING,2019-05-16 08:22:43.853,2019-05-16 08:29:32.801
STILL,2019-05-16 08:29:32.801,2019-05-16 08:46:48.570
WALKING,2019-05-16 08:46:48.570,2019-05-16 08:54:08.119
STILL,2019-05-16 08:54:08.119,2019-05-16 09:59:13.092
WALKING,2019-05-16 09:59:13.092,2019-05-16 10:00:06.388
STILL,2019-05-16 10:00:06.388,2019-05-16 10:00:36.935
WALKING,2019-05-16 10:00:36.935,2019-05-16 10:08:27.628
STILL,2019-05-16 10:08:27.628,2019-05-16 12:07:07.320
WALKING,2019-05-16 12:07:07.320,2019-05-16 12:18:21.880
STILL,2019-05-16 12:18:21.880,2019-05-16 13:19:26.631
RUNNING,2019-05-16 13:19:26.631,2019-05-16 13:20:12.400
WALKING,2019-05-16 13:20:12.400,2019-05-16 13:25:00.603
STILL,2019-05-16 13:25:00.603,2019-05-16 13:25:19.320
WALKING,2019-05-16 13:25:19.320,2019-05-16 13:35:19.406
STILL,2019-05-16 13:35:19.406,2019-05-16 13:53:46.980
ON_BICYCLE,2019-05-16 13:53:46.980,2019-05-16 13:54:18.213
WALKING,2019-05-16 13:54:18.213,2019-05-16 14:03:54.228
ON_BICYCLE,2019-05-16 14:03:54.228,2019-05-16 14:06:09.191
WALKING,2019-05-16 14:06:09.191,2019-05-16 14:08:35.097
STILL,2019-05-16 14:08:35.097,2019-05-16 14:20:14.233
WALKING,2019-05-16 14:20:14.233,2019-05-16 14:27:40.113
STILL,2019-05-16 14:27:40.113,2019-05-16 14:37:23.026
WALKING,2019-05-16 14:37:23.026,2019-05-16 14:45:51.118
STILL,2019-05-16 14:45:51.118,2019-05-17 00:00:00.000
STILL,2019-05-17 00:00:00.000,2019-05-17 09:31:31.066
WALKING,2019-05-17 09:31:31.066,2019-05-17 09:33:33.558
STILL,2019-05-17 09:33:33.558,2019-05-17 09:35:43.941
WALKING,2019-05-17 09:35:43.941,2019-05-17 09:36:54.623
STILL,2019-05-17 09:36:54.623,2019-05-17 10:08:28.694
WALKING,2019-05-17 10:08:28.694,2019-05-17 10:09:10.182
STILL,2019-05-17 10:09:10.182,2019-05-17 10:15:21.772
WALKING,2019-05-17 10:15:21.772,2019-05-17 10:17:20.293
STILL,2019-05-17 10:17:20.293,2019-05-18 00:00:00.000
STILL,2019-05-18 00:00:00.000,2019-05-18 04:37:21.776
WALKING,2019-05-18 04:37:21.776,2019-05-18 04:43:32.482
STILL,2019-05-18 04:43:32.482,2019-05-18 04:56:14.731
WALKING,2019-05-18 04:56:14.731,2019-05-18 04:59:07.581
STILL,2019-05-18 04:59:07.581,2019-05-18 05:02:46.315
IN_VEHICLE,2019-05-18 05:02:46.315,2019-05-18 05:16:18.538
WALKING,2019-05-18 05:16:18.538,2019-05-18 05:18:14.487
STILL,2019-05-18 05:18:14.487,2019-05-18 05:23:15.460
WALKING,2019-05-18 05:23:15.460,2019-05-18 05:25:11.655
STILL,2019-05-18 05:25:11.655,2019-05-18 05:35:40.636
IN_VEHICLE,2019-05-18 05:35:40.636,2019-05-18 05:36:01.316
IN_VEHICLE,2019-05-18 05:36:01.316,2019-05-18 05:36:17.728
IN_VEHICLE,2019-05-18 05:36:17.728,2019-05-18 05:41:14.699
IN_VEHICLE,2019-05-18 05:41:14.699,2019-05-18 05:49:28.651
IN_VEHICLE,2019-05-18 05:49:28.651,2019-05-18 06:22:03.476
IN_VEHICLE,2019-05-18 06:22:03.476,2019-05-18 06:25:35.085
IN_VEHICLE,2019-05-18 06:25:35.085,2019-05-18 06:29:16.043
IN_VEHICLE,2019-05-18 06:29:16.043,2019-05-18 06:30:03.111
IN_VEHICLE,2019-05-18 06:30:03.111,2019-05-18 06:41:41.528
IN_VEHICLE,2019-05-18 06:41:41.528,2019-05-18 06:41:58.522
IN_VEHICLE,2019-05-18 06:41:58.522,2019-05-18 06:52:07.853
WALKING,2019-05-18 06:52:07.853,2019-05-18 06:53:17.542
STILL,2019-05-18 06:53:17.542,2019-05-18 06:54:17.615
WALKING,2019-05-18 06:54:17.615,2019-05-18 06:58:22.619
IN_VEHICLE,2019-05-18 06:58:22.619,2019-05-18 07:05:25.658
WALKING,2019-05-18 07:05:25.658,2019-05-18 07:11:24.433
STILL,2019-05-18 07:11:24.433,2019-05-18 07:56:36.184
WALKING,2019-05-18 07:56:36.184,2019-05-18 08:10:03.174
STILL,2019-05-18 08:10:03.174,2019-05-18 08:19:38.220
WALKING,2019-05-18 08:19:38.220,2019-05-18 08:33:06.840
STILL,2019-05-18 08:33:06.840,2019-05-18 08:34:40.019
WALKING,2019-05-18 08:34:40.019,2019-05-18 08:45:25.307
STILL,2019-05-18 08:45:25.307,2019-05-18 08:45:55.381
WALKING,2019-05-18 08:45:55.381,2019-05-18 09:03:20.827
IN_VEHICLE,2019-05-18 09:03:20.827,2019-05-18 09:03:47.088
WALKING,2019-05-18 09:03:47.088,2019-05-18 09:23:26.097
STILL,2019-05-18 09:23:26.097,2019-05-18 10:28:55.806
WALKING,2019-05-18 10:28:55.806,2019-05-18 10:30:37.585
STILL,2019-05-18 10:30:37.585,2019-05-18 10:31:34.096
WALKING,2019-05-18 10:31:34.096,2019-05-18 10:39:55.649
STILL,2019-05-18 10:39:55.649,2019-05-18 11:22:32.894
WALKING,2019-05-18 11:22:32.894,2019-05-18 11:23:19.856
STILL,2019-05-18 11:23:19.856,2019-05-18 11:26:07.473
WALKING,2019-05-18 11:26:07.473,2019-05-18 11:44:48.720
STILL,2019-05-18 11:44:48.720,2019-05-18 12:08:36.172
WALKING,2019-05-18 12:08:36.172,2019-05-18 12:26:49.431
STILL,2019-05-18 12:26:49.431,2019-05-18 12:30:13.749
WALKING,2019-05-18 12:30:13.749,2019-05-18 12:32:29.573
STILL,2019-05-18 12:32:29.573,2019-05-18 12:38:25.866
WALKING,2019-05-18 12:38:25.866,2019-05-18 12:51:38.599
STILL,2019-05-18 12:51:38.599,2019-05-18 14:21:40.271
WALKING,2019-05-18 14:21:40.271,2019-05-18 14:26:25.332
STILL,2019-05-18 14:26:25.332,2019-05-18 14:41:39.441
WALKING,2019-05-18 14:41:39.441,2019-05-18 14:49:42.270
STILL,2019-05-18 14:49:42.270,2019-05-18 14:55:29.035
WALKING,2019-05-18 14:55:29.035,2019-05-18 14:57:00.879
STILL,2019-05-18 14:57:00.879,2019-05-18 14:58:47.868
WALKING,2019-05-18 14:58:47.868,2019-05-18 15:30:39.181
STILL,2019-05-18 15:30:39.181,2019-05-18 18:03:44.896
WALKING,2019-05-18 18:03:44.896,2019-05-18 18:04:31.920
STILL,2019-05-18 18:04:31.920,2019-05-19 00:00:00.000
STILL,2019-05-19 00:00:00.000,2019-05-19 01:00:28.829
IN_VEHICLE,2019-05-19 01:00:28.829,2019-05-19 01:09:19.593
STILL,2019-05-19 01:09:19.593,2019-05-19 01:59:12.437
WALKING,2019-05-19 01:59:12.437,2019-05-19 02:08:13.341
STILL,2019-05-19 02:08:13.341,2019-05-19 03:13:11.181
WALKING,2019-05-19 03:13:11.181,2019-05-19 03:21:04.650
STILL,2019-05-19 03:21:04.650,2019-05-19 03:21:55.555
WALKING,2019-05-19 03:21:55.555,2019-05-19 03:48:53.821
IN_VEHICLE,2019-05-19 03:48:53.821,2019-05-19 04:30:16.538
WALKING,2019-05-19 04:30:16.538,2019-05-19 04:32:20.344
IN_VEHICLE,2019-05-19 04:32:20.344,2019-05-19 04:34:22.429
WALKING,2019-05-19 04:34:22.429,2019-05-19 04:39:26.215
IN_VEHICLE,2019-05-19 04:39:26.215,2019-05-19 04:44:05.532
WALKING,2019-05-19 04:44:05.532,2019-05-19 04:46:52.005
STILL,2019-05-19 04:46:52.005,2019-05-19 04:54:49.606
WALKING,2019-05-19 04:54:49.606,2019-05-19 04:55:12.595
STILL,2019-05-19 04:55:12.595,2019-05-19 05:01:45.323
WALKING,2019-05-19 05:01:45.323,2019-05-19 05:09:13.312
STILL,2019-05-19 05:09:13.312,2019-05-19 05:11:45.729
WALKING,2019-05-19 05:11:45.729,2019-05-19 05:12:43.507
STILL,2019-05-19 05:12:43.507,2019-05-19 05:14:05.471
WALKING,2019-05-19 05:14:05.471,2019-05-19 05:15:35.124
STILL,2019-05-19 05:15:35.124,2019-05-19 05:23:58.517
ON_BICYCLE,2019-05-19 05:23:58.517,2019-05-19 05:26:10.009
WALKING,2019-05-19 05:26:10.009,2019-05-19 05:26:55.670
STILL,2019-05-19 05:26:55.670,2019-05-19 05:34:36.067
WALKING,2019-05-19 05:34:36.067,2019-05-19 05:35:37.090
STILL,2019-05-19 05:35:37.090,2019-05-19 05:36:07.264
WALKING,2019-05-19 05:36:07.264,2019-05-19 05:37:58.032
STILL,2019-05-19 05:37:58.032,2019-05-19 05:50:37.967
WALKING,2019-05-19 05:50:37.967,2019-05-19 05:54:50.280
IN_VEHICLE,2019-05-19 05:54:50.280,2019-05-19 05:58:56.100
WALKING,2019-05-19 05:58:56.100,2019-05-19 06:05:29.474
STILL,2019-05-19 06:05:29.474,2019-05-19 06:07:57.284
WALKING,2019-05-19 06:07:57.284,2019-05-19 06:10:09.479
STILL,2019-05-19 06:10:09.479,2019-05-19 06:37:24.910
WALKING,2019-05-19 06:37:24.910,2019-05-19 06:38:31.184
STILL,2019-05-19 06:38:31.184,2019-05-19 06:40:03.196
ON_BICYCLE,2019-05-19 06:40:03.196,2019-05-19 06:41:32.679
WALKING,2019-05-19 06:41:32.679,2019-05-19 06:44:14.428
STILL,2019-05-19 06:44:14.428,2019-05-19 06:45:16.765
WALKING,2019-05-19 06:45:16.765,2019-05-19 07:43:33.519
STILL,2019-05-19 07:43:33.519,2019-05-19 07:44:35.591
WALKING,2019-05-19 07:44:35.591,2019-05-19 07:47:26.130
STILL,2019-05-19 07:47:26.130,2019-05-19 07:49:32.604
IN_VEHICLE,2019-05-19 07:49:32.604,2019-05-19 07:56:43.724
WALKING,2019-05-19 07:56:43.724,2019-05-19 08:00:33.219
STILL,2019-05-19 08:00:33.219,2019-05-19 08:31:44.069
IN_VEHICLE,2019-05-19 08:31:44.069,2019-05-19 08:37:00.073
IN_VEHICLE,2019-05-19 08:37:00.073,2019-05-19 08:43:24.038
IN_VEHICLE,2019-05-19 08:43:24.038,2019-05-19 08:43:53.827
IN_VEHICLE,2019-05-19 08:43:53.827,2019-05-19 08:48:36.649
IN_VEHICLE,2019-05-19 08:48:36.649,2019-05-19 08:50:22.222
IN_VEHICLE,2019-05-19 08:50:22.222,2019-05-19 09:32:23.844
IN_VEHICLE,2019-05-19 09:32:23.844,2019-05-19 09:32:54.618
IN_VEHICLE,2019-05-19 09:32:54.618,2019-05-19 09:45:28.001
IN_VEHICLE,2019-05-19 09:45:28.001,2019-05-19 09:49:04.856
WALKING,2019-05-19 09:49:04.856,2019-05-19 09:50:36.399
STILL,2019-05-19 09:50:36.399,2019-05-19 09:52:01.900
WALKING,2019-05-19 09:52:01.900,2019-05-19 09:55:43.391
ON_BICYCLE,2019-05-19 09:55:43.391,2019-05-19 09:58:41.115
STILL,2019-05-19 09:58:41.115,2019-05-19 09:59:27.671
WALKING,2019-05-19 09:59:27.671,2019-05-19 10:00:15.145
IN_VEHICLE,2019-05-19 10:00:15.145,2019-05-19 10:16:41.504
STILL,2019-05-19 10:16:41.504,2019-05-19 11:03:07.283
WALKING,2019-05-19 11:03:07.283,2019-05-19 11:32:16.075
STILL,2019-05-19 11:32:16.075,2019-05-20 00:00:00.000
STILL,2019-05-20 00:00:00.000,2019-05-20 01:28:55.131
WALKING,2019-05-20 01:28:55.131,2019-05-20 01:30:35.979
ON_BICYCLE,2019-05-20 01:30:35.979,2019-05-20 01:35:08.254
STILL,2019-05-20 01:35:08.254,2019-05-20 02:44:52.679
WALKING,2019-05-20 02:44:52.679,2019-05-20 02:56:36.731
STILL,2019-05-20 02:56:36.731,2019-05-20 02:58:08.340
WALKING,2019-05-20 02:58:08.340,2019-05-20 02:59:36.561
STILL,2019-05-20 02:59:36.561,2019-05-20 03:28:17.131
WALKING,2019-05-20 03:28:17.131,2019-05-20 03:35:48.628
STILL,2019-05-20 03:35:48.628,2019-05-20 10:17:18.420
WALKING,2019-05-20 10:17:18.420,2019-05-20 10:18:26.446
STILL,2019-05-20 10:18:26.446,2019-05-20 10:24:16.152
WALKING,2019-05-20 10:24:16.152,2019-05-20 10:35:59.553
STILL,2019-05-20 10:35:59.553,2019-05-20 15:14:07.927
WALKING,2019-05-20 15:14:07.927,2019-05-20 15:16:03.414
STILL,2019-05-20 15:16:03.414,2019-05-20 16:30:52.192
WALKING,2019-05-20 16:30:52.192,2019-05-20 16:49:41.821
STILL,2019-05-20 16:49:41.821,2019-05-20 23:59:07.231
WALKING,2019-05-20 23:59:07.231,2019-05-21 00:00:00.000
WALKING,2019-05-21 00:00:00.000,2019-05-21 00:00:53.784
ON_BICYCLE,2019-05-21 00:00:53.784,2019-05-21 00:05:01.368
WALKING,2019-05-21 00:05:01.368,2019-05-21 00:06:17.202
STILL,2019-05-21 00:06:17.202,2019-05-21 00:50:54.849
IN_VEHICLE,2019-05-21 00:50:54.849,2019-05-21 01:02:37.085
STILL,2019-05-21 01:02:37.085,2019-05-21 01:38:59.064
STILL,2019-05-21 01:38:59.064,2019-05-21 02:50:28.995
WALKING,2019-05-21 02:50:28.995,2019-05-21 02:51:58.973
IN_VEHICLE,2019-05-21 02:51:58.973,2019-05-21 02:53:12.746
WALKING,2019-05-21 02:53:12.746,2019-05-21 03:02:14.009
STILL,2019-05-21 03:02:14.009,2019-05-21 06:54:20.817
WALKING,2019-05-21 06:54:20.817,2019-05-21 06:59:20.784
STILL,2019-05-21 06:59:20.784,2019-05-21 08:20:52.431
WALKING,2019-05-21 08:20:52.431,2019-05-21 08:59:41.693
STILL,2019-05-21 08:59:41.693,2019-05-21 09:49:17.258
WALKING,2019-05-21 09:49:17.258,2019-05-21 10:21:08.365
STILL,2019-05-21 10:21:08.365,2019-05-21 10:21:40.752
WALKING,2019-05-21 10:21:40.752,2019-05-21 10:22:47.489
STILL,2019-05-21 10:22:47.489,2019-05-21 10:28:33.537
WALKING,2019-05-21 10:28:33.537,2019-05-21 10:29:31.246
STILL,2019-05-21 10:29:31.246,2019-05-21 11:08:23.253
WALKING,2019-05-21 11:08:23.253,2019-05-21 11:09:07.739
STILL,2019-05-21 11:09:07.739,2019-05-21 13:15:57.073
WALKING,2019-05-21 13:15:57.073,2019-05-21 13:19:49.045
STILL,2019-05-21 13:19:49.045,2019-05-21 13:20:53.332
WALKING,2019-05-21 13:20:53.332,2019-05-21 13:24:30.592
STILL,2019-05-21 13:24:30.592,2019-05-21 14:30:37.739
WALKING,2019-05-21 14:30:37.739,2019-05-21 14:41:53.490
STILL,2019-05-21 14:41:53.490,2019-05-22 00:00:00.000
STILL,2019-05-22 00:00:00.000,2019-05-22 01:19:23.797
WALKING,2019-05-22 01:19:23.797,2019-05-22 01:22:40.821
ON_BICYCLE,2019-05-22 01:22:40.821,2019-05-22 01:26:01.842
WALKING,2019-05-22 01:26:01.842,2019-05-22 01:27:24.884
STILL,2019-05-22 01:27:24.884,2019-05-22 01:29:35.006
WALKING,2019-05-22 01:29:35.006,2019-05-22 01:31:20.284
