actionType,start_time,end_time
STILL,2019-05-16 00:00:00.000,2019-05-16 01:07:46.075
WALKING,2019-05-16 01:07:46.075,2019-05-16 01:09:49.275
STILL,2019-05-16 01:09:49.275,2019-05-16 01:10:17.732
WALKING,2019-05-16 01:10:17.732,2019-05-16 01:17:19.851
STILL,2019-05-16 01:17:19.851,2019-05-16 02:19:30.805
IN_VEHICLE,2019-05-16 02:19:30.805,2019-05-16 02:32:56.110
STILL,2019-05-16 02:32:56.110,2019-05-16 02:39:09.088
WALKING,2019-05-16 02:39:09.088,2019-05-16 02:48:15.260
STILL,2019-05-16 02:48:15.260,2019-05-16 03:25:34.367
WALKING,2019-05-16 03:25:34.367,2019-05-16 03:28:47.585
STILL,2019-05-16 03:28:47.585,2019-05-16 03:35:36.239
WALKING,2019-05-16 03:35:36.239,2019-05-16 03:36:05.835
STILL,2019-05-16 03:36:05.835,2019-05-16 04:01:41.345
WALKING,2019-05-16 04:01:41.345,2019-05-16 04:02:14.951
STILL,2019-05-16 04:02:14.951,2019-05-16 04:02:53.130
WALKING,2019-05-16 04:02:53.130,2019-05-16 04:06:13.160
STILL,2019-05-16 04:06:13.160,2019-05-16 04:22:30.539
WALKING,2019-05-16 04:22:30.539,2019-05-16 04:29:39.969
STILL,2019-05-16 04:29:39.969,2019-05-16 05:11:36.435
WALKING,2019-05-16 05:11:36.435,2019-05-16 05:12:11.640
STILL,2019-05-16 05:12:11.640,2019-05-16 05:19:26.088
WALKING,2019-05-16 05:19:26.088,2019-05-16 05:19:57.083
STILL,2019-05-16 05:19:57.083,2019-05-16 07:53:36.318
WALKING,2019-05-16 07:53:36.318,2019-05-16 07:55:07.294
STILL,2019-05-16 07:55:07.294,2019-05-16 09:17:26.317
WALKING,2019-05-16 09:17:26.317,2019-05-16 09:18:03.220
STILL,2019-05-16 09:18:03.220,2019-05-16 10:05:35.543
WALKING,2019-05-16 10:05:35.543,2019-05-16 10:08:59.333
STILL,2019-05-16 10:08:59.333,2019-05-16 10:24:15.424
WALKING,2019-05-16 10:24:15.424,2019-05-16 10:29:47.064
STILL,2019-05-16 10:29:47.064,2019-05-16 12:23:00.955
WALKING,2019-05-16 12:23:00.955,2019-05-16 12:23:41.966
STILL,2019-05-16 12:23:41.966,2019-05-16 14:34:46.516
WALKING,2019-05-16 14:34:46.516,2019-05-16 14:35:17.008
STILL,2019-05-16 14:35:17.008,2019-05-17 00:00:00.000
STILL,2019-05-17 00:00:00.000,2019-05-17 01:19:58.794
WALKING,2019-05-17 01:19:58.794,2019-05-17 01:24:32.033
STILL,2019-05-17 01:24:32.033,2019-05-17 01:40:22.629
WALKING,2019-05-17 01:40:22.629,2019-05-17 01:43:44.285
STILL,2019-05-17 01:43:44.285,2019-05-17 01:55:40.351
IN_VEHICLE,2019-05-17 01:55:40.351,2019-05-17 01:57:33.733
WALKING,2019-05-17 01:57:33.733,2019-05-17 01:58:37.377
STILL,2019-05-17 01:58:37.377,2019-05-17 02:59:25.084
WALKING,2019-05-17 02:59:25.084,2019-05-17 03:00:48.279
STILL,2019-05-17 03:00:48.279,2019-05-17 03:15:29.246
WALKING,2019-05-17 03:15:29.246,2019-05-17 03:22:15.547
STILL,2019-05-17 03:22:15.547,2019-05-17 04:23:35.860
WALKING,2019-05-17 04:23:35.860,2019-05-17 04:30:14.469
STILL,2019-05-17 04:30:14.469,2019-05-17 04:42:31.180
WALKING,2019-05-17 04:42:31.180,2019-05-17 04:49:19.998
STILL,2019-05-17 04:49:19.998,2019-05-17 04:49:56.341
WALKING,2019-05-17 04:49:56.341,2019-05-17 04:50:40.985
STILL,2019-05-17 04:50:40.985,2019-05-17 04:59:27.686
WALKING,2019-05-17 04:59:27.686,2019-05-17 05:01:03.668
STILL,2019-05-17 05:01:03.668,2019-05-17 06:44:04.554
WALKING,2019-05-17 06:44:04.554,2019-05-17 06:50:48.735
STILL,2019-05-17 06:50:48.735,2019-05-17 07:14:09.454
WALKING,2019-05-17 07:14:09.454,2019-05-17 07:14:59.361
STILL,2019-05-17 07:14:59.361,2019-05-17 09:59:19.636
WALKING,2019-05-17 09:59:19.636,2019-05-17 10:02:14.560
STILL,2019-05-17 10:02:14.560,2019-05-17 10:11:58.633
WALKING,2019-05-17 10:11:58.633,2019-05-17 10:15:25.451
STILL,2019-05-17 10:15:25.451,2019-05-17 10:46:46.378
WALKING,2019-05-17 10:46:46.378,2019-05-17 10:59:17.115
STILL,2019-05-17 10:59:17.115,2019-05-17 11:55:19.161
WALKING,2019-05-17 11:55:19.161,2019-05-17 12:11:22.016
STILL,2019-05-17 12:11:22.016,2019-05-17 13:45:32.504
WALKING,2019-05-17 13:45:32.504,2019-05-17 13:46:49.113
STILL,2019-05-17 13:46:49.113,2019-05-18 00:00:00.000
STILL,2019-05-18 00:00:00.000,2019-05-18 02:34:00.439
WALKING,2019-05-18 02:34:00.439,2019-05-18 02:35:01.993
STILL,2019-05-18 02:35:01.993,2019-05-18 02:57:39.741
WALKING,2019-05-18 02:57:39.741,2019-05-18 03:01:27.093
STILL,2019-05-18 03:01:27.093,2019-05-18 03:16:53.174
WALKING,2019-05-18 03:16:53.174,2019-05-18 03:20:35.376
STILL,2019-05-18 03:20:35.376,2019-05-18 03:20:48.450
WALKING,2019-05-18 03:20:48.450,2019-05-18 03:21:46.398
STILL,2019-05-18 03:21:46.398,2019-05-18 03:33:14.948
WALKING,2019-05-18 03:33:14.948,2019-05-18 03:38:41.426
STILL,2019-05-18 03:38:41.426,2019-05-18 07:00:29.987
WALKING,2019-05-18 07:00:29.987,2019-05-18 07:02:45.238
STILL,2019-05-18 07:02:45.238,2019-05-18 08:31:00.487
WALKING,2019-05-18 08:31:00.487,2019-05-18 08:32:29.482
STILL,2019-05-18 08:32:29.482,2019-05-18 08:38:49.471
WALKING,2019-05-18 08:38:49.471,2019-05-18 08:39:20.400
STILL,2019-05-18 08:39:20.400,2019-05-18 08:47:54.886
WALKING,2019-05-18 08:47:54.886,2019-05-18 08:48:56.957
STILL,2019-05-18 08:48:56.957,2019-05-18 09:09:19.898
WALKING,2019-05-18 09:09:19.898,2019-05-18 09:10:34.953
STILL,2019-05-18 09:10:34.953,2019-05-18 09:13:55.054
WALKING,2019-05-18 09:13:55.054,2019-05-18 09:15:00.128
STILL,2019-05-18 09:15:00.128,2019-05-19 00:00:00.000
STILL,2019-05-19 00:00:00.000,2019-05-19 02:32:15.621
IN_VEHICLE,2019-05-19 02:32:15.621,2019-05-19 02:47:58.464
STILL,2019-05-19 02:47:58.464,2019-05-19 04:05:27.057
WALKING,2019-05-19 04:05:27.057,2019-05-19 04:11:44.636
STILL,2019-05-19 04:11:44.636,2019-05-19 04:46:35.019
WALKING,2019-05-19 04:46:35.019,2019-05-19 04:47:22.668
STILL,2019-05-19 04:47:22.668,2019-05-19 06:52:17.627
WALKING,2019-05-19 06:52:17.627,2019-05-19 06:53:01.425
STILL,2019-05-19 06:53:01.425,2019-05-19 09:32:30.288
WALKING,2019-05-19 09:32:30.288,2019-05-19 09:34:38.708
STILL,2019-05-19 09:34:38.708,2019-05-19 09:35:25.819
WALKING,2019-05-19 09:35:25.819,2019-05-19 09:41:51.047
STILL,2019-05-19 09:41:51.047,2019-05-19 09:45:10.787
WALKING,2019-05-19 09:45:10.787,2019-05-19 09:50:18.312
STILL,2019-05-19 09:50:18.312,2019-05-19 13:50:43.648
WALKING,2019-05-19 13:50:43.648,2019-05-19 13:51:26.843
STILL,2019-05-19 13:51:26.843,2019-05-19 15:06:27.059
WALKING,2019-05-19 15:06:27.059,2019-05-19 15:07:35.112
STILL,2019-05-19 15:07:35.112,2019-05-20 00:00:00.000
STILL,2019-05-20 00:00:00.000,2019-05-20 00:51:18.512
WALKING,2019-05-20 00:51:18.512,2019-05-20 00:51:50.030
IN_VEHICLE,2019-05-20 00:51:50.030,2019-05-20 01:07:04.130
STILL,2019-05-20 01:07:04.130,2019-05-20 01:08:19.260
WALKING,2019-05-20 01:08:19.260,2019-05-20 01:26:46.481
STILL,2019-05-20 01:26:46.481,2019-05-20 02:46:30.510
WALKING,2019-05-20 02:46:30.510,2019-05-20 03:00:33.827
STILL,2019-05-20 03:00:33.827,2019-05-20 03:34:51.297
WALKING,2019-05-20 03:34:51.297,2019-05-20 03:37:59.668
STILL,2019-05-20 03:37:59.668,2019-05-20 03:49:42.277
WALKING,2019-05-20 03:49:42.277,2019-05-20 03:57:43.070
STILL,2019-05-20 03:57:43.070,2019-05-20 05:18:24.589
WALKING,2019-05-20 05:18:24.589,2019-05-20 05:25:42.504
STILL,2019-05-20 05:25:42.504,2019-05-20 05:26:21.938
WALKING,2019-05-20 05:26:21.938,2019-05-20 05:28:06.302
STILL,2019-05-20 05:28:06.302,2019-05-20 06:42:31.045
WALKING,2019-05-20 06:42:31.045,2019-05-20 06:47:59.486
STILL,2019-05-20 06:47:59.486,2019-05-20 08:17:36.444
WALKING,2019-05-20 08:17:36.444,2019-05-20 08:28:54.890
STILL,2019-05-20 08:28:54.890,2019-05-20 08:43:14.792
WALKING,2019-05-20 08:43:14.792,2019-05-20 08:46:18.062
STILL,2019-05-20 08:46:18.062,2019-05-20 08:46:45.152
WALKING,2019-05-20 08:46:45.152,2019-05-20 08:48:51.388
STILL,2019-05-20 08:48:51.388,2019-05-20 08:51:26.869
WALKING,2019-05-20 08:51:26.869,2019-05-20 08:52:43.160
STILL,2019-05-20 08:52:43.160,2019-05-20 16:02:48.577
IN_VEHICLE,2019-05-20 16:02:48.577,2019-05-20 16:16:22.795
STILL,2019-05-20 16:16:22.795,2019-05-20 16:51:50.571
IN_VEHICLE,2019-05-20 16:51:50.571,2019-05-20 17:05:22.011
