actionType,start_time,end_time
STILL,2019-05-16 00:00:00.000,2019-05-16 02:58:42.772
WALKING,2019-05-16 02:58:42.772,2019-05-16 03:16:25.606
STILL,2019-05-16 03:16:25.606,2019-05-16 03:42:16.308
WALKING,2019-05-16 03:42:16.308,2019-05-16 04:37:47.648
STILL,2019-05-16 04:37:47.648,2019-05-16 04:51:32.906
WALKING,2019-05-16 04:51:32.906,2019-05-16 04:52:57.959
STILL,2019-05-16 04:52:57.959,2019-05-16 04:57:43.422
WALKING,2019-05-16 04:57:43.422,2019-05-16 05:02:32.972
STILL,2019-05-16 05:02:32.972,2019-05-16 05:03:03.492
WALKING,2019-05-16 05:03:03.492,2019-05-16 05:08:34.901
STILL,2019-05-16 05:08:34.901,2019-05-16 05:25:20.976
WALKING,2019-05-16 05:25:20.976,2019-05-16 05:31:45.219
STILL,2019-05-16 05:31:45.219,2019-05-16 06:54:17.192
WALKING,2019-05-16 06:54:17.192,2019-05-16 07:04:43.852
STILL,2019-05-16 07:04:43.852,2019-05-16 07:38:08.202
WALKING,2019-05-16 07:38:08.202,2019-05-16 07:57:12.862
STILL,2019-05-16 07:57:12.862,2019-05-16 08:24:53.840
WALKING,2019-05-16 08:24:53.840,2019-05-16 08:52:40.931
STILL,2019-05-16 08:52:40.931,2019-05-16 09:53:16.475
WALKING,2019-05-16 09:53:16.475,2019-05-16 09:55:00.022
STILL,2019-05-16 09:55:00.022,2019-05-16 09:56:23.307
WALKING,2019-05-16 09:56:23.307,2019-05-16 10:19:13.562
STILL,2019-05-16 10:19:13.562,2019-05-16 10:38:50.501
WALKING,2019-05-16 10:38:50.501,2019-05-16 10:42:34.465
STILL,2019-05-16 10:42:34.465,2019-05-16 10:43:33.002
WALKING,2019-05-16 10:43:33.002,2019-05-16 11:04:35.652
STILL,2019-05-16 11:04:35.652,2019-05-16 11:04:58.617
WALKING,2019-05-16 11:04:58.617,2019-05-16 11:10:40.922
STILL,2019-05-16 11:10:40.922,2019-05-16 11:11:15.975
WALKING,2019-05-16 11:11:15.975,2019-05-16 11:41:40.746
STILL,2019-05-16 11:41:40.746,2019-05-16 11:54:29.050
WALKING,2019-05-16 11:54:29.050,2019-05-16 12:14:25.896
STILL,2019-05-16 12:14:25.896,2019-05-16 12:19:12.182
WALKING,2019-05-16 12:19:12.182,2019-05-16 12:32:32.171
STILL,2019-05-16 12:32:32.171,2019-05-16 12:33:14.225
IN_VEHICLE,2019-05-16 12:33:14.225,2019-05-16 13:15:24.495
STILL,2019-05-16 13:15:24.495,2019-05-16 13:57:16.509
WALKING,2019-05-16 13:57:16.509,2019-05-16 14:30:22.848
STILL,2019-05-16 14:30:22.848,2019-05-16 14:34:15.116
WALKING,2019-05-16 14:34:15.116,2019-05-16 14:51:25.778
STILL,2019-05-16 14:51:25.778,2019-05-16 15:03:36.797
ON_BICYCLE,2019-05-16 15:03:36.797,2019-05-16 15:04:22.043
STILL,2019-05-16 15:04:22.043,2019-05-16 15:56:03.163
IN_VEHICLE,2019-05-16 15:56:03.163,2019-05-16 16:04:39.801
WALKING,2019-05-16 16:04:39.801,2019-05-16 16:06:14.011
RUNNING,2019-05-16 16:06:14.011,2019-05-16 16:06:39.704
IN_VEHICLE,2019-05-16 16:06:39.704,2019-05-16 16:15:08.808
WALKING,2019-05-16 16:15:08.808,2019-05-16 16:28:26.393
STILL,2019-05-16 16:28:26.393,2019-05-16 18:19:18.361
WALKING,2019-05-16 18:19:18.361,2019-05-16 18:39:50.816
STILL,2019-05-16 18:39:50.816,2019-05-17 00:00:00.000
STILL,2019-05-17 00:00:00.000,2019-05-17 00:45:01.682
IN_VEHICLE,2019-05-17 00:45:01.682,2019-05-17 00:52:46.476
RUNNING,2019-05-17 00:52:46.476,2019-05-17 01:03:25.539
STILL,2019-05-17 01:03:25.539,2019-05-17 01:54:40.664
WALKING,2019-05-17 01:54:40.664,2019-05-17 02:05:22.419
STILL,2019-05-17 02:05:22.419,2019-05-17 02:35:55.699
WALKING,2019-05-17 02:35:55.699,2019-05-17 02:46:21.214
STILL,2019-05-17 02:46:21.214,2019-05-17 03:27:19.204
WALKING,2019-05-17 03:27:19.204,2019-05-17 03:30:46.137
STILL,2019-05-17 03:30:46.137,2019-05-17 04:00:26.710
WALKING,2019-05-17 04:00:26.710,2019-05-17 04:09:07.367
STILL,2019-05-17 04:09:07.367,2019-05-17 04:21:33.135
WALKING,2019-05-17 04:21:33.135,2019-05-17 04:28:06.569
STILL,2019-05-17 04:28:06.569,2019-05-17 04:46:33.362
WALKING,2019-05-17 04:46:33.362,2019-05-17 04:56:25.849
STILL,2019-05-17 04:56:25.849,2019-05-17 08:23:05.853
WALKING,2019-05-17 08:23:05.853,2019-05-17 08:51:09.135
STILL,2019-05-17 08:51:09.135,2019-05-17 09:22:29.304
WALKING,2019-05-17 09:22:29.304,2019-05-17 09:34:17.882
STILL,2019-05-17 09:34:17.882,2019-05-17 09:49:17.391
WALKING,2019-05-17 09:49:17.391,2019-05-17 10:08:17.154
STILL,2019-05-17 10:08:17.154,2019-05-17 10:14:11.543
WALKING,2019-05-17 10:14:11.543,2019-05-17 10:15:48.856
STILL,2019-05-17 10:15:48.856,2019-05-17 10:30:24.136
WALKING,2019-05-17 10:30:24.136,2019-05-17 10:39:39.254
STILL,2019-05-17 10:39:39.254,2019-05-17 10:41:49.836
WALKING,2019-05-17 10:41:49.836,2019-05-17 10:52:52.239
STILL,2019-05-17 10:52:52.239,2019-05-17 11:25:24.892
WALKING,2019-05-17 11:25:24.892,2019-05-17 11:28:30.529
STILL,2019-05-17 11:28:30.529,2019-05-17 12:15:15.224
IN_VEHICLE,2019-05-17 12:15:15.224,2019-05-17 12:29:58.264
WALKING,2019-05-17 12:29:58.264,2019-05-17 12:40:43.251
STILL,2019-05-17 12:40:43.251,2019-05-17 12:44:53.513
WALKING,2019-05-17 12:44:53.513,2019-05-17 13:07:02.204
STILL,2019-05-17 13:07:02.204,2019-05-17 13:08:08.888
WALKING,2019-05-17 13:08:08.888,2019-05-17 13:28:35.071
STILL,2019-05-17 13:28:35.071,2019-05-18 00:00:00.000
STILL,2019-05-18 00:00:00.000,2019-05-18 02:21:47.537
WALKING,2019-05-18 02:21:47.537,2019-05-18 02:28:33.829
IN_VEHICLE,2019-05-18 02:28:33.829,2019-05-18 02:37:01.108
WALKING,2019-05-18 02:37:01.108,2019-05-18 03:07:41.712
STILL,2019-05-18 03:07:41.712,2019-05-18 05:22:44.953
WALKING,2019-05-18 05:22:44.953,2019-05-18 05:39:27.253
STILL,2019-05-18 05:39:27.253,2019-05-18 07:12:53.216
RUNNING,2019-05-18 07:12:53.216,2019-05-18 07:14:48.871
STILL,2019-05-18 07:14:48.871,2019-05-18 08:10:55.848
WALKING,2019-05-18 08:10:55.848,2019-05-18 08:28:01.004
STILL,2019-05-18 08:28:01.004,2019-05-18 08:41:06.721
WALKING,2019-05-18 08:41:06.721,2019-05-18 09:01:30.797
STILL,2019-05-18 09:01:30.797,2019-05-18 09:01:53.763
WALKING,2019-05-18 09:01:53.763,2019-05-18 09:19:09.293
STILL,2019-05-18 09:19:09.293,2019-05-18 09:58:57.371
WALKING,2019-05-18 09:58:57.371,2019-05-18 10:23:49.356
ON_BICYCLE,2019-05-18 10:23:49.356,2019-05-18 10:32:42.292
WALKING,2019-05-18 10:32:42.292,2019-05-18 10:47:53.166
ON_BICYCLE,2019-05-18 10:47:53.166,2019-05-18 11:04:47.957
STILL,2019-05-18 11:04:47.957,2019-05-18 11:06:02.504
IN_VEHICLE,2019-05-18 11:06:02.504,2019-05-18 11:09:32.510
WALKING,2019-05-18 11:09:32.510,2019-05-18 11:20:25.591
STILL,2019-05-18 11:20:25.591,2019-05-18 13:41:37.462
WALKING,2019-05-18 13:41:37.462,2019-05-18 14:05:59.058
STILL,2019-05-18 14:05:59.058,2019-05-18 14:12:06.675
ON_BICYCLE,2019-05-18 14:12:06.675,2019-05-18 14:16:05.585
IN_VEHICLE,2019-05-18 14:16:05.585,2019-05-18 14:16:53.598
ON_BICYCLE,2019-05-18 14:16:53.598,2019-05-18 14:23:33.630
WALKING,2019-05-18 14:23:33.630,2019-05-18 14:41:34.359
STILL,2019-05-18 14:41:34.359,2019-05-19 00:00:00.000
STILL,2019-05-19 00:00:00.000,2019-05-19 03:25:42.385
WALKING,2019-05-19 03:25:42.385,2019-05-19 03:30:46.043
STILL,2019-05-19 03:30:46.043,2019-05-19 03:33:12.332
IN_VEHICLE,2019-05-19 03:33:12.332,2019-05-19 03:40:24.407
WALKING,2019-05-19 03:40:24.407,2019-05-19 03:50:01.097
STILL,2019-05-19 03:50:01.097,2019-05-19 04:53:32.570
WALKING,2019-05-19 04:53:32.570,2019-05-19 05:00:59.829
STILL,2019-05-19 05:00:59.829,2019-05-19 05:20:28.690
WALKING,2019-05-19 05:20:28.690,2019-05-19 05:29:08.152
STILL,2019-05-19 05:29:08.152,2019-05-19 06:02:37.313
WALKING,2019-05-19 06:02:37.313,2019-05-19 06:12:34.313
STILL,2019-05-19 06:12:34.313,2019-05-19 07:25:57.859
WALKING,2019-05-19 07:25:57.859,2019-05-19 07:27:26.725
STILL,2019-05-19 07:27:26.725,2019-05-19 07:33:20.874
WALKING,2019-05-19 07:33:20.874,2019-05-19 07:43:59.650
STILL,2019-05-19 07:43:59.650,2019-05-19 08:52:45.197
IN_VEHICLE,2019-05-19 08:52:45.197,2019-05-19 09:00:36.568
WALKING,2019-05-19 09:00:36.568,2019-05-19 09:07:03.024
STILL,2019-05-19 09:07:03.024,2019-05-20 00:00:00.000
STILL,2019-05-20 00:00:00.000,2019-05-20 01:07:50.218
WALKING,2019-05-20 01:07:50.218,2019-05-20 01:09:28.593
IN_VEHICLE,2019-05-20 01:09:28.593,2019-05-20 01:15:05.812
WALKING,2019-05-20 01:15:05.812,2019-05-20 01:31:37.088
STILL,2019-05-20 01:31:37.088,2019-05-20 03:10:58.705
WALKING,2019-05-20 03:10:58.705,2019-05-20 03:31:36.557
STILL,2019-05-20 03:31:36.557,2019-05-20 03:47:51.139
WALKING,2019-05-20 03:47:51.139,2019-05-20 04:24:10.562
STILL,2019-05-20 04:24:10.562,2019-05-20 04:27:50.670
WALKING,2019-05-20 04:27:50.670,2019-05-20 04:29:12.957
STILL,2019-05-20 04:29:12.957,2019-05-20 07:32:17.694
WALKING,2019-05-20 07:32:17.694,2019-05-20 07:33:24.475
STILL,2019-05-20 07:33:24.475,2019-05-20 07:34:33.426
WALKING,2019-05-20 07:34:33.426,2019-05-20 07:45:22.333
STILL,2019-05-20 07:45:22.333,2019-05-20 08:53:31.515
WALKING,2019-05-20 08:53:31.515,2019-05-20 09:24:14.324
STILL,2019-05-20 09:24:14.324,2019-05-20 09:56:17.780
WALKING,2019-05-20 09:56:17.780,2019-05-20 10:06:49.678
STILL,2019-05-20 10:06:49.678,2019-05-20 10:49:42.916
WALKING,2019-05-20 10:49:42.916,2019-05-20 11:12:27.205
STILL,2019-05-20 11:12:27.205,2019-05-20 11:53:47.038
WALKING,2019-05-20 11:53:47.038,2019-05-20 12:16:04.552
STILL,2019-05-20 12:16:04.552,2019-05-20 12:33:22.458
WALKING,2019-05-20 12:33:22.458,2019-05-20 12:43:07.227
STILL,2019-05-20 12:43:07.227,2019-05-20 12:45:44.686
WALKING,2019-05-20 12:45:44.686,2019-05-20 13:00:06.911
STILL,2019-05-20 13:00:06.911,2019-05-20 13:02:52.094
WALKING,2019-05-20 13:02:52.094,2019-05-20 13:04:43.512
STILL,2019-05-20 13:04:43.512,2019-05-20 13:48:54.971
WALKING,2019-05-20 13:48:54.971,2019-05-20 13:52:35.979
STILL,2019-05-20 13:52:35.979,2019-05-20 13:54:21.439
WALKING,2019-05-20 13:54:21.439,2019-05-20 14:04:12.685
STILL,2019-05-20 14:04:12.685,2019-05-20 14:04:51.902
WALKING,2019-05-20 14:04:51.902,2019-05-20 14:15:24.995
STILL,2019-05-20 14:15:24.995,2019-05-20 14:25:12.340
WALKING,2019-05-20 14:25:12.340,2019-05-20 14:28:38.951
STILL,2019-05-20 14:28:38.951,2019-05-20 15:09:40.260
WALKING,2019-05-20 15:09:40.260,2019-05-20 15:10:22.967
STILL,2019-05-20 15:10:22.967,2019-05-20 18:03:44.408
WALKING,2019-05-20 18:03:44.408,2019-05-20 18:29:37.020
STILL,2019-05-20 18:29:37.020,2019-05-21 00:00:00.000
STILL,2019-05-21 00:00:00.000,2019-05-21 01:21:06.466
IN_VEHICLE,2019-05-21 01:21:06.466,2019-05-21 01:38:05.684
STILL,2019-05-21 01:38:05.684,2019-05-21 02:48:48.222
WALKING,2019-05-21 02:48:48.222,2019-05-21 02:59:11.873
STILL,2019-05-21 02:59:11.873,2019-05-21 03:18:41.206
WALKING,2019-05-21 03:18:41.206,2019-05-21 03:28:49.081
STILL,2019-05-21 03:28:49.081,2019-05-21 03:34:15.848
WALKING,2019-05-21 03:34:15.848,2019-05-21 03:38:42.588
STILL,2019-05-21 03:38:42.588,2019-05-21 03:39:42.173
WALKING,2019-05-21 03:39:42.173,2019-05-21 03:41:32.703
STILL,2019-05-21 03:41:32.703,2019-05-21 03:42:14.083
WALKING,2019-05-21 03:42:14.083,2019-05-21 03:50:46.188
RUNNING,2019-05-21 03:50:46.188,2019-05-21 04:01:08.283
STILL,2019-05-21 04:01:08.283,2019-05-21 04:12:21.758
WALKING,2019-05-21 04:12:21.758,2019-05-21 04:45:26.435
STILL,2019-05-21 04:45:26.435,2019-05-21 05:36:38.955
WALKING,2019-05-21 05:36:38.955,2019-05-21 05:46:14.930
STILL,2019-05-21 05:46:14.930,2019-05-21 06:52:32.252
WALKING,2019-05-21 06:52:32.252,2019-05-21 06:59:21.832
STILL,2019-05-21 06:59:21.832,2019-05-21 07:10:23.998
WALKING,2019-05-21 07:10:23.998,2019-05-21 07:27:41.276
