actionType,start_time,end_time
STILL,2019-05-08 00:00:00.000,2019-05-08 01:14:59.576
WALKING,2019-05-08 01:14:59.576,2019-05-08 01:20:01.013
WALKING,2019-05-08 01:20:01.013,2019-05-08 01:23:32.042
STILL,2019-05-08 01:23:32.042,2019-05-08 01:25:36.888
WALKING,2019-05-08 01:25:36.888,2019-05-08 01:26:48.926
STILL,2019-05-08 01:26:48.926,2019-05-08 01:30:16.516
STILL,2019-05-08 01:30:16.516,2019-05-08 01:32:08.790
WALKING,2019-05-08 01:32:08.790,2019-05-08 01:34:05.555
STILL,2019-05-08 01:34:05.555,2019-05-08 02:50:54.405
WALKING,2019-05-08 02:50:54.405,2019-05-08 03:05:53.128
WALKING,2019-05-08 03:05:53.128,2019-05-08 03:07:30.998
STILL,2019-05-08 03:07:30.998,2019-05-08 03:10:02.889
WALKING,2019-05-08 03:10:02.889,2019-05-08 03:12:07.255
STILL,2019-05-08 03:12:07.255,2019-05-08 03:14:54.319
STILL,2019-05-08 03:14:54.319,2019-05-08 03:25:43.271
WALKING,2019-05-08 03:25:43.271,2019-05-08 03:27:13.899
STILL,2019-05-08 03:27:13.899,2019-05-08 03:38:53.438
WALKING,2019-05-08 03:38:53.438,2019-05-08 03:46:31.601
STILL,2019-05-08 03:46:31.601,2019-05-08 04:00:13.481
WALKING,2019-05-08 04:00:13.481,2019-05-08 04:01:26.120
IN_VEHICLE,2019-05-08 04:01:26.120,2019-05-08 04:02:04.216
WALKING,2019-05-08 04:02:04.216,2019-05-08 04:04:05.389
WALKING,2019-05-08 04:04:05.389,2019-05-08 04:05:36.923
STILL,2019-05-08 04:05:36.923,2019-05-08 04:06:09.118
STILL,2019-05-08 04:06:09.118,2019-05-08 04:09:24.606
ON_BICYCLE,2019-05-08 04:09:24.606,2019-05-08 04:11:53.979
STILL,2019-05-08 04:11:53.979,2019-05-08 04:13:51.615
ON_BICYCLE,2019-05-08 04:13:51.615,2019-05-08 04:15:51.544
WALKING,2019-05-08 04:15:51.544,2019-05-08 04:19:05.026
ON_BICYCLE,2019-05-08 04:19:05.026,2019-05-08 04:19:20.277
IN_VEHICLE,2019-05-08 04:19:20.277,2019-05-08 04:41:49.434
WALKING,2019-05-08 04:41:49.434,2019-05-08 04:43:14.532
STILL,2019-05-08 04:43:14.532,2019-05-08 04:43:49.758
WALKING,2019-05-08 04:43:49.758,2019-05-08 04:44:33.384
ON_BICYCLE,2019-05-08 04:44:33.384,2019-05-08 04:47:06.520
WALKING,2019-05-08 04:47:06.520,2019-05-08 04:47:37.080
ON_BICYCLE,2019-05-08 04:47:37.080,2019-05-08 04:50:24.856
WALKING,2019-05-08 04:50:24.856,2019-05-08 04:50:40.209
ON_BICYCLE,2019-05-08 04:50:40.209,2019-05-08 04:51:41.163
WALKING,2019-05-08 04:51:41.163,2019-05-08 04:51:56.369
ON_BICYCLE,2019-05-08 04:51:56.369,2019-05-08 04:58:19.832
IN_VEHICLE,2019-05-08 04:58:19.832,2019-05-08 04:59:05.656
ON_BICYCLE,2019-05-08 04:59:05.656,2019-05-08 05:17:41.940
WALKING,2019-05-08 05:17:41.940,2019-05-08 05:18:12.505
ON_BICYCLE,2019-05-08 05:18:12.505,2019-05-08 05:20:49.545
STILL,2019-05-08 05:20:49.545,2019-05-08 05:28:56.625
ON_BICYCLE,2019-05-08 05:28:56.625,2019-05-08 05:31:03.931
IN_VEHICLE,2019-05-08 05:31:03.931,2019-05-08 05:32:19.742
ON_BICYCLE,2019-05-08 05:32:19.742,2019-05-08 05:34:23.960
WALKING,2019-05-08 05:34:23.960,2019-05-08 05:34:39.227
ON_BICYCLE,2019-05-08 05:34:39.227,2019-05-08 05:38:03.439
WALKING,2019-05-08 05:38:03.439,2019-05-08 05:38:49.122
ON_BICYCLE,2019-05-08 05:38:49.122,2019-05-08 05:47:16.504
WALKING,2019-05-08 05:47:16.504,2019-05-08 05:48:02.443
ON_BICYCLE,2019-05-08 05:48:02.443,2019-05-08 06:28:32.569
WALKING,2019-05-08 06:28:32.569,2019-05-08 06:30:50.020
ON_BICYCLE,2019-05-08 06:30:50.020,2019-05-08 06:35:25.546
WALKING,2019-05-08 06:35:25.546,2019-05-08 06:38:33.239
STILL,2019-05-08 06:38:33.239,2019-05-08 07:01:26.714
WALKING,2019-05-08 07:01:26.714,2019-05-08 07:07:57.767
ON_BICYCLE,2019-05-08 07:07:57.767,2019-05-08 07:11:02.453
WALKING,2019-05-08 07:11:02.453,2019-05-08 07:11:33.290
ON_BICYCLE,2019-05-08 07:11:33.290,2019-05-08 07:16:24.888
WALKING,2019-05-08 07:16:24.888,2019-05-08 07:17:40.713
STILL,2019-05-08 07:17:40.713,2019-05-08 07:18:26.904
WALKING,2019-05-08 07:18:26.904,2019-05-08 07:22:00.373
STILL,2019-05-08 07:22:00.373,2019-05-08 07:25:46.955
WALKING,2019-05-08 07:25:46.955,2019-05-08 07:27:04.175
STILL,2019-05-08 07:27:04.175,2019-05-08 07:27:35.792
WALKING,2019-05-08 07:27:35.792,2019-05-08 07:28:24.047
STILL,2019-05-08 07:28:24.047,2019-05-08 07:36:37.383
IN_VEHICLE,2019-05-08 07:36:37.383,2019-05-08 07:51:51.452
STILL,2019-05-08 07:51:51.452,2019-05-08 08:47:25.704
WALKING,2019-05-08 08:47:25.704,2019-05-08 08:52:16.808
STILL,2019-05-08 08:52:16.808,2019-05-08 08:53:35.813
WALKING,2019-05-08 08:53:35.813,2019-05-08 08:55:27.468
WALKING,2019-05-08 08:55:27.468,2019-05-08 08:56:54.872
IN_VEHICLE,2019-05-08 08:56:54.872,2019-05-08 08:58:58.499
IN_VEHICLE,2019-05-08 08:58:58.499,2019-05-08 09:09:40.056
STILL,2019-05-08 09:09:40.056,2019-05-08 09:12:47.644
WALKING,2019-05-08 09:12:47.644,2019-05-08 09:15:45.526
WALKING,2019-05-08 09:15:45.526,2019-05-08 09:17:00.400
STILL,2019-05-08 09:17:00.400,2019-05-08 09:19:31.526
ON_BICYCLE,2019-05-08 09:19:31.526,2019-05-08 09:19:46.784
IN_VEHICLE,2019-05-08 09:19:46.784,2019-05-08 09:21:34.099
WALKING,2019-05-08 09:21:34.099,2019-05-08 09:23:47.314
STILL,2019-05-08 09:23:47.314,2019-05-08 09:49:08.203
WALKING,2019-05-08 09:49:08.203,2019-05-08 09:52:47.691
STILL,2019-05-08 09:52:47.691,2019-05-08 10:19:30.747
WALKING,2019-05-08 10:19:30.747,2019-05-08 10:24:25.798
STILL,2019-05-08 10:24:25.798,2019-05-08 10:58:35.994
WALKING,2019-05-08 10:58:35.994,2019-05-08 11:00:24.105
STILL,2019-05-08 11:00:24.105,2019-05-08 11:05:05.762
WALKING,2019-05-08 11:05:05.762,2019-05-08 11:13:29.550
STILL,2019-05-08 11:13:29.550,2019-05-08 11:18:52.138
IN_VEHICLE,2019-05-08 11:18:52.138,2019-05-08 11:24:22.656
WALKING,2019-05-08 11:24:22.656,2019-05-08 11:26:17.143
STILL,2019-05-08 11:26:17.143,2019-05-08 11:27:28.661
WALKING,2019-05-08 11:27:28.661,2019-05-08 11:30:03.572
STILL,2019-05-08 11:30:03.572,2019-05-08 12:07:19.591
WALKING,2019-05-08 12:07:19.591,2019-05-08 12:40:44.852
STILL,2019-05-08 12:40:44.852,2019-05-08 12:41:36.216
WALKING,2019-05-08 12:41:36.216,2019-05-08 12:55:57.417
STILL,2019-05-08 12:55:57.417,2019-05-08 13:07:48.926
WALKING,2019-05-08 13:07:48.926,2019-05-08 13:10:53.013
STILL,2019-05-08 13:10:53.013,2019-05-08 13:15:05.012
WALKING,2019-05-08 13:15:05.012,2019-05-08 13:17:21.313
IN_VEHICLE,2019-05-08 13:17:21.313,2019-05-08 13:19:26.700
WALKING,2019-05-08 13:19:26.700,2019-05-08 13:21:43.093
IN_VEHICLE,2019-05-08 13:21:43.093,2019-05-08 13:25:25.436
WALKING,2019-05-08 13:25:25.436,2019-05-08 13:26:52.290
STILL,2019-05-08 13:26:52.290,2019-05-08 17:24:04.100
IN_VEHICLE,2019-05-08 17:24:04.100,2019-05-08 17:34:13.644
STILL,2019-05-08 17:34:13.644,2019-05-08 18:37:38.534
IN_VEHICLE,2019-05-08 18:37:38.534,2019-05-08 18:39:44.943
WALKING,2019-05-08 18:39:44.943,2019-05-08 18:42:48.402
STILL,2019-05-08 18:42:48.402,2019-05-08 23:29:41.939
WALKING,2019-05-08 23:29:41.939,2019-05-08 23:39:28.758
STILL,2019-05-08 23:39:28.758,2019-05-08 23:41:01.509
WALKING,2019-05-08 23:41:01.509,2019-05-08 23:46:27.032
STILL,2019-05-08 23:46:27.032,2019-05-09 00:00:00.000
STILL,2019-05-09 00:00:00.000,2019-05-09 01:29:47.774
WALKING,2019-05-09 01:29:47.774,2019-05-09 01:30:34.459
IN_VEHICLE,2019-05-09 01:30:34.459,2019-05-09 01:32:47.076
WALKING,2019-05-09 01:32:47.076,2019-05-09 01:33:04.451
WALKING,2019-05-09 01:33:04.451,2019-05-09 01:34:37.299
STILL,2019-05-09 01:34:37.299,2019-05-09 01:40:57.098
STILL,2019-05-09 01:40:57.098,2019-05-09 01:44:15.411
IN_VEHICLE,2019-05-09 01:44:15.411,2019-05-09 01:55:01.044
STILL,2019-05-09 01:55:01.044,2019-05-09 02:31:11.551
WALKING,2019-05-09 02:31:11.551,2019-05-09 02:40:54.453
STILL,2019-05-09 02:40:54.453,2019-05-09 02:41:11.685
WALKING,2019-05-09 02:41:11.685,2019-05-09 02:43:18.142
IN_VEHICLE,2019-05-09 02:43:18.142,2019-05-09 02:44:14.664
WALKING,2019-05-09 02:44:14.664,2019-05-09 02:45:16.574
WALKING,2019-05-09 02:45:16.574,2019-05-09 02:47:20.966
STILL,2019-05-09 02:47:20.966,2019-05-09 02:48:05.569
STILL,2019-05-09 02:48:05.569,2019-05-09 04:09:53.120
RUNNING,2019-05-09 04:09:53.120,2019-05-09 04:12:12.014
WALKING,2019-05-09 04:12:12.014,2019-05-09 04:13:44.807
STILL,2019-05-09 04:13:44.807,2019-05-09 04:34:19.545
WALKING,2019-05-09 04:34:19.545,2019-05-09 04:42:19.165
STILL,2019-05-09 04:42:19.165,2019-05-09 05:14:13.626
