name,packageName,isSystemApp,isUpdatedSystemApp,start_time,end_time
원더락,kr.co.cjone.app.lockscreen,False,False,2019-05-08 00:00:22.119,2019-05-08 00:00:32.070
원더락,kr.co.cjone.app.lockscreen,False,False,2019-05-08 00:00:32.655,2019-05-08 00:00:32.662
원더락,kr.co.cjone.app.lockscreen,False,False,2019-05-08 00:01:01.023,2019-05-08 00:01:07.482
접근성,com.android.settingsaccessibility,True,False,2019-05-08 00:01:07.580,2019-05-08 00:01:12.830
기본홈,com.lge.launcher3,True,False,2019-05-08 00:01:12.842,2019-05-08 00:01:14.033
시스템 UI,com.android.systemui,True,False,2019-05-08 00:01:14.044,2019-05-08 00:01:15.760
기본홈,com.lge.launcher3,True,False,2019-05-08 00:01:15.772,2019-05-08 00:01:17.326
원더락,kr.co.cjone.app.lockscreen,False,False,2019-05-08 00:01:17.930,2019-05-08 00:01:17.932
원더락,kr.co.cjone.app.lockscreen,False,False,2019-05-08 00:04:47.313,2019-05-08 00:04:49.183
기본홈,com.lge.launcher3,True,False,2019-05-08 00:04:49.218,2019-05-08 00:04:52.133
Paco,com.pacoapp.paco,False,False,2019-05-08 00:04:52.173,2019-05-08 00:04:55.414
Paco,com.pacoapp.paco,False,False,2019-05-08 00:04:55.442,2019-05-08 00:05:00.286
Paco,com.pacoapp.paco,False,False,2019-05-08 00:05:00.298,2019-05-08 00:05:16.199
시스템 UI,com.android.systemui,True,False,2019-05-08 00:05:16.211,2019-05-08 00:05:17.687
기본홈,com.lge.launcher3,True,False,2019-05-08 00:05:17.700,2019-05-08 00:05:22.204
원더락,kr.co.cjone.app.lockscreen,False,False,2019-05-08 00:05:22.811,2019-05-08 00:05:22.813
원더락,kr.co.cjone.app.lockscreen,False,False,2019-05-08 00:20:41.650,2019-05-08 00:20:44.658
기본홈,com.lge.launcher3,True,False,2019-05-08 00:20:44.678,2019-05-08 00:20:57.058
원더락,kr.co.cjone.app.lockscreen,False,False,2019-05-08 00:20:57.715,2019-05-08 00:20:57.717
원더락,kr.co.cjone.app.lockscreen,False,False,2019-05-08 00:24:43.779,2019-05-08 00:24:47.401
Polar Beat,fi.polar.beat,False,False,2019-05-08 00:24:47.442,2019-05-08 00:25:10.434
기본홈,com.lge.launcher3,True,False,2019-05-08 00:25:10.444,2019-05-08 00:25:11.545
원더락,kr.co.cjone.app.lockscreen,False,False,2019-05-08 00:25:15.436,2019-05-08 00:25:15.439
원더락,kr.co.cjone.app.lockscreen,False,False,2019-05-08 00:26:18.827,2019-05-08 00:26:20.236
기본홈,com.lge.launcher3,True,False,2019-05-08 00:26:20.255,2019-05-08 00:26:23.710
