actionType,name,packageName,start_time,end_time
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-03 11:13:30.234,2019-05-03 11:13:36.867
STILL,카카오톡,com.kakao.talk,2019-05-03 11:13:36.900,2019-05-03 11:13:36.965
STILL,카카오톡,com.kakao.talk,2019-05-03 11:13:37.004,2019-05-03 11:13:37.061
STILL,카카오톡,com.kakao.talk,2019-05-03 11:13:37.108,2019-05-03 11:13:37.329
STILL,카카오톡,com.kakao.talk,2019-05-03 11:13:37.443,2019-05-03 11:13:39.243
STILL,카카오톡,com.kakao.talk,2019-05-03 11:13:39.276,2019-05-03 11:13:48.013
STILL,카카오톡,com.kakao.talk,2019-05-03 11:13:48.030,2019-05-03 11:13:48.089
STILL,카카오톡,com.kakao.talk,2019-05-03 11:13:48.145,2019-05-03 11:13:49.790
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-03 11:13:49.827,2019-05-03 11:13:59.188
WALKING,카카오톡,com.kakao.talk,2019-05-03 12:39:11.061,2019-05-03 12:39:11.073
WALKING,카카오톡,com.kakao.talk,2019-05-03 12:39:11.170,2019-05-03 12:39:11.174
WALKING,카카오톡,com.kakao.talk,2019-05-03 12:39:11.294,2019-05-03 12:39:11.298
WALKING,카카오톡,com.kakao.talk,2019-05-03 12:39:11.532,2019-05-03 12:39:11.536
WALKING,카카오톡,com.kakao.talk,2019-05-03 12:39:11.562,2019-05-03 12:39:16.516
WALKING,카카오톡,com.kakao.talk,2019-05-03 12:39:16.526,2019-05-03 12:39:25.705
WALKING,카카오톡,com.kakao.talk,2019-05-03 12:39:25.713,2019-05-03 12:39:47.453
WALKING,카카오톡,com.kakao.talk,2019-05-03 12:39:47.470,2019-05-03 12:39:48.472
WALKING,카카오톡,com.kakao.talk,2019-05-03 12:39:48.480,2019-05-03 12:39:50.809
WALKING,카카오톡,com.kakao.talk,2019-05-03 12:39:50.823,2019-05-03 12:39:51.681
WALKING,카카오톡,com.kakao.talk,2019-05-03 12:39:51.689,2019-05-03 12:39:55.212
WALKING,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-03 12:39:55.226,2019-05-03 12:40:02.092
WALKING,설정,com.android.settings,2019-05-03 12:40:03.478,2019-05-03 12:40:03.487
STILL,우리카드,com.wooricard.smartapp,2019-05-03 15:10:15.838,2019-05-03 15:10:15.853
STILL,설정,com.android.settings,2019-05-03 15:10:16.052,2019-05-03 15:10:16.063
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-03 15:10:16.319,2019-05-03 15:10:16.329
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-03 21:02:27.503,2019-05-03 21:02:28.622
STILL,카카오톡,com.kakao.talk,2019-05-03 21:02:28.675,2019-05-03 21:02:29.027
STILL,카카오톡,com.kakao.talk,2019-05-03 21:02:29.040,2019-05-03 21:02:29.094
STILL,카카오톡,com.kakao.talk,2019-05-03 21:02:29.195,2019-05-03 21:02:29.371
STILL,카카오톡,com.kakao.talk,2019-05-03 21:02:29.703,2019-05-03 21:02:31.683
STILL,카카오톡,com.kakao.talk,2019-05-03 21:02:31.700,2019-05-03 21:02:37.336
STILL,카카오톡,com.kakao.talk,2019-05-03 21:02:37.345,2019-05-03 21:02:42.916
STILL,카카오톡,com.kakao.talk,2019-05-03 21:02:42.931,2019-05-03 21:02:45.067
STILL,카카오톡,com.kakao.talk,2019-05-03 21:02:45.077,2019-05-03 21:02:48.932
STILL,카카오톡,com.kakao.talk,2019-05-03 21:02:48.939,2019-05-03 21:02:54.904
STILL,카카오톡,com.kakao.talk,2019-05-03 21:02:54.918,2019-05-03 21:02:55.798
STILL,카카오톡,com.kakao.talk,2019-05-03 21:02:55.805,2019-05-03 21:03:08.441
STILL,카카오톡,com.kakao.talk,2019-05-03 21:03:08.457,2019-05-03 21:03:20.054
STILL,카카오톡,com.kakao.talk,2019-05-03 21:03:20.070,2019-05-03 21:03:21.932
STILL,카카오톡,com.kakao.talk,2019-05-03 21:03:21.941,2019-05-03 21:03:33.800
STILL,카카오톡,com.kakao.talk,2019-05-03 21:03:33.819,2019-05-03 21:03:39.129
STILL,카카오톡,com.kakao.talk,2019-05-03 21:03:39.138,2019-05-03 21:04:24.100
STILL,카카오톡,com.kakao.talk,2019-05-03 21:04:24.124,2019-05-03 21:04:30.998
STILL,카카오톡,com.kakao.talk,2019-05-03 21:04:31.008,2019-05-03 21:04:39.586
STILL,카카오톡,com.kakao.talk,2019-05-03 21:04:39.608,2019-05-03 21:04:40.830
STILL,카카오톡,com.kakao.talk,2019-05-03 21:04:40.844,2019-05-03 21:05:14.652
STILL,카카오톡,com.kakao.talk,2019-05-03 21:05:14.669,2019-05-03 21:05:18.369
STILL,카카오톡,com.kakao.talk,2019-05-03 21:05:18.379,2019-05-03 21:06:09.153
STILL,카카오톡,com.kakao.talk,2019-05-03 21:06:09.170,2019-05-03 21:06:12.270
STILL,카카오톡,com.kakao.talk,2019-05-03 21:06:12.282,2019-05-03 21:06:38.382
STILL,카카오톡,com.kakao.talk,2019-05-03 21:06:38.390,2019-05-03 21:06:42.703
STILL,카카오톡,com.kakao.talk,2019-05-03 21:06:42.713,2019-05-03 21:07:01.041
STILL,카카오톡,com.kakao.talk,2019-05-03 21:07:01.059,2019-05-03 21:07:02.169
STILL,카카오톡,com.kakao.talk,2019-05-03 21:07:02.178,2019-05-03 21:07:05.695
STILL,카카오톡,com.kakao.talk,2019-05-03 21:07:05.702,2019-05-03 21:07:21.440
STILL,카카오톡,com.kakao.talk,2019-05-03 21:07:21.456,2019-05-03 21:07:58.712
STILL,카카오톡,com.kakao.talk,2019-05-03 21:07:58.725,2019-05-03 21:08:02.115
STILL,카카오톡,com.kakao.talk,2019-05-03 21:08:02.130,2019-05-03 21:09:36.741
STILL,카카오톡,com.kakao.talk,2019-05-03 21:09:36.751,2019-05-03 21:09:40.220
STILL,카카오톡,com.kakao.talk,2019-05-03 21:09:40.235,2019-05-03 21:12:31.122
STILL,카카오톡,com.kakao.talk,2019-05-03 21:12:31.134,2019-05-03 21:13:12.085
STILL,카카오톡,com.kakao.talk,2019-05-03 21:13:12.094,2019-05-03 21:15:32.770
STILL,카카오톡,com.kakao.talk,2019-05-03 21:15:32.788,2019-05-03 21:15:34.587
STILL,카카오톡,com.kakao.talk,2019-05-03 21:15:34.596,2019-05-03 21:16:01.520
STILL,카카오톡,com.kakao.talk,2019-05-03 21:16:01.533,2019-05-03 21:16:02.765
STILL,카카오톡,com.kakao.talk,2019-05-03 21:16:02.774,2019-05-03 21:16:05.123
STILL,카카오톡,com.kakao.talk,2019-05-03 21:16:05.130,2019-05-03 21:16:06.645
STILL,카카오톡,com.kakao.talk,2019-05-03 21:16:06.654,2019-05-03 21:16:08.318
STILL,카카오톡,com.kakao.talk,2019-05-03 21:16:08.333,2019-05-03 21:16:09.099
STILL,카카오톡,com.kakao.talk,2019-05-03 21:16:09.117,2019-05-03 21:16:09.500
STILL,카카오톡,com.kakao.talk,2019-05-03 21:16:09.507,2019-05-03 21:16:12.818
STILL,카카오톡,com.kakao.talk,2019-05-03 21:16:12.827,2019-05-03 21:16:14.441
STILL,삼성 캡처,com.samsung.android.app.smartcapture,2019-05-03 21:16:14.483,2019-05-03 21:16:14.513
