actionType,start_time,end_time
STILL,2019-05-08 00:00:00.000,2019-05-08 02:35:23.666
ON_BICYCLE,2019-05-08 02:35:23.666,2019-05-08 02:47:51.642
WALKING,2019-05-08 02:47:51.642,2019-05-08 02:57:00.395
STILL,2019-05-08 02:57:00.395,2019-05-08 07:00:26.147
WALKING,2019-05-08 07:00:26.147,2019-05-08 07:06:27.096
STILL,2019-05-08 07:06:27.096,2019-05-08 08:36:14.003
WALKING,2019-05-08 08:36:14.003,2019-05-08 08:43:54.503
STILL,2019-05-08 08:43:54.503,2019-05-08 08:51:14.232
WALKING,2019-05-08 08:51:14.232,2019-05-08 08:52:35.581
STILL,2019-05-08 08:52:35.581,2019-05-08 08:52:48.148
WALKING,2019-05-08 08:52:48.148,2019-05-08 08:53:20.511
STILL,2019-05-08 08:53:20.511,2019-05-08 09:02:35.813
WALKING,2019-05-08 09:02:35.813,2019-05-08 09:15:00.411
STILL,2019-05-08 09:15:00.411,2019-05-08 10:04:35.155
WALKING,2019-05-08 10:04:35.155,2019-05-08 10:08:08.260
STILL,2019-05-08 10:08:08.260,2019-05-08 10:24:32.617
WALKING,2019-05-08 10:24:32.617,2019-05-08 10:44:22.248
STILL,2019-05-08 10:44:22.248,2019-05-08 10:56:32.405
WALKING,2019-05-08 10:56:32.405,2019-05-08 11:09:25.531
STILL,2019-05-08 11:09:25.531,2019-05-08 13:32:20.191
WALKING,2019-05-08 13:32:20.191,2019-05-08 13:38:31.086
ON_BICYCLE,2019-05-08 13:38:31.086,2019-05-08 13:58:12.644
STILL,2019-05-08 13:58:12.644,2019-05-08 23:49:38.213
ON_BICYCLE,2019-05-08 23:49:38.213,2019-05-09 00:00:00.000
ON_BICYCLE,2019-05-09 00:00:00.000,2019-05-09 00:00:15.701
WALKING,2019-05-09 00:00:15.701,2019-05-09 00:02:47.057
STILL,2019-05-09 00:02:47.057,2019-05-09 01:20:24.148
WALKING,2019-05-09 01:20:24.148,2019-05-09 01:21:44.917
