actionType,start_time,end_time
STILL,2019-05-11 00:00:00.000,2019-05-11 00:10:44.304
ON_BICYCLE,2019-05-11 00:10:44.304,2019-05-11 00:13:39.825
STILL,2019-05-11 00:13:39.825,2019-05-11 00:14:14.313
ON_BICYCLE,2019-05-11 00:14:14.313,2019-05-11 01:10:40.990
STILL,2019-05-11 01:10:40.990,2019-05-11 01:17:22.729
ON_BICYCLE,2019-05-11 01:17:22.729,2019-05-11 01:18:13.780
STILL,2019-05-11 01:18:13.780,2019-05-11 01:20:01.756
ON_BICYCLE,2019-05-11 01:20:01.756,2019-05-11 01:24:25.687
STILL,2019-05-11 01:24:25.687,2019-05-11 01:25:46.903
ON_BICYCLE,2019-05-11 01:25:46.903,2019-05-11 01:38:12.811
STILL,2019-05-11 01:38:12.811,2019-05-11 01:40:03.302
IN_VEHICLE,2019-05-11 01:40:03.302,2019-05-11 01:41:28.809
WALKING,2019-05-11 01:41:28.809,2019-05-11 01:43:21.842
RUNNING,2019-05-11 01:43:21.842,2019-05-11 01:43:30.729
ON_BICYCLE,2019-05-11 01:43:30.729,2019-05-11 02:52:00.518
WALKING,2019-05-11 02:52:00.518,2019-05-11 02:53:42.675
STILL,2019-05-11 02:53:42.675,2019-05-11 03:06:24.223
RUNNING,2019-05-11 03:06:24.223,2019-05-11 03:06:46.043
STILL,2019-05-11 03:06:46.043,2019-05-11 03:07:10.934
ON_BICYCLE,2019-05-11 03:07:10.934,2019-05-11 03:07:19.245
STILL,2019-05-11 03:07:19.245,2019-05-11 03:07:43.748
ON_BICYCLE,2019-05-11 03:07:43.748,2019-05-11 03:44:40.169
STILL,2019-05-11 03:44:40.169,2019-05-11 03:48:40.861
ON_BICYCLE,2019-05-11 03:48:40.861,2019-05-11 04:35:16.460
STILL,2019-05-11 04:35:16.460,2019-05-11 04:35:51.453
ON_BICYCLE,2019-05-11 04:35:51.453,2019-05-11 04:49:22.474
STILL,2019-05-11 04:49:22.474,2019-05-11 05:17:44.342
ON_BICYCLE,2019-05-11 05:17:44.342,2019-05-11 05:18:06.454
STILL,2019-05-11 05:18:06.454,2019-05-11 05:24:56.382
ON_BICYCLE,2019-05-11 05:24:56.382,2019-05-11 05:27:21.937
STILL,2019-05-11 05:27:21.937,2019-05-11 05:27:43.358
ON_BICYCLE,2019-05-11 05:27:43.358,2019-05-11 05:31:03.376
STILL,2019-05-11 05:31:03.376,2019-05-11 05:32:27.395
ON_BICYCLE,2019-05-11 05:32:27.395,2019-05-11 05:33:41.422
STILL,2019-05-11 05:33:41.422,2019-05-11 05:35:08.525
ON_BICYCLE,2019-05-11 05:35:08.525,2019-05-11 05:36:27.456
STILL,2019-05-11 05:36:27.456,2019-05-11 05:38:37.958
ON_BICYCLE,2019-05-11 05:38:37.958,2019-05-11 05:45:32.464
STILL,2019-05-11 05:45:32.464,2019-05-11 05:46:37.376
ON_BICYCLE,2019-05-11 05:46:37.376,2019-05-11 05:47:16.345
STILL,2019-05-11 05:47:16.345,2019-05-11 05:48:34.365
