name,packageName,isSystemApp,isUpdatedSystemApp,start_time,end_time
좋은 카메라,com.oss.mcam,False,False,2019-05-10 21:18:22.300,2019-05-10 21:18:22.313
카카오톡,com.kakao.talk,False,False,2019-05-10 21:18:22.497,2019-05-10 21:18:22.501
좋은 카메라,com.oss.mcam,False,False,2019-05-10 22:10:22.553,2019-05-10 22:10:22.563
카카오톡,com.kakao.talk,False,False,2019-05-10 22:10:22.857,2019-05-10 22:10:22.861
좋은 카메라,com.oss.mcam,False,False,2019-05-10 23:02:22.357,2019-05-10 23:02:22.365
카카오톡,com.kakao.talk,False,False,2019-05-10 23:02:22.513,2019-05-10 23:02:22.518
카카오톡,com.kakao.talk,False,False,2019-05-10 23:25:05.091,2019-05-10 23:25:07.403
카카오톡,com.kakao.talk,False,False,2019-05-10 23:25:07.427,2019-05-10 23:25:27.306
카카오톡,com.kakao.talk,False,False,2019-05-10 23:25:27.351,2019-05-10 23:25:28.450
Samsung Experience 홈,com.sec.android.app.launcher,True,False,2019-05-10 23:25:28.520,2019-05-10 23:25:30.101
YouTube,com.google.android.youtube,True,True,2019-05-10 23:25:30.176,2019-05-10 23:26:32.905
Samsung Experience 홈,com.sec.android.app.launcher,True,False,2019-05-10 23:26:32.933,2019-05-10 23:26:33.645
삼성 인터넷,com.sec.android.app.sbrowser,True,True,2019-05-10 23:26:33.707,2019-05-10 23:26:54.744
삼성 인터넷,com.sec.android.app.sbrowser,True,True,2019-05-10 23:26:54.815,2019-05-10 23:26:56.668
삼성 인터넷,com.sec.android.app.sbrowser,True,True,2019-05-10 23:26:56.712,2019-05-10 23:27:43.436
드라이브,com.google.android.apps.docs,True,True,2019-05-10 23:27:43.591,2019-05-10 23:27:50.900
드라이브,com.google.android.apps.docs,True,True,2019-05-10 23:27:50.959,2019-05-10 23:27:51.009
삼성 인터넷,com.sec.android.app.sbrowser,True,True,2019-05-10 23:27:51.086,2019-05-10 23:27:51.472
드라이브,com.google.android.apps.docs,True,True,2019-05-10 23:27:51.519,2019-05-10 23:27:52.216
삼성 인터넷,com.sec.android.app.sbrowser,True,True,2019-05-10 23:27:52.259,2019-05-10 23:28:02.339
드라이브,com.google.android.apps.docs,True,True,2019-05-10 23:28:02.414,2019-05-10 23:28:04.394
드라이브,com.google.android.apps.docs,True,True,2019-05-10 23:28:04.432,2019-05-10 23:28:04.468
드라이브,com.google.android.apps.docs,True,True,2019-05-10 23:28:04.530,2019-05-10 23:29:19.794
Samsung Experience 홈,com.sec.android.app.launcher,True,False,2019-05-10 23:29:19.806,2019-05-10 23:29:26.179
Microsoft Band,com.microsoft.kapp,False,False,2019-05-10 23:29:26.226,2019-05-10 23:29:27.821
Microsoft Band,com.microsoft.kapp,False,False,2019-05-10 23:29:27.854,2019-05-10 23:30:23.265
Microsoft Band,com.microsoft.kapp,False,False,2019-05-10 23:30:23.294,2019-05-10 23:30:44.045
Samsung Experience 홈,com.sec.android.app.launcher,True,False,2019-05-10 23:30:44.071,2019-05-10 23:30:45.058
메시지,com.samsung.android.messaging,True,False,2019-05-10 23:30:45.122,2019-05-10 23:31:02.564
시스템 UI,com.android.systemui,True,False,2019-05-10 23:31:02.599,2019-05-10 23:31:03.306
Microsoft Band,com.microsoft.kapp,False,False,2019-05-10 23:31:03.377,2019-05-10 23:31:47.574
시스템 UI,com.android.systemui,True,False,2019-05-10 23:31:47.612,2019-05-10 23:31:49.166
Microsoft Band,com.microsoft.kapp,False,False,2019-05-10 23:31:49.275,2019-05-10 23:31:57.570
시스템 UI,com.android.systemui,True,False,2019-05-10 23:31:57.596,2019-05-10 23:31:59.073
Microsoft Band,com.microsoft.kapp,False,False,2019-05-10 23:31:59.161,2019-05-10 23:32:09.534
시스템 UI,com.android.systemui,True,False,2019-05-10 23:32:09.559,2019-05-10 23:32:10.603
Microsoft Band,com.microsoft.kapp,False,False,2019-05-10 23:32:10.700,2019-05-10 23:32:26.303
Microsoft Band,com.microsoft.kapp,False,False,2019-05-10 23:32:26.329,2019-05-10 23:32:27.658
Samsung Experience 홈,com.sec.android.app.launcher,True,False,2019-05-10 23:32:27.735,2019-05-10 23:32:31.951
Microsoft Band,com.microsoft.kapp,False,False,2019-05-10 23:32:32.008,2019-05-10 23:32:32.129
Microsoft Band,com.microsoft.kapp,False,False,2019-05-10 23:32:32.183,2019-05-10 23:32:34.151
시스템 UI,com.android.systemui,True,False,2019-05-10 23:32:34.186,2019-05-10 23:32:35.461
Microsoft Band,com.microsoft.kapp,False,False,2019-05-10 23:32:35.550,2019-05-10 23:32:48.925
시스템 UI,com.android.systemui,True,False,2019-05-10 23:32:48.951,2019-05-10 23:32:50.349
Microsoft Band,com.microsoft.kapp,False,False,2019-05-10 23:32:50.439,2019-05-10 23:32:59.694
시스템 UI,com.android.systemui,True,False,2019-05-10 23:32:59.722,2019-05-10 23:33:00.773
Microsoft Band,com.microsoft.kapp,False,False,2019-05-10 23:33:00.855,2019-05-10 23:33:26.771
Samsung Experience 홈,com.sec.android.app.launcher,True,False,2019-05-10 23:33:26.781,2019-05-10 23:33:27.946
메시지,com.samsung.android.messaging,True,False,2019-05-10 23:33:28.002,2019-05-10 23:33:33.397
Samsung Experience 홈,com.sec.android.app.launcher,True,False,2019-05-10 23:33:33.409,2019-05-10 23:33:36.549
시스템 UI,com.android.systemui,True,False,2019-05-10 23:33:36.580,2019-05-10 23:33:38.785
드라이브,com.google.android.apps.docs,True,True,2019-05-10 23:33:38.880,2019-05-10 23:34:12.929
시스템 UI,com.android.systemui,True,False,2019-05-10 23:34:12.953,2019-05-10 23:34:15.267
드라이브,com.google.android.apps.docs,True,True,2019-05-10 23:34:15.353,2019-05-10 23:34:16.460
Samsung Experience 홈,com.sec.android.app.launcher,True,False,2019-05-10 23:34:16.471,2019-05-10 23:34:19.522
Dropsync,com.ttxapps.dropsync,False,False,2019-05-10 23:34:19.564,2019-05-10 23:34:32.380
Dropsync,com.ttxapps.dropsync,False,False,2019-05-10 23:34:32.417,2019-05-10 23:34:34.627
