actionType,name,packageName,start_time,end_time
WALKING,Facebook,com.facebook.katana,2019-05-08 00:00:03.142,2019-05-08 00:00:04.135
WALKING,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 00:00:04.175,2019-05-08 00:00:06.824
WALKING,카카오톡,com.kakao.talk,2019-05-08 00:00:06.891,2019-05-08 00:00:08.863
WALKING,카카오톡,com.kakao.talk,2019-05-08 00:00:08.884,2019-05-08 00:00:12.464
WALKING,카카오톡,com.kakao.talk,2019-05-08 00:00:12.486,2019-05-08 00:00:24.299
WALKING,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 00:00:24.324,2019-05-08 00:00:25.603
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 00:01:24.143,2019-05-08 00:01:27.931
STILL,카카오톡,com.kakao.talk,2019-05-08 00:01:27.964,2019-05-08 00:01:38.468
STILL,카카오톡,com.kakao.talk,2019-05-08 00:01:38.491,2019-05-08 00:01:44.646
STILL,카카오톡,com.kakao.talk,2019-05-08 00:01:44.664,2019-05-08 00:01:51.815
STILL,카카오톡,com.kakao.talk,2019-05-08 00:07:33.356,2019-05-08 00:07:40.577
STILL,카카오톡,com.kakao.talk,2019-05-08 00:07:40.602,2019-05-08 00:07:41.840
STILL,카카오톡,com.kakao.talk,2019-05-08 00:07:41.855,2019-05-08 00:07:43.720
STILL,카카오톡,com.kakao.talk,2019-05-08 00:07:43.742,2019-05-08 00:07:46.503
STILL,카카오톡,com.kakao.talk,2019-05-08 00:15:27.104,2019-05-08 00:15:29.035
STILL,카카오톡,com.kakao.talk,2019-05-08 00:15:29.052,2019-05-08 00:15:34.605
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 00:15:34.634,2019-05-08 00:15:35.857
STILL,카카오톡,com.kakao.talk,2019-05-08 00:56:34.369,2019-05-08 00:56:34.388
STILL,카카오톡,com.kakao.talk,2019-05-08 00:56:34.535,2019-05-08 00:56:34.540
STILL,카카오톡,com.kakao.talk,2019-05-08 00:56:34.740,2019-05-08 00:56:34.745
STILL,카카오톡,com.kakao.talk,2019-05-08 00:56:34.915,2019-05-08 00:56:35.020
STILL,카카오톡,com.kakao.talk,2019-05-08 00:56:35.123,2019-05-08 00:56:39.730
STILL,카카오톡,com.kakao.talk,2019-05-08 00:56:39.746,2019-05-08 00:56:41.308
STILL,카카오톡,com.kakao.talk,2019-05-08 00:56:41.325,2019-05-08 00:56:42.210
STILL,카카오톡,com.kakao.talk,2019-05-08 00:56:42.225,2019-05-08 00:56:52.297
STILL,카카오톡,com.kakao.talk,2019-05-08 00:56:52.320,2019-05-08 00:56:53.178
STILL,카카오톡,com.kakao.talk,2019-05-08 00:56:53.194,2019-05-08 00:56:53.840
STILL,카카오톡,com.kakao.talk,2019-05-08 00:56:53.856,2019-05-08 00:56:56.507
STILL,카카오톡,com.kakao.talk,2019-05-08 00:56:56.529,2019-05-08 00:56:56.911
STILL,카카오톡,com.kakao.talk,2019-05-08 01:00:04.072,2019-05-08 01:00:07.811
STILL,Paco,com.pacoapp.paco,2019-05-08 01:00:07.853,2019-05-08 01:00:35.565
STILL,Paco,com.pacoapp.paco,2019-05-08 01:00:35.588,2019-05-08 01:00:37.316
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 01:00:37.347,2019-05-08 01:00:38.535
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 01:17:55.106,2019-05-08 01:18:02.818
STILL,카카오톡,com.kakao.talk,2019-05-08 01:35:47.004,2019-05-08 01:35:47.015
STILL,카카오톡,com.kakao.talk,2019-05-08 01:35:47.143,2019-05-08 01:35:47.148
STILL,카카오톡,com.kakao.talk,2019-05-08 01:35:47.262,2019-05-08 01:35:47.267
STILL,카카오톡,com.kakao.talk,2019-05-08 01:35:47.504,2019-05-08 01:35:47.513
STILL,카카오톡,com.kakao.talk,2019-05-08 01:35:47.530,2019-05-08 01:35:49.198
STILL,카카오톡,com.kakao.talk,2019-05-08 01:35:49.236,2019-05-08 01:35:54.628
STILL,카카오톡,com.kakao.talk,2019-05-08 01:35:54.651,2019-05-08 01:35:55.566
STILL,카카오톡,com.kakao.talk,2019-05-08 01:35:55.582,2019-05-08 01:36:07.684
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 01:36:07.715,2019-05-08 01:36:09.042
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 02:08:49.511,2019-05-08 02:08:52.093
STILL,Paco,com.pacoapp.paco,2019-05-08 02:08:52.130,2019-05-08 02:08:52.259
STILL,Paco,com.pacoapp.paco,2019-05-08 02:08:52.407,2019-05-08 02:08:54.914
STILL,Paco,com.pacoapp.paco,2019-05-08 02:08:54.926,2019-05-08 02:09:19.986
STILL,Paco,com.pacoapp.paco,2019-05-08 02:09:20.007,2019-05-08 02:09:22.150
STILL,Paco,com.pacoapp.paco,2019-05-08 02:09:22.169,2019-05-08 02:09:25.350
STILL,카카오톡,com.kakao.talk,2019-05-08 02:09:25.406,2019-05-08 02:09:25.535
STILL,카카오톡,com.kakao.talk,2019-05-08 02:09:25.611,2019-05-08 02:09:50.743
STILL,카카오톡,com.kakao.talk,2019-05-08 02:16:55.947,2019-05-08 02:16:56.843
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 02:16:56.865,2019-05-08 02:17:03.751
STILL,통화,com.samsung.android.incallui,2019-05-08 02:22:34.615,2019-05-08 02:22:34.622
STILL,통화,com.samsung.android.incallui,2019-05-08 02:22:36.299,2019-05-08 02:22:39.929
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 02:22:40.074,2019-05-08 02:22:40.078
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 02:50:38.275,2019-05-08 02:50:41.849
STILL,캘린더,com.samsung.android.calendar,2019-05-08 02:50:41.901,2019-05-08 02:50:41.929
STILL,캘린더,com.samsung.android.calendar,2019-05-08 02:50:42.241,2019-05-08 02:50:49.606
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 02:50:49.631,2019-05-08 02:50:51.114
WALKING,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 02:51:58.651,2019-05-08 02:51:59.700
WALKING,메시지,com.samsung.android.messaging,2019-05-08 02:51:59.738,2019-05-08 02:52:17.960
WALKING,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 02:52:17.978,2019-05-08 02:52:20.301
WALKING,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 03:13:05.470,2019-05-08 03:13:09.499
WALKING,KAIST	Portal,kr.ac.kaist.portal,2019-05-08 03:13:09.543,2019-05-08 03:13:11.338
WALKING,KAIST	Portal,kr.ac.kaist.portal,2019-05-08 03:13:11.363,2019-05-08 03:13:17.983
WALKING,NAVER,com.nhn.android.search,2019-05-08 03:13:18.060,2019-05-08 03:13:19.194
WALKING,KAIST	Portal,kr.ac.kaist.portal,2019-05-08 03:13:19.781,2019-05-08 03:13:19.831
WALKING,NAVER,com.nhn.android.search,2019-05-08 03:13:19.977,2019-05-08 03:13:20.447
WALKING,NAVER,com.nhn.android.search,2019-05-08 03:13:20.612,2019-05-08 03:13:32.597
STILL,NAVER,com.nhn.android.search,2019-05-08 03:13:32.597,2019-05-08 03:16:00.453
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 03:16:00.485,2019-05-08 03:16:03.369
STILL,카카오톡,com.kakao.talk,2019-05-08 03:16:03.412,2019-05-08 03:16:19.719
STILL,카카오톡,com.kakao.talk,2019-05-08 03:17:23.195,2019-05-08 03:17:24.085
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 03:17:24.110,2019-05-08 03:17:27.437
STILL,카카오톡,com.kakao.talk,2019-05-08 03:17:27.469,2019-05-08 03:17:28.628
STILL,카카오톡,com.kakao.talk,2019-05-08 03:17:28.647,2019-05-08 03:17:29.648
STILL,카카오톡,com.kakao.talk,2019-05-08 03:17:29.666,2019-05-08 03:17:32.222
STILL,카카오톡,com.kakao.talk,2019-05-08 03:17:32.237,2019-05-08 03:17:33.115
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 03:17:33.138,2019-05-08 03:17:34.242
STILL,NAVER,com.nhn.android.search,2019-05-08 03:17:34.278,2019-05-08 03:17:43.720
STILL,NAVER,com.nhn.android.search,2019-05-08 03:17:44.054,2019-05-08 03:17:44.088
STILL,NAVER,com.nhn.android.search,2019-05-08 03:17:44.112,2019-05-08 03:17:48.407
STILL,드라이브,com.google.android.apps.docs,2019-05-08 03:17:48.754,2019-05-08 03:18:13.169
STILL,NAVER,com.nhn.android.search,2019-05-08 03:18:13.205,2019-05-08 03:18:14.814
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 03:18:14.850,2019-05-08 03:18:17.109
STILL,KAIST	Portal,kr.ac.kaist.portal,2019-05-08 03:18:17.171,2019-05-08 03:19:46.547
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 03:19:46.566,2019-05-08 03:19:59.149
STILL,내 파일,com.sec.android.app.myfiles,2019-05-08 03:19:59.181,2019-05-08 03:20:18.060
STILL,PowerPoint,com.microsoft.office.powerpoint,2019-05-08 03:20:18.129,2019-05-08 03:20:39.199
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 03:20:39.219,2019-05-08 03:20:40.220
STILL,내 파일,com.sec.android.app.myfiles,2019-05-08 03:20:40.256,2019-05-08 03:20:40.982
STILL,Excel,com.microsoft.office.excel,2019-05-08 03:20:41.007,2019-05-08 03:21:46.091
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 03:21:46.112,2019-05-08 03:21:47.424
STILL,내 파일,com.sec.android.app.myfiles,2019-05-08 03:21:47.458,2019-05-08 03:21:48.212
STILL,Word,com.microsoft.office.word,2019-05-08 03:21:48.286,2019-05-08 03:22:05.143
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 03:22:05.160,2019-05-08 03:22:12.050
STILL,KAIST	Portal,kr.ac.kaist.portal,2019-05-08 03:22:12.093,2019-05-08 03:22:14.571
STILL,KAIST	Portal,kr.ac.kaist.portal,2019-05-08 03:22:14.590,2019-05-08 03:22:16.271
STILL,NAVER,com.nhn.android.search,2019-05-08 03:22:16.343,2019-05-08 03:22:17.360
STILL,NAVER,com.nhn.android.search,2019-05-08 03:22:17.755,2019-05-08 03:23:08.803
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 03:23:08.824,2019-05-08 03:23:12.239
STILL,내 파일,com.sec.android.app.myfiles,2019-05-08 03:23:12.279,2019-05-08 03:23:17.827
STILL,PowerPoint,com.microsoft.office.powerpoint,2019-05-08 03:23:17.910,2019-05-08 03:23:24.436
STILL,내 파일,com.sec.android.app.myfiles,2019-05-08 03:23:24.824,2019-05-08 03:23:58.789
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 03:23:58.811,2019-05-08 03:24:00.670
STILL,NAVER,com.nhn.android.search,2019-05-08 03:24:00.712,2019-05-08 03:24:14.701
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-08 03:24:14.733,2019-05-08 03:24:22.535
STILL,카카오톡,com.kakao.talk,2019-05-08 03:24:22.573,2019-05-08 03:24:23.726
STILL,카카오톡,com.kakao.talk,2019-05-08 03:24:23.737,2019-05-08 03:24:23.764
STILL,카카오톡,com.kakao.talk,2019-05-08 03:24:23.798,2019-05-08 03:24:25.480
STILL,카카오톡,com.kakao.talk,2019-05-08 03:24:25.535,2019-05-08 03:24:29.746
STILL,카카오톡,com.kakao.talk,2019-05-08 03:24:29.770,2019-05-08 03:24:59.176
STILL,카카오톡,com.kakao.talk,2019-05-08 03:24:59.197,2019-05-08 03:25:00.413
STILL,카카오톡,com.kakao.talk,2019-05-08 03:25:00.430,2019-05-08 03:25:24.125
