actionType,start_time,end_time
STILL,2019-05-16 00:00:00.000,2019-05-16 03:34:00.217
WALKING,2019-05-16 03:34:00.217,2019-05-16 03:35:55.148
STILL,2019-05-16 03:35:55.148,2019-05-16 03:38:30.518
WALKING,2019-05-16 03:38:30.518,2019-05-16 03:40:22.388
STILL,2019-05-16 03:40:22.388,2019-05-16 03:40:49.448
ON_BICYCLE,2019-05-16 03:40:49.448,2019-05-16 03:45:02.473
STILL,2019-05-16 03:45:02.473,2019-05-16 03:48:13.153
WALKING,2019-05-16 03:48:13.153,2019-05-16 04:00:57.327
STILL,2019-05-16 04:00:57.327,2019-05-16 04:16:04.078
WALKING,2019-05-16 04:16:04.078,2019-05-16 04:16:27.886
STILL,2019-05-16 04:16:27.886,2019-05-16 04:26:24.814
WALKING,2019-05-16 04:26:24.814,2019-05-16 04:26:55.984
STILL,2019-05-16 04:26:55.984,2019-05-16 05:07:15.431
WALKING,2019-05-16 05:07:15.431,2019-05-16 05:09:38.624
STILL,2019-05-16 05:09:38.624,2019-05-16 05:41:51.030
WALKING,2019-05-16 05:41:51.030,2019-05-16 05:43:36.069
STILL,2019-05-16 05:43:36.069,2019-05-16 06:54:45.962
WALKING,2019-05-16 06:54:45.962,2019-05-16 06:56:04.173
STILL,2019-05-16 06:56:04.173,2019-05-16 06:58:52.359
WALKING,2019-05-16 06:58:52.359,2019-05-16 06:59:15.202
STILL,2019-05-16 06:59:15.202,2019-05-16 08:08:46.405
WALKING,2019-05-16 08:08:46.405,2019-05-16 08:12:00.210
ON_BICYCLE,2019-05-16 08:12:00.210,2019-05-16 08:15:03.609
WALKING,2019-05-16 08:15:03.609,2019-05-16 08:18:51.536
STILL,2019-05-16 08:18:51.536,2019-05-16 08:34:42.514
WALKING,2019-05-16 08:34:42.514,2019-05-16 08:41:37.627
ON_BICYCLE,2019-05-16 08:41:37.627,2019-05-16 08:42:38.991
IN_VEHICLE,2019-05-16 08:42:38.991,2019-05-16 08:43:24.775
ON_BICYCLE,2019-05-16 08:43:24.775,2019-05-16 08:43:56.232
WALKING,2019-05-16 08:43:56.232,2019-05-16 08:47:03.779
STILL,2019-05-16 08:47:03.779,2019-05-16 10:44:42.739
WALKING,2019-05-16 10:44:42.739,2019-05-16 10:53:00.234
STILL,2019-05-16 10:53:00.234,2019-05-16 11:01:25.246
WALKING,2019-05-16 11:01:25.246,2019-05-16 11:02:06.056
IN_VEHICLE,2019-05-16 11:02:06.056,2019-05-16 11:03:50.069
WALKING,2019-05-16 11:03:50.069,2019-05-16 11:15:32.373
STILL,2019-05-16 11:15:32.373,2019-05-16 11:16:04.405
IN_VEHICLE,2019-05-16 11:16:04.405,2019-05-16 11:28:29.298
WALKING,2019-05-16 11:28:29.298,2019-05-16 11:30:10.346
STILL,2019-05-16 11:30:10.346,2019-05-16 11:31:57.487
WALKING,2019-05-16 11:31:57.487,2019-05-16 11:34:36.751
STILL,2019-05-16 11:34:36.751,2019-05-16 11:35:37.787
WALKING,2019-05-16 11:35:37.787,2019-05-16 11:44:34.490
STILL,2019-05-16 11:44:34.490,2019-05-16 12:38:04.022
WALKING,2019-05-16 12:38:04.022,2019-05-16 12:53:21.851
STILL,2019-05-16 12:53:21.851,2019-05-16 13:52:34.034
IN_VEHICLE,2019-05-16 13:52:34.034,2019-05-16 14:07:35.127
STILL,2019-05-16 14:07:35.127,2019-05-16 14:41:15.938
WALKING,2019-05-16 14:41:15.938,2019-05-16 14:44:37.251
