actionType,name,packageName,start_time,end_time
STILL,시계,com.sec.android.app.clockpackage,2019-05-16 00:00:00.752,2019-05-16 00:00:16.116
STILL,카카오톡,com.kakao.talk,2019-05-16 00:00:16.207,2019-05-16 00:00:16.221
STILL,시계,com.sec.android.app.clockpackage,2019-05-16 00:04:58.963,2019-05-16 00:04:58.975
STILL,시계,com.sec.android.app.clockpackage,2019-05-16 00:05:00.602,2019-05-16 00:05:12.733
STILL,카카오톡,com.kakao.talk,2019-05-16 00:05:12.814,2019-05-16 00:05:12.822
STILL,시계,com.sec.android.app.clockpackage,2019-05-16 00:09:58.761,2019-05-16 00:09:58.767
STILL,시계,com.sec.android.app.clockpackage,2019-05-16 00:09:58.788,2019-05-16 00:10:12.447
STILL,시계,com.sec.android.app.clockpackage,2019-05-16 00:10:12.217,2019-05-16 00:10:12.447
STILL,카카오톡,com.kakao.talk,2019-05-16 00:10:12.548,2019-05-16 00:10:12.560
STILL,시계,com.sec.android.app.clockpackage,2019-05-16 00:14:59.996,2019-05-16 00:15:00.007
STILL,시계,com.sec.android.app.clockpackage,2019-05-16 00:15:01.570,2019-05-16 00:15:05.031
STILL,카카오톡,com.kakao.talk,2019-05-16 00:15:05.117,2019-05-16 00:15:05.124
STILL,캐시슬라이드 스텝업,com.nbt.moves,2019-05-16 00:35:47.080,2019-05-16 00:35:47.095
STILL,카카오톡,com.kakao.talk,2019-05-16 00:35:47.253,2019-05-16 00:35:47.288
STILL,위비톡,com.briniclemobile.wibeetalk,2019-05-16 00:39:21.756,2019-05-16 00:39:21.770
STILL,위비톡,com.briniclemobile.wibeetalk,2019-05-16 00:39:23.091,2019-05-16 00:39:28.879
STILL,카카오톡,com.kakao.talk,2019-05-16 00:39:30.446,2019-05-16 00:39:30.504
STILL,Google Play 스토어,com.android.vending,2019-05-16 01:34:08.516,2019-05-16 01:34:08.522
STILL,Google Play 스토어,com.android.vending,2019-05-16 01:34:09.085,2019-05-16 01:34:09.102
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-16 01:34:09.623,2019-05-16 01:34:09.635
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-16 01:35:47.231,2019-05-16 01:36:00.782
STILL,카카오톡,com.kakao.talk,2019-05-16 01:36:00.819,2019-05-16 01:36:02.851
STILL,카카오톡,com.kakao.talk,2019-05-16 01:36:02.886,2019-05-16 01:36:06.560
STILL,캐시슬라이드 스텝업,com.nbt.moves,2019-05-16 01:36:06.594,2019-05-16 01:36:06.625
STILL,카카오톡,com.kakao.talk,2019-05-16 01:36:06.675,2019-05-16 01:36:17.997
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-16 01:36:18.020,2019-05-16 01:36:23.829
STILL,KAIST	Portal,kr.ac.kaist.portal,2019-05-16 01:36:23.867,2019-05-16 01:36:24.525
STILL,KAIST	Portal,kr.ac.kaist.portal,2019-05-16 01:36:24.538,2019-05-16 01:36:26.835
STILL,Chrome,com.android.chrome,2019-05-16 01:36:26.865,2019-05-16 01:36:26.925
STILL,Chrome,com.android.chrome,2019-05-16 01:36:27.000,2019-05-16 01:36:45.837
STILL,프레젠테이션,com.google.android.apps.docs.editors.slides,2019-05-16 01:36:45.891,2019-05-16 01:36:53.729
STILL,프레젠테이션,com.google.android.apps.docs.editors.slides,2019-05-16 01:36:53.793,2019-05-16 01:38:45.844
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-16 01:38:45.861,2019-05-16 01:38:54.111
STILL,Logger,iclab.kaist.ac.kr.msband_logger,2019-05-16 01:38:54.149,2019-05-16 01:38:54.354
STILL,패키지 설치 프로그램,com.google.android.packageinstaller,2019-05-16 01:38:54.479,2019-05-16 01:38:54.706
STILL,Logger,iclab.kaist.ac.kr.msband_logger,2019-05-16 01:38:54.722,2019-05-16 01:38:56.947
STILL,접근성,com.samsung.accessibility,2019-05-16 01:38:56.976,2019-05-16 01:39:06.956
STILL,설정,com.android.settings,2019-05-16 01:39:07.038,2019-05-16 01:39:11.217
STILL,설정,com.android.settings,2019-05-16 01:39:11.232,2019-05-16 01:39:17.655
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-16 01:39:17.670,2019-05-16 01:39:18.735
STILL,프레젠테이션,com.google.android.apps.docs.editors.slides,2019-05-16 01:39:18.773,2019-05-16 01:41:50.246
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-16 01:41:50.272,2019-05-16 01:42:04.963
STILL,Dropsync,com.ttxapps.dropsync,2019-05-16 01:42:05.006,2019-05-16 01:42:10.171
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-16 01:42:10.197,2019-05-16 01:42:12.049
STILL,Polar Beat,fi.polar.beat,2019-05-16 01:42:12.094,2019-05-16 01:42:12.701
STILL,Polar Beat,fi.polar.beat,2019-05-16 01:42:12.716,2019-05-16 01:42:59.690
STILL,Polar Beat,fi.polar.beat,2019-05-16 01:42:59.706,2019-05-16 01:43:05.990
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-16 01:43:06.009,2019-05-16 01:43:07.148
STILL,카카오톡,com.kakao.talk,2019-05-16 01:43:07.187,2019-05-16 01:43:07.245
STILL,카카오톡,com.kakao.talk,2019-05-16 01:43:07.397,2019-05-16 01:43:08.632
STILL,카카오톡,com.kakao.talk,2019-05-16 01:43:08.660,2019-05-16 01:43:10.644
STILL,카카오톡,com.kakao.talk,2019-05-16 01:43:10.663,2019-05-16 01:43:11.959
STILL,카카오톡,com.kakao.talk,2019-05-16 01:43:11.973,2019-05-16 01:43:17.856
STILL,카카오톡,com.kakao.talk,2019-05-16 01:43:17.872,2019-05-16 01:43:30.347
STILL,카카오톡,com.kakao.talk,2019-05-16 01:43:30.367,2019-05-16 01:43:34.374
STILL,카카오톡,com.kakao.talk,2019-05-16 01:43:34.392,2019-05-16 01:43:39.559
STILL,카카오톡,com.kakao.talk,2019-05-16 01:43:39.576,2019-05-16 01:43:41.125
STILL,카카오톡,com.kakao.talk,2019-05-16 01:43:41.141,2019-05-16 01:43:43.326
STILL,카카오톡,com.kakao.talk,2019-05-16 01:43:43.346,2019-05-16 01:43:45.428
STILL,카카오톡,com.kakao.talk,2019-05-16 01:43:45.449,2019-05-16 01:43:47.291
STILL,카카오톡,com.kakao.talk,2019-05-16 01:43:47.316,2019-05-16 01:43:50.028
STILL,카카오톡,com.kakao.talk,2019-05-16 01:43:50.048,2019-05-16 01:43:54.567
STILL,카카오톡,com.kakao.talk,2019-05-16 01:43:54.584,2019-05-16 01:44:00.143
STILL,카카오톡,com.kakao.talk,2019-05-16 01:44:00.161,2019-05-16 01:44:01.177
STILL,카카오톡,com.kakao.talk,2019-05-16 01:44:01.193,2019-05-16 01:44:01.883
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-16 01:44:01.902,2019-05-16 01:44:03.544
STILL,갤러리,com.sec.android.gallery3d,2019-05-16 01:44:03.590,2019-05-16 01:44:12.264
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-16 01:44:12.281,2019-05-16 01:44:13.092
STILL,카카오톡,com.kakao.talk,2019-05-16 01:44:13.140,2019-05-16 01:44:13.263
STILL,카카오톡,com.kakao.talk,2019-05-16 01:44:13.416,2019-05-16 01:44:14.617
STILL,카카오톡,com.kakao.talk,2019-05-16 01:44:14.635,2019-05-16 01:44:19.474
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-16 01:44:19.492,2019-05-16 01:44:21.176
STILL,아이쉐어링,com.isharing.isharing,2019-05-16 01:44:21.213,2019-05-16 01:44:22.333
STILL,아이쉐어링,com.isharing.isharing,2019-05-16 01:44:22.352,2019-05-16 01:44:33.192
STILL,Samsung Experience 홈,com.sec.android.app.launcher,2019-05-16 01:44:33.218,2019-05-16 01:44:34.165
STILL,카카오톡,com.kakao.talk,2019-05-16 01:44:34.203,2019-05-16 01:44:34.285
STILL,카카오톡,com.kakao.talk,2019-05-16 01:44:34.433,2019-05-16 01:44:36.168
STILL,카카오톡,com.kakao.talk,2019-05-16 01:44:36.209,2019-05-16 01:44:39.446
STILL,카카오톡,com.kakao.talk,2019-05-16 01:45:15.635,2019-05-16 01:45:15.682
STILL,카카오톡,com.kakao.talk,2019-05-16 01:45:15.805,2019-05-16 01:45:18.311
