actionType,start_time,end_time
STILL,2019-05-03 00:00:00.000,2019-05-03 12:04:32.859
WALKING,2019-05-03 12:04:32.859,2019-05-03 12:06:19.271
STILL,2019-05-03 12:06:19.271,2019-05-03 12:07:52.269
IN_VEHICLE,2019-05-03 12:07:52.269,2019-05-03 12:39:06.893
WALKING,2019-05-03 12:39:06.893,2019-05-03 12:42:24.578
STILL,2019-05-03 12:42:24.578,2019-05-04 00:00:00.000
STILL,2019-05-04 00:00:00.000,2019-05-04 03:21:53.959
WALKING,2019-05-04 03:21:53.959,2019-05-04 03:25:43.991
STILL,2019-05-04 03:25:43.991,2019-05-04 03:27:46.749
IN_VEHICLE,2019-05-04 03:27:46.749,2019-05-04 04:17:28.039
WALKING,2019-05-04 04:17:28.039,2019-05-04 04:36:50.379
STILL,2019-05-04 04:36:50.379,2019-05-04 04:40:12.729
WALKING,2019-05-04 04:40:12.729,2019-05-04 04:59:32.469
STILL,2019-05-04 04:59:32.469,2019-05-04 05:10:11.431
WALKING,2019-05-04 05:10:11.431,2019-05-04 05:30:14.483
STILL,2019-05-04 05:30:14.483,2019-05-04 06:05:02.630
WALKING,2019-05-04 06:05:02.630,2019-05-04 06:24:35.628
STILL,2019-05-04 06:24:35.628,2019-05-04 08:03:09.406
WALKING,2019-05-04 08:03:09.406,2019-05-04 08:04:52.232
STILL,2019-05-04 08:04:52.232,2019-05-04 08:05:09.772
WALKING,2019-05-04 08:05:09.772,2019-05-04 08:08:00.272
STILL,2019-05-04 08:08:00.272,2019-05-04 09:25:01.805
WALKING,2019-05-04 09:25:01.805,2019-05-04 09:48:21.649
STILL,2019-05-04 09:48:21.649,2019-05-04 09:49:32.683
IN_VEHICLE,2019-05-04 09:49:32.683,2019-05-04 09:50:30.002
WALKING,2019-05-04 09:50:30.002,2019-05-04 09:59:08.592
STILL,2019-05-04 09:59:08.592,2019-05-04 10:04:41.745
IN_VEHICLE,2019-05-04 10:04:41.745,2019-05-04 10:08:41.714
WALKING,2019-05-04 10:08:41.714,2019-05-04 10:11:12.139
STILL,2019-05-04 10:11:12.139,2019-05-04 10:12:01.846
WALKING,2019-05-04 10:12:01.846,2019-05-04 10:17:37.396
STILL,2019-05-04 10:17:37.396,2019-05-04 11:49:39.793
WALKING,2019-05-04 11:49:39.793,2019-05-04 11:59:19.803
STILL,2019-05-04 11:59:19.803,2019-05-04 17:24:46.657
WALKING,2019-05-04 17:24:46.657,2019-05-05 00:00:00.000
WALKING,2019-05-05 00:00:00.000,2019-05-05 03:31:48.090
STILL,2019-05-05 03:31:48.090,2019-05-05 04:00:43.007
WALKING,2019-05-05 04:00:43.007,2019-05-05 04:08:33.631
STILL,2019-05-05 04:08:33.631,2019-05-05 06:06:28.399
WALKING,2019-05-05 06:06:28.399,2019-05-05 06:52:56.587
STILL,2019-05-05 06:52:56.587,2019-05-05 06:55:49.839
WALKING,2019-05-05 06:55:49.839,2019-05-05 07:21:40.762
STILL,2019-05-05 07:21:40.762,2019-05-05 07:25:07.685
WALKING,2019-05-05 07:25:07.685,2019-05-05 07:36:08.374
STILL,2019-05-05 07:36:08.374,2019-05-05 07:37:00.247
WALKING,2019-05-05 07:37:00.247,2019-05-05 07:39:57.943
STILL,2019-05-05 07:39:57.943,2019-05-05 07:41:22.799
WALKING,2019-05-05 07:41:22.799,2019-05-05 07:45:19.993
STILL,2019-05-05 07:45:19.993,2019-05-05 07:49:26.023
WALKING,2019-05-05 07:49:26.023,2019-05-05 07:52:53.558
STILL,2019-05-05 07:52:53.558,2019-05-05 07:53:13.493
WALKING,2019-05-05 07:53:13.493,2019-05-05 08:19:20.651
STILL,2019-05-05 08:19:20.651,2019-05-05 08:23:04.044
WALKING,2019-05-05 08:23:04.044,2019-05-05 08:32:42.817
STILL,2019-05-05 08:32:42.817,2019-05-05 09:02:49.689
WALKING,2019-05-05 09:02:49.689,2019-05-05 09:14:22.158
STILL,2019-05-05 09:14:22.158,2019-05-05 09:21:50.558
IN_VEHICLE,2019-05-05 09:21:50.558,2019-05-05 09:32:03.789
WALKING,2019-05-05 09:32:03.789,2019-05-05 09:33:27.723
STILL,2019-05-05 09:33:27.723,2019-05-05 09:36:36.050
WALKING,2019-05-05 09:36:36.050,2019-05-05 09:49:06.118
STILL,2019-05-05 09:49:06.118,2019-05-05 10:14:05.617
IN_VEHICLE,2019-05-05 10:14:05.617,2019-05-05 10:14:52.631
IN_VEHICLE,2019-05-05 10:14:52.631,2019-05-05 10:37:04.692
WALKING,2019-05-05 10:37:04.692,2019-05-05 10:53:54.167
STILL,2019-05-05 10:53:54.167,2019-05-05 10:54:40.106
WALKING,2019-05-05 10:54:40.106,2019-05-05 10:55:43.840
STILL,2019-05-05 10:55:43.840,2019-05-05 11:48:10.203
WALKING,2019-05-05 11:48:10.203,2019-05-05 11:51:22.237
STILL,2019-05-05 11:51:22.237,2019-05-05 11:57:45.910
IN_VEHICLE,2019-05-05 11:57:45.910,2019-05-05 11:58:02.573
WALKING,2019-05-05 11:58:02.573,2019-05-05 11:59:18.212
IN_VEHICLE,2019-05-05 11:59:18.212,2019-05-05 11:59:48.508
WALKING,2019-05-05 11:59:48.508,2019-05-05 12:23:35.903
