actionType,start_time,end_time
WALKING,2019-05-08 00:00:00.000,2019-05-08 00:01:04.331
STILL,2019-05-08 00:01:04.331,2019-05-08 02:51:00.181
WALKING,2019-05-08 02:51:00.181,2019-05-08 03:13:32.597
STILL,2019-05-08 03:13:32.597,2019-05-08 03:42:41.712
WALKING,2019-05-08 03:42:41.712,2019-05-08 03:53:37.494
STILL,2019-05-08 03:53:37.494,2019-05-08 07:00:08.441
WALKING,2019-05-08 07:00:08.441,2019-05-08 07:04:20.483
STILL,2019-05-08 07:04:20.483,2019-05-08 07:06:08.796
WALKING,2019-05-08 07:06:08.796,2019-05-08 07:25:14.225
STILL,2019-05-08 07:25:14.225,2019-05-08 07:25:44.773
WALKING,2019-05-08 07:25:44.773,2019-05-08 07:26:00.224
STILL,2019-05-08 07:26:00.224,2019-05-08 07:26:30.416
WALKING,2019-05-08 07:26:30.416,2019-05-08 07:30:07.266
STILL,2019-05-08 07:30:07.266,2019-05-08 07:38:48.345
WALKING,2019-05-08 07:38:48.345,2019-05-08 07:40:35.756
STILL,2019-05-08 07:40:35.756,2019-05-08 08:35:36.952
WALKING,2019-05-08 08:35:36.952,2019-05-08 08:39:36.613
STILL,2019-05-08 08:39:36.613,2019-05-08 08:40:56.237
IN_VEHICLE,2019-05-08 08:40:56.237,2019-05-08 08:45:54.562
WALKING,2019-05-08 08:45:54.562,2019-05-08 08:59:16.482
STILL,2019-05-08 08:59:16.482,2019-05-08 10:34:56.901
WALKING,2019-05-08 10:34:56.901,2019-05-08 10:41:55.440
IN_VEHICLE,2019-05-08 10:41:55.440,2019-05-08 10:45:02.260
WALKING,2019-05-08 10:45:02.260,2019-05-08 10:56:46.892
STILL,2019-05-08 10:56:46.892,2019-05-08 14:14:50.167
WALKING,2019-05-08 14:14:50.167,2019-05-08 14:53:27.942
STILL,2019-05-08 14:53:27.942,2019-05-08 15:06:35.843
WALKING,2019-05-08 15:06:35.843,2019-05-08 15:24:46.579
STILL,2019-05-08 15:24:46.579,2019-05-08 15:55:27.836
WALKING,2019-05-08 15:55:27.836,2019-05-08 16:02:53.838
STILL,2019-05-08 16:02:53.838,2019-05-08 16:03:09.955
WALKING,2019-05-08 16:03:09.955,2019-05-08 16:04:07.244
STILL,2019-05-08 16:04:07.244,2019-05-09 00:00:00.000
STILL,2019-05-09 00:00:00.000,2019-05-09 00:43:15.629
WALKING,2019-05-09 00:43:15.629,2019-05-09 01:06:51.132
STILL,2019-05-09 01:06:51.132,2019-05-09 01:57:53.343
WALKING,2019-05-09 01:57:53.343,2019-05-09 03:16:47.662
