timestamp,rxKiloBytes,txKiloBytes,duration
1557273920566,58,14,15000
1557274218580,18,14,15000
1557274233620,40,22,15000
1557274248649,0,0,15000
1557274263671,0,0,15000
1557274278694,1,3,15000
1557274293727,0,0,15000
1557274308768,6,3,15000
1557274323811,0,0,15000
1557274338855,0,0,15000
1557274353906,0,0,15000
1557274368931,0,0,15000
1557274383958,0,0,15000
1557274399007,0,0,15000
1557274414035,0,0,15000
1557274429070,0,0,15000
1557274444101,0,0,15000
1557274459133,0,0,15000
1557274474163,17,259,15000
1557274489194,4,1,15000
1557274504215,0,0,15000
1557274519234,17,6,15000
1557274534269,7,18,15000
1557274549303,0,0,15000
1557274564335,0,0,15000
1557274579365,0,0,15000
1557274594400,7,2,15000
1557274609432,13,3,15000
1557274624464,0,1,15000
1557274639504,3,0,15000
1557274654533,4,2,15000
1557274669573,0,0,15000
1557274684599,0,0,15000
1557274699633,0,0,15000
1557274714667,0,0,15000
1557274729699,0,0,15000
1557274744734,0,0,15000
1557274759763,0,0,15000
1557274774795,1,0,15000
1557274789821,0,0,15000
1557274804855,0,0,15000
1557274819890,0,0,15000
1557274834921,1,0,15000
1557274849951,1,1,15000
1557274864981,0,0,15000
1557274880013,4,5,15000
1557276086015,2,2,15000
1557276101027,82,16,15000
1557276116037,0,0,15000
1557276131054,1,0,15000
1557276146077,0,0,15000
1557276161119,111,86,15000
1557276176143,1,0,15000
1557276191177,1,2,15000
1557276206198,0,0,15000
1557276221222,112,14,15000
1557276236256,11,8,15000
1557276251288,0,0,15000
1557276266326,28,269,15000
1557276281348,5,2,15000
1557276296381,4,2,15000
1557276311406,2,2,15000
1557276326431,1703,102,15000
1557276341460,810,59,15000
1557276356481,2823,76,15000
1557276371508,1,0,15000
1557276386545,1,6,15000
1557276401567,387,20,15000
1557276416580,3141,98,15000
1557276431613,368,28,15000
1557276446630,3,14,15000
1557276461650,137,33,15000
1557276476671,183,45,15000
1557276491694,236,34,15000
1557276506719,2,2,15000
1557276521730,2060,55,15000
1557276536742,3954,86,15000
1557276551932,4332,80,15000
1557276566943,5840,125,15000
1557276581965,301,21,15000
1557276596984,5901,148,15000
1557276612005,88,152,15000
1557277937916,19,16,15000
1557277952941,0,0,15000
1557277967978,1,2,15000
1557277983011,1,1,15000
1557277998047,11,7,15000
1557278013078,35,9,15000
1557278028112,0,0,15000
1557278043132,1,0,15000
1557278058156,0,1,15000
1557278073182,15,47,15000
1557278088190,141,23,15000
1557278103216,67,12,15000
1557278118247,6,3,15000
1557278133262,68,13,15000
1557278148272,3,2,15000
1557278163293,5,11,15000
1557278178314,6,2,15000
1557278193329,51,271,15000
1557278988749,24,10,15000
1557279033775,177,63,15000
1557279453978,18,7,15000
1557279469054,465,15,15000
1557279484099,0,0,15000
1557279499136,12,4,15000
1557280714771,240,98,15000
1557280729791,336,85,15000
1557280744803,438,59,15000
1557280759816,78,25,15000
1557280774846,29,8,15000
1557280789876,2,2,15000
1557280804905,48,18,15000
1557281030043,1,1,15000
1557281435280,26,15,15000
1557281450325,1,0,15000
1557281465360,3,1,15000
1557281480387,0,0,15000
1557281495409,0,0,15000
1557281510431,6,1,15000
1557281525461,0,0,15000
1557281765605,8,7,15000
1557281780614,98,21,15000
1557282081006,30,14,15000
1557282096020,1,1,15000
1557282111033,0,0,15000
1557282126067,85,32,15000
1557282141081,21,7,15000
1557282156093,78,34,15000
1557282171125,4,1,15000
