timestamp,UVExposureToday,UVIndexLevel
1557365436237,0,NONE
1557365496237,0,NONE
1557365556252,0,NONE
1557365616252,0,NONE
1557365676233,0,NONE
1557365736236,0,NONE
1557365796255,0,NONE
1557365856260,0,NONE
1557365916291,0,NONE
1557365976245,0,NONE
1557366036262,0,NONE
1557366096240,0,NONE
1557366156242,0,NONE
1557366216255,0,NONE
1557366276266,0,NONE
1557366336251,0,NONE
1557366396245,0,NONE
1557366456246,0,NONE
1557366516269,0,NONE
1557366576252,0,NONE
1557366636257,0,NONE
1557366696262,0,NONE
1557366756255,0,NONE
1557366816268,0,NONE
1557366876253,0,NONE
1557366936252,0,NONE
1557366996271,0,NONE
1557367056257,0,NONE
1557367116279,0,NONE
1557367176275,0,NONE
1557367236266,0,NONE
1557367296274,0,NONE
1557367356279,0,NONE
1557367416278,0,NONE
1557367476284,0,NONE
1557367536264,0,NONE
1557367596278,0,NONE
1557367656273,0,NONE
1557367716268,0,NONE
1557367776289,0,NONE
1557367836267,0,NONE
1557367896286,0,NONE
1557367956271,0,NONE
1557368016272,0,NONE
1557368076269,0,NONE
1557368136282,0,NONE
1557368196287,0,NONE
1557368256284,0,NONE
1557368316272,0,NONE
1557368376286,0,NONE
1557368436319,0,NONE
1557368496284,0,NONE
1557368556300,0,NONE
1557368616279,0,NONE
1557368676288,0,NONE
1557368736293,0,NONE
1557368796281,0,NONE
1557368856289,0,NONE
1557368916298,0,NONE
1557368976293,0,NONE
1557369036299,0,NONE
1557369096303,0,NONE
1557369156301,0,NONE
1557369216341,0,NONE
1557369276291,0,NONE
1557369336297,0,NONE
1557369396291,0,NONE
1557369456291,0,NONE
1557369516309,0,NONE
1557369576295,0,NONE
1557369636298,0,NONE
1557369696300,0,NONE
1557369756313,0,NONE
1557369816305,0,NONE
1557369876305,0,NONE
1557369936312,0,NONE
1557369996301,0,NONE
1557370056313,0,NONE
1557370116306,0,NONE
1557370176310,0,NONE
1557370236333,0,NONE
1557370296306,0,NONE
1557370356331,0,NONE
1557370416325,0,NONE
1557370476307,0,NONE
1557370536336,0,NONE
1557370596322,0,NONE
1557370656312,0,NONE
1557370716330,0,LOW
1557370776330,1,LOW
1557370836334,2,LOW
1557370896316,3,LOW
1557370956326,3,LOW
1557371016330,4,NONE
1557371076317,5,LOW
1557371136318,5,NONE
1557371196324,5,NONE
1557371256330,5,NONE
1557371316336,5,NONE
1557371376341,5,NONE
1557371436328,5,NONE
1557371496339,5,NONE
1557371556347,5,NONE
1557371616333,5,NONE
1557371676348,5,NONE
1557371736343,5,NONE
1557371796345,5,NONE
1557371856349,5,NONE
1557371916351,5,NONE
1557371976337,5,NONE
1557372036335,5,NONE
1557372096338,5,NONE
1557372156340,5,NONE
1557372216354,5,NONE
1557372276347,5,NONE
