timestamp,confidence,type
1557360014069,1.0,STILL
1557360312622,1.0,STILL
1557360557373,1.0,STILL
1557360610967,1.0,STILL
1557360670703,1.0,STILL
1557360911458,1.0,STILL
1557361205100,1.0,STILL
1557361225053,1.0,STILL
1557362201862,1.0,STILL
1557362201963,1.0,STILL
1557362202036,1.0,STILL
1557362214010,1.0,STILL
1557362379550,1.0,STILL
1557362850482,1.0,STILL
1557364110075,1.0,STILL
1557364158538,1.0,STILL
1557364528809,1.0,STILL
1557364538362,0.4,UNKNOWN
1557364538362,0.1,IN_VEHICLE
1557364538362,0.1,ON_BICYCLE
1557364538362,0.1,ON_FOOT
1557364538362,0.1,WALKING
1557364538362,0.1,RUNNING
1557364538362,0.1,STILL
1557364584951,0.4,UNKNOWN
1557364584951,0.1,IN_VEHICLE
1557364584951,0.1,ON_BICYCLE
1557364584951,0.1,ON_FOOT
1557364584951,0.1,WALKING
1557364584951,0.1,RUNNING
1557364584951,0.1,STILL
1557364600482,0.4,UNKNOWN
1557364600482,0.1,IN_VEHICLE
1557364600482,0.1,ON_BICYCLE
1557364600482,0.1,ON_FOOT
1557364600482,0.1,WALKING
1557364600482,0.1,RUNNING
1557364600482,0.1,STILL
1557364610254,0.4,UNKNOWN
1557364610254,0.1,IN_VEHICLE
1557364610254,0.1,ON_BICYCLE
1557364610254,0.1,ON_FOOT
1557364610254,0.1,WALKING
1557364610254,0.1,RUNNING
1557364610254,0.1,STILL
1557364625827,0.88,ON_FOOT
1557364625827,0.88,WALKING
1557364625827,0.04,STILL
1557364625827,0.03,UNKNOWN
1557364625827,0.02,ON_BICYCLE
1557364625827,0.02,RUNNING
1557364625827,0.01,IN_VEHICLE
1557364633822,0.87,ON_FOOT
1557364633822,0.87,WALKING
1557364633822,0.05,STILL
1557364633822,0.03,RUNNING
1557364633822,0.02,ON_BICYCLE
1557364633822,0.02,UNKNOWN
1557364633822,0.01,IN_VEHICLE
1557364641699,1.0,TILTING
1557364649576,0.4,UNKNOWN
1557364649576,0.1,IN_VEHICLE
1557364649576,0.1,ON_BICYCLE
