timestamp,TotalSteps,StepsToday
1557710352552,96878,1022
1557710353570,96878,1022
1557710354555,96878,1022
1557710355590,96878,1022
1557710356583,96878,1022
1557710357609,96878,1022
1557710358609,96878,1022
1557710359626,96878,1022
1557710360636,96878,1022
1557710361626,96878,1022
1557710362628,96878,1022
1557710363634,96878,1022
1557710364665,96878,1022
1557710365670,96878,1022
1557710366672,96878,1022
1557710367705,96878,1022
1557710368706,96878,1022
1557710369693,96878,1022
1557710370693,96878,1022
1557710371703,96878,1022
1557710372726,96878,1022
1557710373724,96878,1022
1557710374727,96878,1022
1557710375735,96878,1022
1557710376759,96878,1022
1557710377776,96878,1022
1557710378769,96878,1022
1557710379790,96878,1022
1557710380798,96878,1022
1557710381787,96878,1022
1557710382809,96878,1022
1557710383821,96878,1022
1557710384825,96878,1022
1557710385842,96878,1022
1557710386833,96878,1022
1557710387843,96878,1022
1557710388841,96878,1022
1557710389865,96878,1022
1557710390876,96878,1022
1557710391874,96878,1022
1557710392890,96878,1022
1557710393891,96878,1022
1557710394913,96878,1022
1557710395918,96878,1022
1557710396922,96878,1022
1557710397919,96878,1022
1557710398938,96878,1022
1557710399958,96878,1022
1557710400952,96878,1022
1557710401959,96878,1022
1557710402972,96878,1022
1557710403982,96878,1022
1557710404989,96878,1022
1557710405993,96878,1022
1557710407005,96878,1022
1557710408011,96878,1022
1557710409026,96878,1022
1557710410025,96878,1022
1557710411032,96878,1022
1557710412062,96878,1022
1557710413044,96878,1022
1557710414060,96878,1022
1557710415059,96878,1022
1557710416082,96878,1022
1557710417091,96878,1022
1557710418106,96878,1022
1557710419102,96878,1022
1557710420111,96878,1022
1557710421117,96878,1022
1557710422132,96878,1022
1557710423136,96878,1022
1557710424131,96878,1022
1557710425143,96878,1022
1557710426172,96878,1022
1557710427158,96878,1022
1557710428176,96878,1022
1557710429200,96878,1022
1557710430206,96878,1022
1557710431189,96878,1022
1557710432215,96878,1022
1557710433216,96878,1022
1557710434263,96878,1022
1557710435232,96878,1022
1557710436234,96878,1022
1557710437267,96878,1022
1557710438267,96878,1022
1557710439270,96878,1022
1557710440274,96878,1022
1557710441269,96878,1022
1557710442277,96878,1022
1557710443299,96878,1022
1557710444302,96878,1022
1557710445298,96878,1022
1557710446328,96878,1022
1557710447336,96878,1022
1557710448342,96878,1022
1557710449332,96878,1022
1557710450355,96878,1022
1557710451366,96878,1022
1557710452361,96878,1022
1557710453372,96878,1022
1557710454386,96878,1022
1557710455403,96878,1022
1557710456404,96878,1022
1557710457417,96878,1022
1557710458425,96878,1022
1557710459448,96878,1022
1557710460434,96878,1022
1557710461437,96878,1022
1557710462430,96878,1022
1557710463458,96878,1022
1557710464463,96878,1022
1557710465481,96878,1022
