timestamp,status,temperature,level,plugged
1557273930378,FULL,268,100.0,AC
1557274533068,FULL,279,100.0,AC
1557276066745,DISCHARGING,283,100.0,UNDEFINED
1557276096878,DISCHARGING,290,100.0,UNDEFINED
1557276127118,DISCHARGING,293,100.0,UNDEFINED
1557276157255,DISCHARGING,295,100.0,UNDEFINED
1557276187446,DISCHARGING,299,100.0,UNDEFINED
1557276277910,DISCHARGING,305,100.0,UNDEFINED
1557276308070,DISCHARGING,305,100.0,UNDEFINED
1557276338325,DISCHARGING,307,100.0,UNDEFINED
1557276368453,DISCHARGING,310,99.0,UNDEFINED
1557276519249,DISCHARGING,315,99.0,UNDEFINED
1557276579698,DISCHARGING,324,98.0,UNDEFINED
1557276607580,CHARGING,326,98.0,AC
1557276613026,CHARGING,326,98.0,AC
1557276617740,CHARGING,327,98.0,AC
1557276627184,CHARGING,328,98.0,AC
1557276633178,CHARGING,327,98.0,AC
1557276660226,CHARGING,326,99.0,AC
1557276668192,CHARGING,325,99.0,AC
1557276671166,CHARGING,325,99.0,AC
1557276688189,CHARGING,325,99.0,AC
1557276693203,CHARGING,324,99.0,AC
1557276709191,CHARGING,324,99.0,AC
1557276719410,CHARGING,324,99.0,AC
1557276729589,CHARGING,324,99.0,AC
1557276738206,CHARGING,323,99.0,AC
1557276761177,CHARGING,322,99.0,AC
1557276771392,CHARGING,322,99.0,AC
1557276791203,CHARGING,321,99.0,AC
1557276793165,CHARGING,321,99.0,AC
1557276799167,CHARGING,320,99.0,AC
1557276819353,CHARGING,320,100.0,AC
1557276834167,CHARGING,319,100.0,AC
1557276836165,CHARGING,319,100.0,AC
1557276846158,CHARGING,319,100.0,AC
1557276849173,CHARGING,318,100.0,AC
1557276851186,CHARGING,318,100.0,AC
1557276853177,CHARGING,318,100.0,AC
1557276860185,CHARGING,318,100.0,AC
1557276869184,CHARGING,318,100.0,AC
1557276871175,CHARGING,318,100.0,AC
1557276873156,CHARGING,318,100.0,AC
1557276903192,FULL,317,100.0,AC
1557277283171,FULL,306,100.0,AC
1557277612198,FULL,297,100.0,AC
1557277914181,DISCHARGING,290,100.0,UNDEFINED
1557278004797,DISCHARGING,282,100.0,UNDEFINED
1557278185714,DISCHARGING,289,100.0,UNDEFINED
1557278215925,DISCHARGING,289,99.0,UNDEFINED
1557279000474,DISCHARGING,285,98.0,UNDEFINED
1557279030581,DISCHARGING,286,98.0,UNDEFINED
1557279060746,DISCHARGING,288,98.0,UNDEFINED
1557279271886,DISCHARGING,283,97.0,UNDEFINED
1557279392561,DISCHARGING,275,97.0,UNDEFINED
1557279422716,DISCHARGING,276,97.0,UNDEFINED
1557279513264,DISCHARGING,287,97.0,UNDEFINED
1557279784793,DISCHARGING,281,97.0,UNDEFINED
1557279815013,DISCHARGING,281,96.0,UNDEFINED
1557280327897,DISCHARGING,284,96.0,UNDEFINED
1557280358163,DISCHARGING,291,96.0,UNDEFINED
1557280659859,DISCHARGING,289,95.0,UNDEFINED
1557280720168,DISCHARGING,297,95.0,UNDEFINED
1557280780547,DISCHARGING,309,95.0,UNDEFINED
1557280931453,DISCHARGING,298,95.0,UNDEFINED
1557281082268,DISCHARGING,300,94.0,UNDEFINED
1557281414111,DISCHARGING,298,94.0,UNDEFINED
1557281444337,DISCHARGING,300,94.0,UNDEFINED
1557281534777,DISCHARGING,299,94.0,UNDEFINED
1557281564993,DISCHARGING,300,94.0,UNDEFINED
1557281745920,DISCHARGING,303,93.0,UNDEFINED
1557281806227,DISCHARGING,313,93.0,UNDEFINED
1557281926995,DISCHARGING,299,93.0,UNDEFINED
1557281987349,DISCHARGING,290,92.0,UNDEFINED
1557282077755,DISCHARGING,291,92.0,UNDEFINED
1557282138112,DISCHARGING,295,91.0,UNDEFINED
1557282198412,DISCHARGING,300,91.0,UNDEFINED
1557282228568,DISCHARGING,303,91.0,UNDEFINED
1557282288926,DISCHARGING,304,90.0,UNDEFINED
1557282439810,DISCHARGING,311,89.0,UNDEFINED
1557282560479,DISCHARGING,320,88.0,UNDEFINED
1557282590603,DISCHARGING,324,88.0,UNDEFINED
1557282650937,DISCHARGING,327,88.0,UNDEFINED
