timestamp,CaloriesToday,Calories
1557532800031,475,15794
1557532801078,475,15794
1557532802114,475,15794
1557532803119,475,15794
1557532804131,475,15794
1557532805186,475,15794
1557532806182,475,15794
1557532807208,475,15794
1557532808234,475,15794
1557532809277,475,15794
1557532810298,475,15794
1557532811307,475,15794
1557532812338,475,15794
1557532813354,475,15794
1557532814386,475,15794
1557532815398,475,15794
1557532816419,475,15794
1557532817461,475,15794
1557532818488,475,15794
1557532819514,475,15794
1557532820526,475,15794
1557532821532,475,15794
1557532822587,475,15794
1557532823611,475,15794
1557532824621,475,15794
1557532825641,475,15794
1557532826679,475,15795
1557532827691,475,15795
1557532828732,476,15795
1557532829755,476,15795
1557532830785,476,15795
1557532831791,476,15795
1557532832823,476,15795
1557532833837,476,15795
1557532834860,476,15795
1557532835900,476,15795
1557532836925,476,15795
1557532837951,476,15795
1557532838970,476,15795
1557532839996,476,15795
1557532841004,476,15795
1557532842055,476,15795
1557532843055,476,15795
1557532844094,476,15795
1557532845114,476,15795
1557532846137,476,15795
1557532847150,476,15795
1557532848200,476,15795
1557532849206,476,15795
1557532850225,476,15795
1557532851260,476,15795
1557532852267,476,15795
1557532853291,476,15795
1557532854326,476,15795
1557532855351,476,15795
1557532856384,476,15795
1557532857406,476,15795
1557532858406,476,15795
1557532859433,476,15795
1557532860482,476,15795
1557532861487,476,15795
1557532862520,476,15795
1557532863551,476,15795
1557532864567,476,15795
1557532865581,476,15795
1557532866609,476,15795
1557532867634,476,15795
1557532868646,476,15795
1557532869689,476,15795
1557532870711,476,15795
1557532871741,476,15795
1557532872767,476,15795
1557532873769,476,15795
1557532874797,476,15795
1557532875822,476,15795
1557532876837,476,15795
1557532877880,476,15795
1557532878892,476,15795
1557532879918,476,15795
1557532880938,476,15795
1557532881968,476,15795
1557532883010,476,15795
1557532884025,476,15795
1557532885041,476,15795
1557532886065,476,15795
1557532887105,476,15795
1557532888119,476,15795
1557532889129,476,15795
1557532890146,476,15795
1557532891192,476,15795
1557532892222,476,15795
1557532893228,476,15795
1557532894267,476,15796
1557532895278,476,15796
1557532896315,477,15796
1557532897331,477,15796
1557532898355,477,15796
1557532899365,477,15796
1557532900428,477,15796
1557532901427,477,15796
1557532902459,477,15796
1557532903473,477,15796
1557532904495,477,15796
1557532905529,477,15796
1557532906553,477,15796
1557532907560,477,15796
1557532908614,477,15796
1557532909631,477,15796
1557532910632,477,15796
1557532911663,477,15796
1557532912702,477,15796
1557532913713,477,15796
1557532914741,477,15796
1557532915777,477,15796
1557532916781,477,15796
1557532917803,477,15796
1557532918851,477,15796
1557532919857,477,15796
1557532920898,477,15796
1557532921920,477,15796
1557532922937,477,15796
1557532923965,477,15796
1557532924999,477,15796
1557532925995,477,15796
1557532927058,477,15796
1557532928061,477,15796
1557532929081,477,15796
1557532930091,477,15796
1557532931128,477,15796
1557532932131,477,15796
1557532933200,477,15796
1557532934196,477,15796
1557532935229,477,15796
1557532936257,477,15796
1557532937289,477,15796
1557532938297,477,15796
1557532939334,477,15796
1557532940345,477,15796
1557532941368,477,15796
1557532942410,477,15796
1557532943406,477,15796
1557532944447,477,15796
1557532945464,477,15796
1557532946501,477,15796
1557532947521,477,15796
1557532948537,477,15796
1557532949560,477,15796
1557532950596,477,15796
1557532951604,477,15796
1557532952633,477,15796
1557532953646,477,15796
1557532954700,477,15796
1557532955691,477,15796
1557532956734,477,15796
1557532957763,477,15796
1557532958780,477,15796
1557532959806,477,15796
1557532960833,477,15796
1557532961847,477,15796
1557532962864,477,15797
1557532963903,477,15797
1557532964933,478,15797
1557532965938,478,15797
1557532966964,478,15797
1557532968006,478,15797
1557532969003,478,15797
1557532970047,478,15797
1557532971085,478,15797
1557532972083,478,15797
1557532973127,478,15797
1557532974134,478,15797
1557532975161,478,15797
1557532976198,478,15797
1557532977216,478,15797
1557532978238,478,15797
1557532979255,478,15797
1557532980279,478,15797
1557532981309,478,15797
1557532982338,478,15797
1557532983354,478,15797
1557532984362,478,15797
1557532985392,478,15797
1557532986434,478,15797
1557532987452,478,15797
1557532988480,478,15797
1557532989490,478,15797
1557532990541,478,15797
1557532991531,478,15797
1557532992564,478,15797
1557532993589,478,15797
1557532994615,478,15797
1557532995639,478,15797
1557532996644,478,15797
1557532997717,478,15797
1557532998706,478,15797
1557532999725,478,15797
1557533000753,478,15797
1557533001784,478,15797
1557533002811,478,15797
1557533003834,478,15797
1557533004860,478,15797
1557533005893,478,15797
1557533006889,478,15797
1557533007933,478,15797
1557533008944,478,15797
1557533009969,478,15797
1557533010988,478,15797
1557533012017,478,15797
1557533013042,478,15797
1557533014079,478,15797
1557533015103,478,15797
1557533016108,478,15797
1557533017136,478,15797
1557533018146,478,15797
1557533019191,478,15797
1557533020202,478,15797
1557533021231,478,15797
1557533022244,478,15797
1557533023298,478,15797
1557533024320,478,15797
1557533025347,478,15797
1557533026359,478,15797
1557533027378,478,15797
1557533028391,478,15797
1557533029454,478,15797
1557533030446,478,15797
1557533031474,478,15798
1557533032489,478,15798
1557533033537,479,15798
1557533034563,479,15798
1557533035594,479,15798
1557533036611,479,15798
1557533037620,479,15798
1557533038647,479,15798
1557533039672,479,15798
1557533040692,479,15798
1557533041734,479,15798
1557533042729,479,15798
1557533043759,479,15798
1557533044797,479,15798
1557533045804,479,15798
1557533046830,479,15798
1557533047867,479,15798
1557533048880,479,15798
1557533049915,479,15798
1557533050944,479,15798
1557533051980,479,15798
1557533052972,479,15798
1557533054027,479,15798
1557533055024,479,15798
1557533056082,479,15798
1557533057097,479,15798
1557533058105,479,15798
1557533059135,479,15798
1557533060162,479,15798
1557533061191,479,15798
1557533062214,479,15798
1557533063230,479,15798
1557533064255,479,15798
1557533065279,479,15798
1557533066366,479,15798
1557533067331,479,15798
1557533068359,479,15798
1557533069397,479,15798
1557533070412,479,15798
1557533071434,479,15798
1557533072456,479,15798
1557533073483,479,15798
1557533074489,479,15798
1557533075535,479,15798
1557533076543,479,15798
1557533077585,479,15798
1557533078598,479,15798
1557533079622,479,15798
1557533080653,479,15798
1557533081661,479,15798
1557533082676,479,15798
1557533083718,479,15798
1557533084732,479,15798
1557533085748,479,15798
1557533086785,479,15798
1557533087815,479,15798
1557533088837,479,15798
1557533089858,479,15798
1557533090892,479,15798
1557533091893,479,15798
1557533092934,479,15798
1557533093967,479,15798
1557533094998,479,15798
1557533096011,479,15798
1557533097019,479,15798
1557533098046,479,15798
1557533099066,479,15799
1557533100089,479,15799
1557533101113,480,15799
1557533102139,480,15799
1557533103174,480,15799
