timestamp,confidence,type
1557447200302,1.0,STILL
1557447480135,1.0,STILL
1557447910429,1.0,STILL
1557447931355,1.0,STILL
1557447948039,0.4,UNKNOWN
1557447948039,0.1,IN_VEHICLE
1557447948039,0.1,ON_BICYCLE
1557447948039,0.1,ON_FOOT
1557447948039,0.1,WALKING
1557447948039,0.1,RUNNING
1557447948039,0.1,STILL
1557447977905,1.0,TILTING
1557447980828,0.4,UNKNOWN
1557447980828,0.1,IN_VEHICLE
1557447980828,0.1,ON_BICYCLE
1557447980828,0.1,ON_FOOT
1557447980828,0.1,WALKING
1557447980828,0.1,RUNNING
1557447980828,0.1,STILL
1557448014264,0.92,ON_FOOT
1557448014264,0.92,WALKING
1557448014264,0.04,RUNNING
1557448014264,0.02,UNKNOWN
1557448014264,0.01,ON_BICYCLE
1557448014264,0.01,STILL
1557448030370,0.86,ON_FOOT
1557448030370,0.86,WALKING
1557448030370,0.08,RUNNING
1557448030370,0.03,ON_BICYCLE
1557448030370,0.01,IN_VEHICLE
1557448030370,0.01,STILL
1557448030370,0.01,UNKNOWN
1557448037933,1.0,TILTING
1557448045495,0.91,ON_FOOT
1557448045495,0.91,WALKING
1557448045495,0.07,RUNNING
1557448045495,0.01,ON_BICYCLE
1557448045495,0.01,UNKNOWN
1557448060631,0.97,ON_BICYCLE
1557448060631,0.02,UNKNOWN
1557448060631,0.01,ON_FOOT
1557448060631,0.01,WALKING
1557448075771,0.97,ON_BICYCLE
1557448075771,0.02,UNKNOWN
1557448075771,0.01,ON_FOOT
1557448075771,0.01,WALKING
1557448091029,0.97,ON_BICYCLE
1557448091029,0.02,UNKNOWN
1557448091029,0.01,ON_FOOT
1557448091029,0.01,WALKING
1557448106340,0.97,ON_BICYCLE
1557448106340,0.02,UNKNOWN
1557448106340,0.01,ON_FOOT
1557448106340,0.01,WALKING
1557448119965,1.0,ON_BICYCLE
1557448140545,1.0,ON_BICYCLE
1557448160902,1.0,ON_BICYCLE
1557448177574,0.97,ON_BICYCLE
1557448177574,0.02,UNKNOWN
1557448177574,0.01,ON_FOOT
1557448177574,0.01,WALKING
1557448192730,0.97,ON_BICYCLE
1557448192730,0.01,ON_FOOT
1557448192730,0.01,WALKING
1557448192730,0.01,STILL
1557448192730,0.01,UNKNOWN
1557448207865,0.97,ON_BICYCLE
1557448207865,0.02,UNKNOWN
1557448207865,0.01,ON_FOOT
1557448207865,0.01,WALKING
1557448222974,0.97,ON_BICYCLE
1557448222974,0.02,UNKNOWN
1557448222974,0.01,ON_FOOT
1557448222974,0.01,WALKING
1557448238104,0.97,ON_BICYCLE
1557448238104,0.02,UNKNOWN
1557448238104,0.01,ON_FOOT
1557448238104,0.01,WALKING
1557448253245,0.98,ON_BICYCLE
1557448253245,0.01,ON_FOOT
1557448253245,0.01,WALKING
1557448253245,0.01,UNKNOWN
1557448268862,0.4,UNKNOWN
1557448268862,0.1,IN_VEHICLE
1557448268862,0.1,ON_BICYCLE
1557448268862,0.1,ON_FOOT
1557448268862,0.1,WALKING
1557448268862,0.1,RUNNING
1557448268862,0.1,STILL
1557448284080,0.84,ON_FOOT
1557448284080,0.84,WALKING
1557448284080,0.09,STILL
1557448284080,0.02,IN_VEHICLE
1557448284080,0.02,UNKNOWN
1557448284080,0.01,ON_BICYCLE
1557448284080,0.01,RUNNING
1557448299131,0.82,ON_FOOT
1557448299131,0.82,WALKING
1557448299131,0.07,STILL
1557448299131,0.05,ON_BICYCLE
1557448299131,0.02,IN_VEHICLE
1557448299131,0.02,UNKNOWN
1557448299131,0.01,RUNNING
1557448314342,0.96,ON_FOOT
1557448314342,0.96,WALKING
1557448314342,0.02,RUNNING
1557448314342,0.01,ON_BICYCLE
1557448314342,0.01,UNKNOWN
1557448329514,0.95,ON_FOOT
1557448329514,0.95,WALKING
1557448329514,0.02,UNKNOWN
1557448329514,0.01,IN_VEHICLE
1557448329514,0.01,ON_BICYCLE
1557448329514,0.01,STILL
1557448347252,0.99,STILL
1557448347252,0.01,UNKNOWN
1557448362564,0.4,UNKNOWN
1557448362564,0.1,IN_VEHICLE
1557448362564,0.1,ON_BICYCLE
1557448362564,0.1,ON_FOOT
1557448362564,0.1,WALKING
1557448362564,0.1,RUNNING
1557448362564,0.1,STILL
1557448377868,0.4,UNKNOWN
1557448377868,0.1,IN_VEHICLE
1557448377868,0.1,ON_BICYCLE
1557448377868,0.1,ON_FOOT
1557448377868,0.1,WALKING
1557448377868,0.1,RUNNING
1557448377868,0.1,STILL
1557448385626,1.0,TILTING
1557448393384,0.4,UNKNOWN
1557448393384,0.1,IN_VEHICLE
1557448393384,0.1,ON_BICYCLE
1557448393384,0.1,ON_FOOT
1557448393384,0.1,WALKING
1557448393384,0.1,RUNNING
1557448393384,0.1,STILL
1557448409337,0.97,STILL
1557448409337,0.02,UNKNOWN
1557448409337,0.01,ON_FOOT
1557448409337,0.01,WALKING
1557448425291,0.99,STILL
1557448425291,0.01,UNKNOWN
1557448440657,0.98,STILL
1557448440657,0.01,ON_FOOT
1557448440657,0.01,WALKING
1557448440657,0.01,UNKNOWN
1557448457245,0.56,STILL
1557448457245,0.26,ON_FOOT
1557448457245,0.26,WALKING
1557448457245,0.07,IN_VEHICLE
1557448457245,0.05,ON_BICYCLE
1557448457245,0.02,UNKNOWN
1557448496406,1.0,STILL
1557448511671,0.97,STILL
1557448511671,0.01,IN_VEHICLE
1557448511671,0.01,ON_FOOT
1557448511671,0.01,WALKING
1557448527159,0.99,STILL
1557448527159,0.01,UNKNOWN
1557448536421,1.0,TILTING
1557448541145,1.0,STILL
1557448564618,1.0,STILL
1557448584036,1.0,STILL
1557448605392,1.0,STILL
1557448621365,0.99,STILL
