timestamp,ssid,bssid,frequency,rssi
1557705866021,64:e5:99:5b:96:6c,64:e5:99:5b:96:6c,2432,-51
1557705866021,ea:9e:b4:2c:6d:a7,ea:9e:b4:2c:6d:a7,2437,-56
1557705866021,64:e5:99:fc:8a:3e,64:e5:99:fc:8a:3e,2462,-63
1557705866021,88:36:6c:13:5f:16,88:36:6c:13:5f:16,2472,-66
1557705866021,34:68:95:09:c6:6c,34:68:95:09:c6:6c,2437,-67
1557705866021,f0:b4:29:1a:1e:c6,f0:b4:29:1a:1e:c6,2457,-78
1557705866021,88:36:6c:13:5f:14,88:36:6c:13:5f:14,5745,-79
1557705866021,70:5d:cc:06:39:64,70:5d:cc:06:39:64,5180,-81
1557705866021,42:b8:9a:81:8e:20,42:b8:9a:81:8e:20,2437,-84
1557705866021,42:b8:9a:26:b2:8c,42:b8:9a:26:b2:8c,2437,-86
1557705866021,90:9f:33:bd:52:18,90:9f:33:bd:52:18,2452,-87
1557705866021,88:36:6c:be:c4:44,88:36:6c:be:c4:44,5805,-87
1557705866021,88:36:6c:be:c4:46,88:36:6c:be:c4:46,2452,-88
1557705866021,64:51:06:ba:03:91,64:51:06:ba:03:91,2437,-89
1557705866021,04:8d:38:7d:45:e6,04:8d:38:7d:45:e6,2412,-91
1557705866021,0c:84:dc:a4:6f:92,0c:84:dc:a4:6f:92,2437,-92
1557705866021,88:36:6c:84:2d:e0,88:36:6c:84:2d:e0,2412,-92
1557708047320,64:e5:99:5b:96:6c,64:e5:99:5b:96:6c,2432,-49
1557708047320,ea:9e:b4:2c:6d:a7,ea:9e:b4:2c:6d:a7,2437,-53
1557708047320,64:e5:99:fc:8a:3e,64:e5:99:fc:8a:3e,2462,-57
1557708047320,34:68:95:09:c6:6c,34:68:95:09:c6:6c,2437,-60
1557708047320,88:36:6c:13:5f:16,88:36:6c:13:5f:16,2472,-66
1557708047320,f0:b4:29:1a:1e:c6,f0:b4:29:1a:1e:c6,2457,-72
1557708047320,70:5d:cc:06:39:64,70:5d:cc:06:39:64,5180,-82
1557708047320,88:36:6c:13:5f:14,88:36:6c:13:5f:14,5745,-82
1557708047320,88:36:6c:be:c4:46,88:36:6c:be:c4:46,2452,-82
1557708047320,88:36:6c:6e:f4:88,88:36:6c:6e:f4:88,2412,-85
1557708047320,88:36:6c:c5:6e:e5,88:36:6c:c5:6e:e5,2462,-89
1557708047320,88:36:6c:06:eb:a0,88:36:6c:06:eb:a0,2417,-91
1557708636033,64:e5:99:5b:96:6c,64:e5:99:5b:96:6c,2432,-51
1557708636033,64:e5:99:fc:8a:3e,64:e5:99:fc:8a:3e,2462,-58
1557708636033,34:68:95:09:c6:6c,34:68:95:09:c6:6c,2437,-63
1557708636033,88:36:6c:13:5f:16,88:36:6c:13:5f:16,2472,-68
