timestamp,CaloriesToday,Calories
1557710352429,583,18985
1557710353462,583,18985
1557710354499,583,18985
1557710355524,583,18985
1557710356548,583,18985
1557710357575,583,18985
1557710358585,583,18985
1557710359626,583,18985
1557710360639,583,18985
1557710361648,583,18985
1557710362683,583,18985
1557710363707,583,18985
1557710364728,583,18985
1557710365754,583,18985
1557710366794,583,18985
1557710367810,583,18985
1557710368835,583,18985
1557710369848,583,18985
1557710370877,583,18985
1557710371914,583,18985
1557710372933,583,18985
1557710373951,583,18985
1557710374979,583,18985
1557710376004,583,18985
1557710377038,583,18985
1557710378058,583,18985
1557710379076,583,18985
1557710380102,583,18985
1557710381119,583,18985
1557710382168,583,18985
1557710383158,583,18985
1557710384189,583,18985
1557710385228,583,18985
1557710386254,583,18985
1557710387270,583,18985
1557710388305,583,18985
1557710389310,583,18985
1557710390354,583,18985
1557710391374,583,18985
1557710392392,583,18985
1557710393411,583,18985
1557710394447,583,18985
1557710395482,583,18985
1557710396478,583,18985
1557710397522,583,18986
1557710398521,583,18986
1557710399568,583,18986
1557710400591,583,18986
1557710401607,583,18986
1557710402636,583,18986
1557710403666,583,18986
1557710404682,583,18986
1557710405724,583,18986
1557710406755,584,18986
1557710407767,584,18986
1557710408775,584,18986
1557710409810,584,18986
1557710410838,584,18986
1557710411863,584,18986
1557710412891,584,18986
1557710413888,584,18986
1557710414921,584,18986
1557710415954,584,18986
1557710416980,584,18986
1557710417999,584,18986
1557710419018,584,18986
1557710420052,584,18986
1557710421076,584,18986
1557710422099,584,18986
1557710423124,584,18986
1557710424131,584,18986
1557710425175,584,18986
1557710426206,584,18986
1557710427218,584,18986
1557710428238,584,18986
1557710429266,584,18986
1557710430296,584,18986
1557710431303,584,18986
1557710432315,584,18986
1557710433380,584,18986
1557710434391,584,18986
1557710435408,584,18986
1557710436437,584,18986
1557710437446,584,18986
1557710438489,584,18986
1557710439504,584,18986
1557710440519,584,18986
1557710441536,584,18986
1557710442577,584,18986
1557710443599,584,18986
1557710444635,584,18986
1557710445662,584,18986
1557710446680,584,18986
1557710447711,584,18986
1557710448710,584,18986
1557710449763,584,18986
1557710450760,584,18986
1557710451808,584,18986
1557710452811,584,18986
1557710453839,584,18987
1557710454863,584,18987
1557710455914,584,18987
1557710456916,584,18987
1557710457944,584,18987
1557710458963,584,18987
1557710459994,584,18987
1557710461005,584,18987
1557710462035,584,18987
1557710463047,584,18987
1557710464085,584,18987
1557710465113,584,18987
1557710466134,584,18987
1557710467152,584,18987
1557710468175,584,18987
1557710469211,584,18987
1557710470216,584,18987
1557710471254,584,18987
1557710472278,584,18987
1557710473290,585,18987
1557710474340,585,18987
1557710475338,585,18987
1557710476368,585,18987
1557710477408,585,18987
1557710478422,585,18987
1557710479453,585,18987
1557710480470,585,18987
1557710481481,585,18987
1557710482509,585,18987
1557710483532,585,18987
1557710484550,585,18987
1557710485577,585,18987
1557710486619,585,18987
1557710487622,585,18987
1557710488657,585,18987
1557710489674,585,18987
1557710490727,585,18987
1557710491715,585,18987
1557710492754,585,18987
1557710493792,585,18987
1557710494789,585,18987
1557710495838,585,18987
1557710496838,585,18987
1557710497886,585,18987
1557710498907,585,18987
1557710499939,585,18987
1557710500943,585,18987
1557710501975,585,18987
1557710503008,585,18987
1557710504024,585,18987
1557710505059,585,18987
1557710506065,585,18987
1557710507117,586,18987
1557710508113,586,18987
1557710509140,586,18988
1557710510166,586,18988
1557710511177,586,18988
1557710512206,586,18988
1557710513244,586,18988
1557710514282,586,18988
1557710515291,586,18988
1557710516302,586,18988
1557710517333,586,18988
1557710518355,586,18988
1557710519373,586,18988
1557710520407,586,18988
1557710521425,586,18988
1557710522448,586,18988
1557710523477,586,18988
1557710524506,586,18988
1557710525516,586,18988
1557710526562,586,18988
1557710527573,586,18988
1557710528622,586,18988
1557710529634,586,18988
1557710530633,586,18988
1557710531682,586,18988
1557710532698,586,18988
1557710533732,586,18988
1557710534758,586,18988
1557710535780,586,18988
1557710536807,586,18988
1557710537804,586,18988
1557710538861,586,18988
1557710539876,586,18988
1557710540881,586,18988
1557710541925,586,18988
1557710542946,586,18988
1557710543973,586,18988
1557710544998,586,18988
1557710546024,586,18988
1557710547031,586,18988
1557710548066,586,18988
1557710549080,586,18988
1557710550119,586,18988
1557710551146,586,18988
1557710552142,586,18988
1557710553187,586,18988
1557710554214,586,18988
1557710555218,586,18988
1557710556245,586,18988
1557710557273,586,18988
1557710558287,586,18988
1557710559334,586,18988
1557710560361,586,18988
1557710561363,586,18988
1557710562396,586,18988
1557710563434,586,18988
1557710564438,586,18989
1557710565463,586,18989
1557710566505,586,18989
1557710567521,586,18989
1557710568528,586,18989
1557710569560,586,18989
1557710570589,586,18989
1557710571602,586,18989
1557710572656,586,18989
1557710573648,586,18989
1557710574678,586,18989
1557710575725,586,18989
1557710576737,587,18989
1557710577755,587,18989
1557710578810,587,18989
1557710579815,587,18989
1557710580820,587,18989
1557710581860,587,18989
1557710582872,587,18989
1557710583918,587,18989
1557710584919,587,18989
1557710585945,587,18989
1557710587001,587,18989
1557710588045,587,18989
1557710589018,587,18989
1557710590072,587,18989
1557710591083,588,18989
1557710592116,588,18989
1557710593156,588,18989
1557710594149,588,18989
1557710595199,588,18989
1557710596202,588,18989
1557710597218,588,18989
1557710598240,588,18989
1557710599269,588,18989
1557710600341,588,18989
1557710601304,588,18989
1557710602340,588,18990
1557710603369,588,18990
1557710604384,588,18990
1557710605431,588,18990
1557710606445,588,18990
1557710607451,588,18990
1557710608493,588,18990
1557710609538,588,18990
1557710610518,589,18990
1557710611572,589,18990
1557710612589,589,18990
1557710613590,589,18990
1557710614645,589,18990
1557710615696,589,18990
1557710616682,589,18990
1557710617690,589,18990
1557710618762,589,18990
1557710619749,589,18991
1557710620905,589,18991
1557710621794,589,18991
1557710622812,589,18991
1557710623858,589,18991
1557710624908,589,18991
1557710625904,589,18991
1557710626920,589,18991
1557710627962,589,18991
1557710628988,589,18991
1557710629977,589,18991
1557710631015,589,18991
1557710632066,589,18991
1557710633048,589,18991
1557710634082,589,18991
1557710635141,589,18991
