timestamp,DistanceToday,TotalDistance,MotionType,Pace,Speed
1557278011502,0,4459720,IDLE,0,0
1557278012512,0,4459720,IDLE,0,0
1557278013534,0,4459720,IDLE,0,0
1557278014509,0,4459720,IDLE,0,0
1557278015572,0,4459720,IDLE,0,0
1557278016525,0,4459720,IDLE,0,0
1557278017540,0,4459720,IDLE,0,0
1557278018541,0,4459720,IDLE,0,0
1557278019575,0,4459720,IDLE,0,0
1557278020555,0,4459720,IDLE,0,0
1557278021570,0,4459720,IDLE,0,0
1557278022580,0,4459720,IDLE,0,0
1557278023591,0,4459720,IDLE,0,0
1557278024601,0,4459720,IDLE,0,0
1557278025606,0,4459720,IDLE,0,0
1557278026650,0,4459720,IDLE,0,0
1557278027618,0,4459720,IDLE,0,0
1557278028626,0,4459720,IDLE,0,0
1557278029633,0,4459720,IDLE,0,0
1557278030632,0,4459720,IDLE,0,0
1557278034784,0,4459720,IDLE,0,0
1557278035669,0,4459720,IDLE,0,0
1557278036684,0,4459720,IDLE,0,0
1557278037694,0,4459720,IDLE,0,0
1557278038759,0,4459720,IDLE,0,0
1557278039726,0,4459720,IDLE,0,0
1557278040741,0,4459720,IDLE,0,0
1557278041734,0,4459720,IDLE,0,0
1557278042777,0,4459720,IDLE,0,0
1557278043741,0,4459720,IDLE,0,0
1557278044743,0,4459720,IDLE,0,0
1557278045762,0,4459720,IDLE,0,0
1557278046778,0,4459720,IDLE,0,0
1557278047797,0,4459720,IDLE,0,0
1557278048794,0,4459720,IDLE,0,0
1557278049844,0,4459720,IDLE,0,0
1557278050811,0,4459720,IDLE,0,0
1557278051833,0,4459720,IDLE,0,0
1557278052814,0,4459720,IDLE,0,0
1557278053858,0,4459720,IDLE,0,0
1557278054835,0,4459720,IDLE,0,0
1557278055831,0,4459720,IDLE,0,0
1557278056848,0,4459720,IDLE,0,0
1557278057967,0,4459720,IDLE,0,0
1557278058865,0,4459720,IDLE,0,0
1557278059862,0,4459720,IDLE,0,0
1557278060889,0,4459720,IDLE,0,0
1557278061889,0,4459720,IDLE,0,0
1557278062912,0,4459720,IDLE,0,0
1557278063895,0,4459720,IDLE,0,0
1557278064919,0,4459720,IDLE,0,0
1557278065968,0,4459720,IDLE,0,0
1557278066946,0,4459720,IDLE,0,0
1557278067953,0,4459720,IDLE,0,0
1557278068957,0,4459720,IDLE,0,0
1557278069968,0,4459720,IDLE,0,0
1557278070956,0,4459720,IDLE,0,0
1557278071966,0,4459720,IDLE,0,0
1557278072963,0,4459720,IDLE,0,0
1557278073988,0,4459720,IDLE,0,0
1557278075025,0,4459720,IDLE,0,0
1557278076035,0,4459720,IDLE,0,0
1557278076994,0,4459720,IDLE,0,0
1557278078005,0,4459720,IDLE,0,0
1557278079022,0,4459720,IDLE,0,0
1557278080049,0,4459720,IDLE,0,0
1557278081035,0,4459720,IDLE,0,0
1557278082045,0,4459720,IDLE,0,0
1557278083082,0,4459720,IDLE,0,0
1557278084077,0,4459720,IDLE,0,0
1557278085086,0,4459720,IDLE,0,0
1557278086075,0,4459720,IDLE,0,0
1557278087102,0,4459720,IDLE,0,0
1557278088101,0,4459720,IDLE,0,0
1557278089117,0,4459720,IDLE,0,0
1557278090126,0,4459720,IDLE,0,0
1557278091130,0,4459720,IDLE,0,0
1557278092140,0,4459720,IDLE,0,0
1557278093139,0,4459720,IDLE,0,0
1557278094167,0,4459720,IDLE,0,0
1557278095179,0,4459720,IDLE,0,0
1557278096197,0,4459720,IDLE,0,0
1557278097197,0,4459720,IDLE,0,0
1557278098206,0,4459720,IDLE,0,0
1557278099204,0,4459720,IDLE,0,0
1557278100192,0,4459720,IDLE,0,0
1557278101214,0,4459720,IDLE,0,0
1557278102245,0,4459720,IDLE,0,0
1557278103260,0,4459720,IDLE,0,0
1557278104251,0,4459720,IDLE,0,0
1557278105242,0,4459720,IDLE,0,0
1557278106270,0,4459720,IDLE,0,0
1557278107251,0,4459720,IDLE,0,0
1557278108263,0,4459720,IDLE,0,0
1557278109313,0,4459720,IDLE,0,0
1557278110282,0,4459720,IDLE,0,0
1557278111314,0,4459720,IDLE,0,0
1557278112310,0,4459720,IDLE,0,0
1557278113310,0,4459720,IDLE,0,0
1557278114322,0,4459720,IDLE,0,0
1557278115317,0,4459720,IDLE,0,0
1557278116338,0,4459720,IDLE,0,0
1557278117351,0,4459720,IDLE,0,0
1557278118347,0,4459720,IDLE,0,0
1557278119370,0,4459720,IDLE,0,0
1557278120409,0,4459720,IDLE,0,0
1557278121390,0,4459720,IDLE,0,0
1557278122381,0,4459720,IDLE,0,0
1557278123384,0,4459720,IDLE,0,0
1557278124490,0,4459720,IDLE,0,0
1557278125403,0,4459720,IDLE,0,0
1557278126455,0,4459720,IDLE,0,0
1557278127434,0,4459720,IDLE,0,0
1557278128443,0,4459720,IDLE,0,0
1557278129463,0,4459720,IDLE,0,0
1557278130483,0,4459720,IDLE,0,0
1557278131450,0,4459720,IDLE,0,0
1557278132489,0,4459720,IDLE,0,0
1557278133497,0,4459720,IDLE,0,0
1557278134484,0,4459720,IDLE,0,0
1557278135525,0,4459720,IDLE,0,0
1557278136508,0,4459720,IDLE,0,0
1557278137505,0,4459720,IDLE,0,0
1557278138510,0,4459720,IDLE,0,0
1557278139612,0,4459720,IDLE,0,0
1557278140535,0,4459720,IDLE,0,0
1557278141543,0,4459720,IDLE,0,0
1557278142541,0,4459720,IDLE,0,0
1557278143582,0,4459720,IDLE,0,0
1557278144563,0,4459720,IDLE,0,0
1557278145589,0,4459720,IDLE,0,0
1557278146634,0,4459720,IDLE,0,0
1557278147593,0,4459720,IDLE,0,0
1557278148606,0,4459720,IDLE,0,0
1557278149622,0,4459720,IDLE,0,0
1557278150649,0,4459720,IDLE,0,0
1557278151634,0,4459720,IDLE,0,0
1557278152633,0,4459720,IDLE,0,0
1557278153668,0,4459720,IDLE,0,0
1557278154724,0,4459720,IDLE,0,0
1557278155671,0,4459720,IDLE,0,0
1557278156684,0,4459720,IDLE,0,0
1557278157661,0,4459720,IDLE,0,0
1557278158760,0,4459720,IDLE,0,0
1557278159693,0,4459720,IDLE,0,0
1557278160722,0,4459720,IDLE,0,0
1557278161732,0,4459720,IDLE,0,0
1557278162716,0,4459720,IDLE,0,0
1557278163724,0,4459720,IDLE,0,0
1557278164736,0,4459720,IDLE,0,0
1557278165737,0,4459720,IDLE,0,0
1557278166765,0,4459720,IDLE,0,0
1557278167763,0,4459720,IDLE,0,0
