timestamp,type
1557708044622,UNLOCK
1557708044735,SCREEN_ON
1557708047684,SCREEN_OFF
1557710322157,UNLOCK
1557710322196,SCREEN_ON
1557710357894,SCREEN_OFF
1557710889930,SCREEN_ON
1557710890044,UNLOCK
1557710980229,SCREEN_OFF
1557710995952,UNLOCK
1557710996087,SCREEN_ON
1557711007680,SCREEN_OFF
1557711560913,UNLOCK
1557711561005,SCREEN_ON
1557711564694,SCREEN_OFF
1557711730386,SCREEN_ON
1557711747843,SCREEN_OFF
1557712667370,UNLOCK
1557712667455,SCREEN_ON
1557712679303,SCREEN_OFF
1557712686185,SCREEN_ON
1557712687081,UNLOCK
1557712818522,SCREEN_OFF
1557713017195,SCREEN_ON
1557713017232,UNLOCK
1557713048591,SCREEN_OFF
1557713051055,UNLOCK
1557713051213,SCREEN_ON
1557713065276,SCREEN_OFF
1557713102037,UNLOCK
1557713102154,SCREEN_ON
1557713130580,HEADSET_MIC_UNPLUGGED
1557713166435,SCREEN_OFF
1557713171679,UNLOCK
1557713171735,SCREEN_ON
1557713179755,SCREEN_OFF
1557713547012,SCREEN_ON
1557713550512,SCREEN_OFF
1557713557108,HEADSET_MIC_UNPLUGGED
1557713557865,SCREEN_ON
1557713557932,UNLOCK
1557713561064,SCREEN_OFF
1557713570870,SCREEN_ON
1557713571365,UNLOCK
1557713574389,SCREEN_OFF
1557713802030,SCREEN_ON
1557713803086,UNLOCK
1557713880058,SCREEN_OFF
1557714652743,SCREEN_ON
1557714655017,UNLOCK
1557714665421,SCREEN_OFF
1557714666188,UNLOCK
1557714666290,SCREEN_ON
1557714674058,SCREEN_OFF
1557714674843,SCREEN_ON
1557714676153,UNLOCK
1557714680100,SCREEN_OFF
1557714692733,UNLOCK
1557714692781,SCREEN_ON
1557714714068,SCREEN_OFF
1557714759644,UNLOCK
1557714759712,SCREEN_ON
1557714762417,SCREEN_OFF
1557714784999,UNLOCK
1557714785079,SCREEN_ON
1557714801824,SCREEN_OFF
1557715007433,UNLOCK
1557715007551,SCREEN_ON
1557715577207,RINGER_MODE_SILENT
1557715601311,SCREEN_OFF
1557721201481,SCREEN_ON
1557721210806,UNLOCK
1557721236384,SCREEN_OFF
1557722872399,SCREEN_ON
1557722873308,UNLOCK
1557722979899,SCREEN_OFF
1557722997481,UNLOCK
1557722997560,SCREEN_ON
1557723001254,SCREEN_OFF
1557723058438,UNLOCK
1557723058531,SCREEN_ON
1557723060130,RINGER_MODE_NORMAL
1557723061263,RINGER_MODE_VIBRATE
1557723067764,SCREEN_OFF
1557723211447,SCREEN_ON
1557723211542,UNLOCK
1557723236053,SCREEN_OFF
1557723405550,UNLOCK
1557723405613,SCREEN_ON
1557723414338,SCREEN_OFF
1557723600894,HEADSET_MIC_UNPLUGGED
1557723601141,SCREEN_ON
1557723602161,UNLOCK
1557723613402,SCREEN_OFF
1557723943247,HEADSET_MIC_UNPLUGGED
1557723954872,SCREEN_ON
1557723954911,UNLOCK
1557723991041,SCREEN_OFF
1557724080677,UNLOCK
1557724080770,SCREEN_ON
1557724083935,SCREEN_OFF
1557724149902,SCREEN_ON
1557724151489,UNLOCK
1557724155460,SCREEN_OFF
1557724243455,SCREEN_ON
1557724243495,UNLOCK
1557724290459,SCREEN_OFF
1557724323786,UNLOCK
1557724323894,SCREEN_ON
1557724329703,SCREEN_OFF
1557724602759,SCREEN_ON
1557724613632,SCREEN_OFF
1557724614430,SCREEN_ON
1557724621533,SCREEN_OFF
1557725201667,SCREEN_ON
1557725208577,SCREEN_OFF
1557725216018,UNLOCK
1557725216075,SCREEN_ON
1557725224496,SCREEN_OFF
1557725320292,UNLOCK
1557725320330,SCREEN_ON
1557725583836,SCREEN_OFF
1557725610670,UNLOCK
1557725610755,SCREEN_ON
1557725620394,SCREEN_OFF
1557726289381,UNLOCK
1557726289493,SCREEN_ON
1557726293124,SCREEN_OFF
1557727809276,UNLOCK
1557727809507,SCREEN_ON
1557727818698,SCREEN_OFF
1557728869277,UNLOCK
1557728869378,SCREEN_ON
1557728875797,SCREEN_OFF
1557729113109,UNLOCK
1557729113143,SCREEN_ON
1557729181570,SCREEN_OFF
1557729184448,UNLOCK
1557729184532,SCREEN_ON
1557729200115,SCREEN_OFF
1557729505966,SCREEN_ON
1557729509473,UNLOCK
1557729583462,SCREEN_OFF
1557730325682,SCREEN_ON
1557730325724,UNLOCK
1557730337658,SCREEN_OFF
1557730828913,SCREEN_ON
1557730829748,UNLOCK
1557730833617,SCREEN_OFF
1557733110545,UNLOCK
1557733110562,SCREEN_ON
1557733118022,SCREEN_OFF
1557733185296,SCREEN_ON
1557733186716,UNLOCK
1557733191099,SCREEN_OFF
1557733278926,HEADSET_MIC_UNPLUGGED
1557733279214,SCREEN_ON
1557733279451,UNLOCK
1557733292394,SCREEN_OFF
1557733292988,UNLOCK
1557733293348,SCREEN_ON
1557733298408,SCREEN_OFF
1557734058107,SCREEN_ON
1557734062153,UNLOCK
1557734560073,SCREEN_OFF
1557734778983,UNLOCK
1557734778995,SCREEN_ON
1557734782272,SCREEN_OFF
1557735769834,UNLOCK
1557735769972,SCREEN_ON
1557735780395,SCREEN_OFF
1557735969333,SCREEN_ON
1557735973238,HEADSET_MIC_UNPLUGGED
1557736000819,SCREEN_OFF
1557736081231,UNLOCK
1557736081277,SCREEN_ON
1557736087008,SCREEN_OFF
1557736151715,HEADSET_MIC_UNPLUGGED
1557736152084,SCREEN_ON
1557736158972,UNLOCK
1557736165285,SCREEN_OFF
1557736201011,SCREEN_ON
1557736210046,SCREEN_OFF
1557736694786,UNLOCK
1557736694909,SCREEN_ON
1557736717103,SCREEN_OFF
1557736918128,SCREEN_ON
1557736919778,HEADSET_MIC_UNPLUGGED
1557736920424,UNLOCK
1557736929972,SCREEN_OFF
1557736948902,UNLOCK
1557736948921,SCREEN_ON
1557736966011,SCREEN_OFF
1557736968834,UNLOCK
1557736968887,SCREEN_ON
1557736972872,SCREEN_OFF
1557736977368,UNLOCK
1557736977413,SCREEN_ON
1557737145780,SCREEN_OFF
1557737340456,SCREEN_ON
1557737403088,UNLOCK
1557737417608,SCREEN_OFF
1557737421325,SCREEN_ON
1557737425628,UNLOCK
1557737432087,SCREEN_OFF
1557737511449,SCREEN_ON
1557737515826,SCREEN_OFF
1557737647132,SCREEN_ON
1557737647957,UNLOCK
1557737663190,HEADSET_MIC_UNPLUGGED
1557737675375,SCREEN_OFF
1557737852906,SCREEN_ON
1557737869861,UNLOCK
1557737879696,SCREEN_OFF
1557737917723,SCREEN_ON
1557737918843,UNLOCK
1557737991226,SCREEN_OFF
1557738014355,HEADSET_MIC_UNPLUGGED
1557738309412,SCREEN_ON
1557738309479,UNLOCK
1557738314356,SCREEN_OFF
1557738484650,SCREEN_ON
1557738484681,UNLOCK
1557738499478,SCREEN_OFF
1557739609240,SCREEN_ON
1557739609308,UNLOCK
1557739640223,SCREEN_OFF
1557739760239,SCREEN_ON
1557739761668,UNLOCK
1557739774916,SCREEN_OFF
1557740050999,SCREEN_ON
1557740054455,SCREEN_OFF
1557740831029,SCREEN_ON
1557740832386,UNLOCK
1557740838217,SCREEN_OFF
1557741384414,SCREEN_ON
1557741385791,UNLOCK
1557741466356,SCREEN_OFF
1557741466545,UNLOCK
1557741466879,SCREEN_ON
1557741506654,SCREEN_OFF
1557741508331,UNLOCK
1557741508474,SCREEN_ON
1557741512124,SCREEN_OFF
1557741519714,UNLOCK
1557741519756,SCREEN_ON
1557741523308,SCREEN_OFF
1557741890481,UNLOCK
1557741890656,SCREEN_ON
1557741895046,SCREEN_OFF
1557742785234,SCREEN_ON
1557742785268,UNLOCK
1557742788589,SCREEN_OFF
1557743512471,UNLOCK
1557743512511,SCREEN_ON
1557743516711,SCREEN_OFF
1557744199256,SCREEN_ON
1557744199301,UNLOCK
1557744202824,SCREEN_OFF
1557744217061,UNLOCK
1557744217147,SCREEN_ON
1557744222104,SCREEN_OFF
1557744389751,UNLOCK
1557744389811,SCREEN_ON
1557744392916,SCREEN_OFF
1557744395797,SCREEN_ON
1557744401125,SCREEN_OFF
1557745652888,UNLOCK
1557745652965,SCREEN_ON
1557745665202,SCREEN_OFF
1557746436094,SCREEN_ON
1557746436132,UNLOCK
1557746507446,SCREEN_OFF
