timestamp,type
1557546244550,SCREEN_ON
1557546245220,UNLOCK
1557546254572,POWER_CONNECTED
1557546321559,HEADSET_MIC_UNPLUGGED
1557546396546,SCREEN_OFF
1557546605210,UNLOCK
1557546605571,SCREEN_ON
1557547330099,SCREEN_OFF
1557547342199,UNLOCK
1557547342477,SCREEN_ON
1557547479767,SCREEN_OFF
1557547658261,BATTERY_OKAY
1557548251685,UNLOCK
1557548252013,SCREEN_ON
1557548261591,SCREEN_OFF
1557548261614,UNLOCK
1557548262218,SCREEN_ON
1557548281837,SCREEN_OFF
1557548413630,UNLOCK
1557548413926,SCREEN_ON
1557548824563,POWER_DISCONNECTED
1557548826889,SCREEN_OFF
1557548910441,SCREEN_ON
1557548911105,UNLOCK
1557548939676,SCREEN_OFF
1557549777515,UNLOCK
1557549777909,SCREEN_ON
1557549797156,SCREEN_OFF
1557549876338,UNLOCK
1557549876550,SCREEN_ON
1557549950438,SCREEN_OFF
1557550007867,UNLOCK
1557550008080,SCREEN_ON
1557550013541,SCREEN_OFF
1557550226539,UNLOCK
1557550226824,SCREEN_ON
1557550234111,SCREEN_OFF
1557551190552,SCREEN_ON
1557551199049,UNLOCK
1557551212872,SCREEN_OFF
1557551389234,SCREEN_ON
1557551395194,UNLOCK
1557551525450,SCREEN_OFF
1557551952661,UNLOCK
1557551952965,SCREEN_ON
1557551965536,SCREEN_OFF
1557552684528,SCREEN_ON
1557552764306,UNLOCK
1557552781210,SCREEN_OFF
1557552797432,UNLOCK
1557552797745,SCREEN_ON
1557552809848,SCREEN_OFF
1557552845721,UNLOCK
1557552845894,SCREEN_ON
1557552849235,SCREEN_OFF
1557553067561,UNLOCK
1557553067735,SCREEN_ON
1557553071239,SCREEN_OFF
1557553075071,POWER_CONNECTED
1557553075697,SCREEN_ON
1557553078822,SCREEN_OFF
1557553895552,UNLOCK
1557553895853,SCREEN_ON
1557553899856,SCREEN_OFF
1557554061467,UNLOCK
1557554061728,SCREEN_ON
1557554104790,SCREEN_OFF
1557554499250,SCREEN_ON
1557554499265,UNLOCK
1557554503982,SCREEN_OFF
1557555198786,UNLOCK
1557555198988,SCREEN_ON
1557555202443,SCREEN_OFF
1557555598494,UNLOCK
1557555598871,SCREEN_ON
1557555601948,SCREEN_OFF
1557555614798,UNLOCK
1557555615026,SCREEN_ON
1557555622703,SCREEN_OFF
1557555673888,UNLOCK
1557555674197,SCREEN_ON
1557555677296,SCREEN_OFF
1557556133616,UNLOCK
1557556133918,SCREEN_ON
1557556205649,SCREEN_OFF
1557556373531,UNLOCK
1557556373773,SCREEN_ON
1557556376648,SCREEN_OFF
1557556497546,UNLOCK
1557556497874,SCREEN_ON
1557556535205,SCREEN_OFF
1557556589889,SCREEN_ON
1557556589941,UNLOCK
1557556596701,SCREEN_OFF
1557556973572,UNLOCK
1557556973741,SCREEN_ON
1557556977214,SCREEN_OFF
1557557333541,UNLOCK
1557557333691,SCREEN_ON
1557557339087,SCREEN_OFF
1557557594040,UNLOCK
1557557594218,SCREEN_ON
1557557677766,SCREEN_OFF
1557558270614,UNLOCK
1557558270947,SCREEN_ON
1557558277787,UNLOCK
1557558278000,SCREEN_OFF
1557558278193,SCREEN_ON
1557558304049,SCREEN_OFF
1557558793506,UNLOCK
1557558793741,SCREEN_ON
1557558850376,SCREEN_OFF
1557559428781,UNLOCK
1557559428999,SCREEN_ON
1557559434066,SCREEN_OFF
1557559786205,UNLOCK
1557559786533,SCREEN_ON
1557559790339,SCREEN_OFF
1557560009123,POWER_DISCONNECTED
1557560009556,SCREEN_ON
1557560016890,SCREEN_OFF
1557560058066,UNLOCK
1557560058228,SCREEN_ON
1557560081732,SCREEN_OFF
1557560282487,UNLOCK
1557560282864,SCREEN_ON
1557560291251,SCREEN_OFF
1557560738759,UNLOCK
1557560738982,SCREEN_ON
1557560744176,SCREEN_OFF
1557560803885,UNLOCK
1557560804235,SCREEN_ON
1557560821830,SCREEN_OFF
1557561271064,UNLOCK
1557561271254,SCREEN_ON
1557561302273,SCREEN_OFF
1557561344353,UNLOCK
1557561344659,SCREEN_ON
1557561349363,SCREEN_OFF
1557561390584,UNLOCK
1557561390817,SCREEN_ON
1557561403214,SCREEN_OFF
1557561452345,SCREEN_ON
1557561453614,UNLOCK
1557561469244,SCREEN_OFF
1557561898599,UNLOCK
1557561899030,SCREEN_ON
1557562452295,SCREEN_OFF
1557562780979,UNLOCK
1557562782018,SCREEN_ON
1557562976369,SCREEN_OFF
1557563039526,UNLOCK
1557563039948,SCREEN_ON
1557563044400,SCREEN_OFF
1557563058157,UNLOCK
1557563058612,SCREEN_ON
1557563194171,SCREEN_OFF
1557563244387,UNLOCK
1557563244753,SCREEN_ON
1557563247038,SCREEN_OFF
1557563273314,UNLOCK
1557563273819,SCREEN_ON
1557563286411,SCREEN_OFF
1557563291276,SCREEN_ON
1557563291334,UNLOCK
1557563331347,SCREEN_OFF
1557563356484,UNLOCK
1557563356907,SCREEN_ON
1557563360146,SCREEN_OFF
1557563613857,UNLOCK
1557563614127,SCREEN_ON
1557563620726,SCREEN_OFF
1557563636083,UNLOCK
1557563636522,SCREEN_ON
1557563639917,SCREEN_OFF
1557563671978,UNLOCK
1557563672302,SCREEN_ON
1557563676051,SCREEN_OFF
1557563756871,UNLOCK
1557563757244,SCREEN_ON
1557563769132,SCREEN_OFF
1557563786325,UNLOCK
1557563786745,SCREEN_ON
1557563791247,SCREEN_OFF
1557563797272,UNLOCK
1557563797635,SCREEN_ON
1557563859624,SCREEN_OFF
1557563862614,UNLOCK
1557563862999,SCREEN_ON
1557563869518,SCREEN_OFF
1557563871423,UNLOCK
1557563871619,SCREEN_ON
1557563874763,SCREEN_OFF
1557563878328,UNLOCK
1557563878608,SCREEN_ON
1557563905717,SCREEN_OFF
1557563912474,UNLOCK
1557563913747,SCREEN_ON
1557563970902,SCREEN_OFF
1557564389230,UNLOCK
1557564390003,SCREEN_ON
1557564454158,SCREEN_OFF
1557565741599,SCREEN_ON
1557565741918,UNLOCK
1557565748247,SCREEN_OFF
1557566891390,SCREEN_ON
1557566899444,SCREEN_OFF
1557567232282,UNLOCK
1557567232722,SCREEN_ON
1557567241028,SCREEN_OFF
1557567275279,SCREEN_ON
1557567281592,SCREEN_OFF
1557568682646,UNLOCK
1557568683186,SCREEN_ON
1557568699985,SCREEN_OFF
1557569626440,UNLOCK
1557569626858,SCREEN_ON
1557569682323,SCREEN_OFF
1557570195642,UNLOCK
1557570195784,SCREEN_ON
1557570205996,SCREEN_OFF
1557570212629,UNLOCK
1557570212881,SCREEN_ON
1557570400777,SCREEN_OFF
1557570427832,UNLOCK
1557570428242,SCREEN_ON
1557570484968,SCREEN_OFF
1557570486728,UNLOCK
1557570487213,SCREEN_ON
1557570507412,SCREEN_OFF
1557570556001,UNLOCK
1557570556410,SCREEN_ON
1557570559638,SCREEN_OFF
1557570570633,UNLOCK
1557570571527,SCREEN_ON
1557570578838,SCREEN_OFF
1557570658605,UNLOCK
1557570658959,SCREEN_ON
1557570662303,SCREEN_OFF
1557570671294,UNLOCK
1557570671525,SCREEN_ON
1557570674497,SCREEN_OFF
1557570696873,UNLOCK
1557570697100,SCREEN_ON
1557570756056,SCREEN_OFF
1557570846907,UNLOCK
1557570847252,SCREEN_ON
1557570882837,SCREEN_OFF
1557571110433,UNLOCK
1557571110970,SCREEN_ON
1557571126451,SCREEN_OFF
1557571177095,SCREEN_ON
1557571177243,UNLOCK
1557571206088,SCREEN_OFF
1557571267750,UNLOCK
