timestamp,TotalSteps,StepsToday
1557633851413,85668,0
1557633852443,85668,0
1557633853471,85668,0
1557633854502,85668,0
1557633855532,85668,0
1557633856560,85668,0
1557633857592,85668,0
1557633858620,85668,0
1557633859650,85668,0
1557633860677,85668,0
1557633861707,85668,0
1557633862737,85668,0
1557633863781,85668,0
1557633864810,85668,0
1557633865840,85668,0
1557633866869,85668,0
1557633867900,85668,0
1557633868935,85668,0
1557633869957,85668,0
1557633870987,85668,0
1557633872016,85668,0
1557633873046,85668,0
1557633874074,85668,0
1557633875104,85668,0
1557633876133,85668,0
1557633877163,85668,0
1557633878192,85668,0
1557633879226,85668,0
1557633880251,85668,0
1557633881280,85668,0
1557633882313,85668,0
1557633883356,85668,0
1557633884383,85668,0
1557633885415,85668,0
1557633851413,85668,0
1557633852443,85668,0
1557633853471,85668,0
1557633854502,85668,0
1557633855532,85668,0
1557633856560,85668,0
1557633857592,85668,0
1557633858620,85668,0
1557633859650,85668,0
1557633860677,85668,0
1557633861707,85668,0
1557633862737,85668,0
1557633863781,85668,0
1557633864810,85668,0
1557633865840,85668,0
1557633866869,85668,0
1557633867900,85668,0
1557633868935,85668,0
1557633869957,85668,0
1557633870987,85668,0
1557633872016,85668,0
1557633873046,85668,0
1557633874074,85668,0
1557633875104,85668,0
1557633876133,85668,0
1557633877163,85668,0
1557633878192,85668,0
1557633879226,85668,0
1557633880251,85668,0
1557633881280,85668,0
1557633882313,85668,0
1557633883356,85668,0
1557633884383,85668,0
1557633885415,85668,0
1557633851413,85668,0
1557633852443,85668,0
1557633853471,85668,0
1557633854502,85668,0
1557633855532,85668,0
1557633856560,85668,0
1557633857592,85668,0
1557633858620,85668,0
1557633859650,85668,0
1557633860677,85668,0
1557633861707,85668,0
1557633862737,85668,0
1557633863781,85668,0
1557633864810,85668,0
1557633865840,85668,0
1557633866869,85668,0
1557633867900,85668,0
1557633868935,85668,0
1557633869957,85668,0
1557633870987,85668,0
1557633872016,85668,0
1557633873046,85668,0
1557633874074,85668,0
1557633875104,85668,0
1557633876133,85668,0
1557633877163,85668,0
1557633878192,85668,0
1557633879226,85668,0
1557633880251,85668,0
1557633881280,85668,0
1557633882313,85668,0
1557633883356,85668,0
1557633884383,85668,0
1557633885415,85668,0
1557633851413,85668,0
1557633852443,85668,0
1557633853471,85668,0
1557633854502,85668,0
1557633855532,85668,0
1557633856560,85668,0
1557633857592,85668,0
1557633858620,85668,0
1557633859650,85668,0
1557633860677,85668,0
1557633861707,85668,0
1557633862737,85668,0
1557633863781,85668,0
1557633864810,85668,0
1557633865840,85668,0
1557633866869,85668,0
1557633867900,85668,0
1557633868935,85668,0
1557633869957,85668,0
1557633870987,85668,0
1557633872016,85668,0
1557633873046,85668,0
1557633874074,85668,0
1557633875104,85668,0
1557633876133,85668,0
1557633877163,85668,0
1557633878192,85668,0
1557633879226,85668,0
1557633880251,85668,0
1557633881280,85668,0
1557633882313,85668,0
1557633883356,85668,0
1557633884383,85668,0
1557633885415,85668,0
1557633851413,85668,0
1557633852443,85668,0
1557633853471,85668,0
1557633854502,85668,0
1557633855532,85668,0
1557633856560,85668,0
1557633857592,85668,0
1557633858620,85668,0
1557633859650,85668,0
1557633860677,85668,0
1557633861707,85668,0
1557633862737,85668,0
1557633863781,85668,0
1557633864810,85668,0
1557633865840,85668,0
1557633866869,85668,0
1557633867900,85668,0
1557633868935,85668,0
1557633869957,85668,0
1557633870987,85668,0
1557633872016,85668,0
1557633873046,85668,0
1557633874074,85668,0
1557633875104,85668,0
1557633876133,85668,0
1557633877163,85668,0
1557633878192,85668,0
1557633879226,85668,0
1557633880251,85668,0
