timestamp,rxKiloBytes,txKiloBytes,duration
1557710339637,26,8,15000
1557710354663,116,15,15000
1557710912937,45,23,15000
1557710927959,11,2,15000
1557710942986,14,3,15000
1557710958028,31,3,15000
1557710973496,29,3,15000
1557712686705,14,6,15000
1557712701750,1801,131,15000
1557712716796,3015,122,15000
1557712731824,1572,104,15000
1557712746870,548,72,15000
1557712761906,111,28,15000
1557712776973,1298,82,15000
1557712792030,2419,15,15000
1557712807075,1150,57,15000
1557713032445,4,0,15000
1557713047487,6,0,15000
1557713062500,708,96,15000
1557713122557,0,3,15000
1557713137582,83,54,15000
1557713152635,20,7,15000
1557713572958,6,11,15000
1557713828412,5,4,15000
1557713843470,1,3,15000
1557713858489,3,7,15000
1557713873555,6,3,15000
1557714669865,26,16,15000
1557715024850,313,70,15000
1557715039875,2297,86,15000
1557715054895,1267,43,15000
1557715069911,1956,63,15000
1557715084928,2401,76,15000
1557715099946,2667,85,15000
1557715114966,5735,96,15000
1557715129985,2402,18,15000
1557715145005,2886,30,15000
1557715160026,3033,18,15000
1557715175044,3460,21,15000
1557715190062,2917,15,15000
1557715205083,2546,21,15000
1557715220102,0,0,15000
1557715235121,32,15,15000
1557715250141,893,96,15000
1557715265161,4079,73,15000
1557715280175,7822,58,15000
1557715295199,2843,94,15000
1557715310218,1723,22,15000
1557715325237,899,23,15000
1557715340254,1526,12,15000
1557715355275,750,260,15000
1557715370293,1648,10,15000
1557715385310,718,13,15000
1557715400328,1553,26,15000
1557715415347,1014,9,15000
1557715430366,1915,18,15000
1557715445389,721,6,15000
1557715460406,1594,10,15000
1557715475424,696,10,15000
1557715490441,1663,20,15000
1557715505459,1418,55,15000
1557715520481,2870,89,15000
1557715535494,12,23,15000
1557715550512,1123,61,15000
1557715565530,3192,75,15000
1557715580549,780,24,15000
1557715595571,0,0,15000
1557721225937,21,13,15000
1557722887781,241,96,15000
1557722902837,0,0,15000
1557722917888,0,0,15000
1557722932935,0,0,15000
1557722947988,0,0,15000
1557722963059,12,4,15000
1557722978086,18,2,15000
1557722998143,67,29,15000
1557723974612,66,26,15000
1557723989684,3119,169,15000
1557724260640,1,0,15000
1557724275700,1096,67,15000
1557724621342,0,2,15000
1557725222396,56,32,15000
1557725342609,4,2,15000
1557725357659,879,68,15000
1557725372689,762,44,15000
1557725387710,36,12,15000
1557725402735,894,132,15000
1557725417783,0,1,15000
1557725432832,0,0,15000
1557725447880,0,0,15000
1557725462911,11,6,15000
1557725477967,18,2,15000
1557725493000,46,30,15000
1557725508020,340,37,15000
1557725523059,8,7,15000
1557725538110,18,77,15000
1557725553164,1,0,15000
1557725568206,189,63,15000
1557725583222,2277,56,15000
1557729130329,55,17,15000
1557729145351,0,1,15000
1557729160372,5,4,15000
1557729175387,3,2,15000
1557729190405,164,43,15000
1557729535923,43,21,15000
1557729550947,99,30,15000
1557729565974,0,0,15000
1557729580997,19,7,15000
1557733295873,46,13,15000
1557734076340,67,31,15000
1557734091360,1,0,15000
1557734106379,0,0,15000
1557734121398,0,0,15000
1557734136443,0,0,15000
1557734151464,0,0,15000
1557734166489,15,5,15000
1557734181509,0,0,15000
1557734196524,1,2,15000
1557734211543,0,0,15000
1557734226555,477,53,15000
1557734241597,1,2,15000
1557734256621,41,17,15000
1557734271645,0,0,15000
1557734286669,44,15,15000
1557734301726,20,10,15000
1557734316748,1,0,15000
1557734331779,22,18,15000
1557734346793,21,5,15000
1557734361817,12,7,15000
1557734376835,51,13,15000
1557734391850,5,2,15000
1557734406871,61,31,15000
1557734421891,6,3,15000
1557734436913,11,11,15000
1557734451937,129,4826,15000
1557734466956,22,261,15000
1557734481988,120,48,15000
1557734497015,21,21,15000
1557734512042,10,6,15000
1557734527062,2,3,15000
1557734542085,2,1,15000
1557734557105,2,1,15000
1557735998023,0,1,15000
1557737003972,74,30,15000
1557737019020,18,6,15000
1557737034077,1,2,15000
1557737049088,1325,109,15000
1557737064103,51,26,15000
1557737079128,368,44,15000
1557737094168,3066,142,15000
1557737109219,0,0,15000
1557737124273,2,1,15000
1557737139318,151,17,15000
1557737364736,0,0,15000
1557737379779,0,0,15000
