timestamp,altitude,longitude,latitude,speed,accuracy
1557448015812,74.4000015259,127.3583259,36.3672772,0.0,15.63
1557448023240,74.5999984741,127.3584028,36.3672082,0.0,18.336
1557448031577,74.4000015259,127.3583988,36.3671412,0.0,29.355
1557448035394,74.4000015259,127.3583951,36.3670798,0.0,34.101
1557448039703,54.5958288198,127.3584654,36.3670928,0.23165736,30.102
1557448041704,93.5636850124,127.35875,36.3670353,0.49392718,16.8
1557448044999,96.4621273485,127.3587923,36.3670008,0.0,12.518
1557448054999,75.9626281345,127.358739,36.3670343,0.0,6.768
1557448059999,73.9254055469,127.3587419,36.3670823,1.6211321,5.713
1557448063999,73.4704110164,127.3588039,36.3671088,2.6534638,5.767
1557448065999,72.5366065571,127.358861,36.3671086,3.7552004,6.207
1557448067999,72.0540556737,127.3589578,36.3670494,4.10567,8.0
1557448069999,71.9471620056,127.3590193,36.3669984,4.204084,8.0
1557448070999,69.9738553247,127.3590697,36.3669706,4.388608,8.0
1557448071999,70.7634865269,127.3591188,36.3669481,4.4468694,8.0
1557448072999,70.6358541993,127.3591715,36.3669274,4.467537,8.0
1557448074999,69.1205436635,127.359275,36.3668914,4.5639334,6.0
1557448075999,69.2192033955,127.3593296,36.3668759,4.61184,6.0
1557448076999,69.4822377373,127.359384,36.3668609,5.0677257,6.0
1557448077999,69.1040203686,127.3594374,36.3668446,5.164411,8.0
1557448078999,68.742257772,127.359491,36.3668307,4.898818,8.0
1557448080999,68.2924131884,127.3595906,36.3668101,4.888506,8.0
1557448081999,67.8101307058,127.3596457,36.3668006,4.9773593,8.0
1557448083999,67.7293037185,127.3597534,36.3667793,5.120373,8.0
1557448084999,66.2051785017,127.3598095,36.3667661,4.953213,8.0
1557448086999,65.8725688389,127.3599113,36.3667435,4.333827,6.0
1557448088999,66.121056562,127.3600184,36.3667183,4.9280715,6.0
1557448090999,67.1044943483,127.3601205,36.3667037,4.5832953,6.0
1557448092999,67.0204264684,127.3602138,36.3666711,4.1622777,8.0
1557448094999,67.1757873631,127.3603021,36.3666532,4.0140142,8.0
1557448097006,66.8843053653,127.360363,36.366646,0.0,7.404
1557448098999,67.6976727033,127.3604269,36.3666405,3.3910677,6.317
1557448100999,68.1170023956,127.3605018,36.3666324,2.897098,6.078
1557448102999,67.9802631633,127.3605905,36.3666279,3.4895341,6.234
1557448104999,67.6482192205,127.3606674,36.3666281,3.5530913,7.533
1557448106999,67.6639122793,127.3607666,36.3666359,3.8335655,8.444
1557448107999,67.328825918,127.3609162,36.3666619,4.3431597,12.0
1557448108999,66.6572078692,127.3609773,36.3666775,4.0213447,12.0
1557448109999,66.1544272036,127.3610382,36.3666899,4.106046,12.0
1557448111999,66.2180391855,127.3610976,36.3666953,3.8657975,9.485
1557448112999,65.5046541573,127.361189,36.366698,4.207121,12.0
1557448114999,65.0768900695,127.3612961,36.3666938,4.470182,12.0
1557448116999,64.7149657223,127.3614038,36.3666882,4.5055227,8.0
1557448117999,64.8978463517,127.3614617,36.366693,4.545499,8.0
1557448119999,64.7224737881,127.3615715,36.3666953,4.6080847,8.0
1557448120999,64.8028394701,127.3616269,36.3667021,4.64577,8.0
1557448122999,64.7247573933,127.3617375,36.3667033,4.639814,8.0
1557448124999,65.2293173493,127.3618424,36.3666944,4.68474,8.0
1557448125999,65.4822774508,127.3619011,36.3666923,4.5232096,8.0
1557448126999,64.5891035087,127.3619564,36.3666986,4.684294,8.0
1557448128999,63.7256351397,127.3620657,36.3667165,4.850495,12.0
1557448129999,63.8830224132,127.3621256,36.3667309,4.768265,12.0
1557448130999,63.849339919,127.3621838,36.3667446,4.4819856,12.0
1557448131999,64.2193232656,127.3622378,36.3667599,4.5668554,12.0
1557448132999,64.6296909617,127.3622878,36.3667829,4.597393,12.0
1557448133999,64.4319627619,127.3623386,36.3668041,4.7545733,12.0
1557448134999,64.0850626788,127.3623899,36.3668251,4.780146,12.0
1557448135999,63.3961771933,127.362444,36.3668428,4.7975445,8.0
1557448136999,63.237177246,127.3624957,36.3668624,4.6585503,8.0
1557448137999,63.0925046778,127.3625474,36.3668851,4.6774554,8.0
1557448139999,63.2484073431,127.3626281,36.3669217,4.142705,12.0
1557448141999,62.1953890177,127.3627074,36.3669625,4.57639,12.0
1557448143999,61.7637045306,127.3628114,36.3670067,4.794378,12.0
1557448144999,60.1808535628,127.3628767,36.3670301,5.263196,12.0
1557448145999,60.6805536342,127.3629405,36.3670562,5.149465,12.0
1557448146999,60.0874993065,127.3630025,36.367084,5.1694703,12.0
1557448147999,59.6296015883,127.363059,36.3671103,5.427022,12.0
1557448148999,59.7531382375,127.3631152,36.367142,4.9769096,12.0
1557448149999,59.1930547776,127.3631691,36.3671703,5.072315,12.0
1557448150999,59.1084804481,127.3632184,36.3672008,5.379843,12.0
1557448151999,58.9539573019,127.3632728,36.3672315,5.4997296,12.0
1557448152999,59.0431975537,127.3633259,36.3672648,5.2966976,12.0
1557448153999,58.8616657347,127.3633753,36.3672925,5.0496125,12.0
1557448154999,59.0216210844,127.3634224,36.3673206,5.187168,12.0
1557448155999,58.9295751981,127.3634693,36.3673538,4.9889455,12.0
1557448156999,58.5845157133,127.3635183,36.367388,5.2037945,12.0
