timestamp,Interval
1557532800504,0.514352
1557532801198,0.680272
1557532801705,0.514352
1557532802347,0.647088
1557532803123,0.779824
1557532803890,0.74664
1557532804550,0.680272
1557532805378,0.813008
1557532805876,0.49776
1557532806579,0.713456
1557532806822,0.232288
1557532807526,0.696864
1557532808477,0.962336
1557532809280,0.813008
1557532809871,0.58072
1557532810667,0.779824
1557532811640,0.978928
1557532812306,0.680272
1557532813002,0.680272
1557532813748,0.763232
1557532814324,0.564128
1557532814862,0.547536
1557532815546,0.66368
1557532816257,0.730048
1557532816974,0.713456
1557532817402,0.431392
1557532817844,0.431392
1557532818300,0.464576
1557532819112,0.796416
1557532819877,0.730048
1557532820559,0.713456
1557532821383,0.8296
1557532822222,0.846192
1557532822743,0.514352
1557532823177,0.431392
1557532823938,0.763232
1557532824680,0.74664
1557532825571,0.879376
1557532826287,0.713456
1557532826870,0.597312
1557532827459,0.597312
1557532828263,0.779824
1557532828879,0.630496
1557532829402,0.514352
1557532829905,0.514352
1557532830384,0.464576
1557532830899,0.530944
1557532831666,0.74664
1557532832058,0.398208
1557532832098,0.049776
1557532833614,0.713456
1557532834367,0.763232
1557532835148,0.779824
1557532835932,0.763232
1557532836489,0.564128
1557532837341,0.846192
1557532837994,0.66368
1557532838732,0.730048
1557532839306,0.58072
1557532839770,0.464576
1557532840183,0.4148
1557532840750,0.564128
1557532841296,0.547536
1557532841906,0.613904
1557532842566,0.647088
1557532843321,0.763232
1557532844292,0.962336
1557532844907,0.630496
1557532845290,0.365024
1557532845903,0.613904
1557532846502,0.613904
1557532847144,0.630496
1557532847749,0.613904
1557532848363,0.613904
1557532849108,0.74664
1557532849889,0.779824
1557532850620,0.713456
1557532851151,0.530944
1557532851933,0.779824
1557532852836,0.91256
1557532853570,0.730048
1557532854006,0.74664
1557532854661,1.061888
1557532855261,0.597312
1557532855716,0.447984
1557532856231,0.514352
1557532856264,0.033184
1557532856760,0.49776
1557532857558,0.813008
1557532858108,0.530944
1557532858698,0.597312
1557532859357,0.647088
1557532859754,0.398208
1557532860306,0.564128
1557532861065,0.74664
1557532861332,0.265472
1557532861398,0.08296
1557532862223,0.813008
1557532862808,0.597312
1557532863354,0.547536
1557532863920,0.564128
1557532865350,0.66368
1557532866090,0.730048
1557532866894,0.813008
1557532867447,0.547536
1557532868368,0.91256
1557532869046,0.680272
1557532869362,0.33184
1557532869918,0.530944
1557532870313,0.4148
1557532870717,0.398208
1557532870747,0.033184
1557532871184,0.431392
1557532871775,0.58072
1557532872453,0.680272
1557532873096,0.647088
1557532873766,0.66368
1557532874463,0.713456
1557532875227,0.74664
1557532875829,0.613904
1557532876575,0.730048
1557532877242,0.680272
1557532877915,0.66368
1557532878598,0.680272
1557532879312,0.713456
1557532879978,0.680272
1557532880823,0.8296
1557532881381,0.564128
1557532882027,0.647088
1557532882060,0.033184
1557532882203,0.149328
1557532882840,0.630496
1557532883590,0.763232
1557532884286,0.696864
1557532884977,0.680272
1557532885518,0.547536
1557532886247,0.713456
1557532886926,0.680272
1557532887629,0.713456
1557532888296,0.66368
1557532889096,0.796416
1557532889831,0.74664
1557532890547,0.713456
1557532891249,0.680272
1557532891908,0.680272
1557532892426,0.49776
1557532892671,0.24888
1557532893071,0.398208
1557532893561,0.49776
1557532894118,0.564128
1557532894766,0.647088
1557532895245,0.481168
1557532895592,0.33184
1557532896142,0.564128
1557532896641,0.49776
1557532897004,0.365024
1557532897434,0.4148
1557532897870,0.4148
1557532898232,0.398208
1557532898561,0.315248
1557532898997,0.447984
1557532899510,0.514352
1557532899886,0.365024
1557532900430,0.530944
1557532900894,0.464576
1557532901320,0.447984
1557532901859,0.514352
1557532902309,0.447984
1557532902692,0.398208
1557532903167,0.481168
1557532903632,0.464576
1557532904107,0.431392
1557532904560,0.49776
1557532905042,0.464576
1557532905538,0.514352
1557532906040,0.49776
1557532906458,0.398208
1557532906862,0.4148
1557532907098,0.232288
1557532907522,0.431392
1557532908019,0.49776
1557532908404,0.381616
1557532908878,0.464576
1557532909401,0.530944
1557532909959,0.564128
1557532910511,0.547536
1557532910799,0.282064
1557532911305,0.49776
1557532912031,0.730048
1557532912708,0.696864
1557532913200,0.481168
1557532913723,0.514352
1557532914205,0.481168
1557532914556,0.348432
1557532914949,0.398208
1557532915422,0.481168
1557532915905,0.481168
1557532916217,0.298656
1557532916665,0.447984
1557532917121,0.447984
1557532917430,0.33184
1557532917862,0.4148
1557532918385,0.530944
1557532918909,0.530944
1557532919372,0.464576
1557532919863,0.49776
1557532920540,0.66368
1557532921006,0.464576
1557532921481,0.464576
1557532921922,0.447984
1557532922378,0.464576
1557532922995,0.613904
1557532923481,0.481168
1557532924138,0.647088
1557532924555,0.431392
1557532925001,0.431392
1557532925488,0.49776
1557532925809,0.33184
1557532926286,0.464576
1557532926770,0.481168
1557532927216,0.447984
1557532927453,0.232288
1557532927838,0.398208
1557532928315,0.481168
1557532928819,0.49776
1557532929493,0.680272
1557532930180,0.66368
1557532930725,0.547536
1557532931277,0.547536
1557532931809,0.547536
1557532932271,0.464576
1557532932875,0.597312
1557532933202,0.33184
1557532933526,0.33184
1557532934066,0.514352
1557532934357,0.315248
1557532934874,0.49776
1557532935360,0.481168
1557532935855,0.49776
1557532936345,0.49776
1557532936882,0.530944
1557532937530,0.647088
1557532937931,0.398208
1557532938676,0.74664
1557532939211,0.547536
1557532939707,0.49776
1557532940111,0.398208
1557532940663,0.547536
1557532941182,0.530944
1557532941876,0.680272
1557532942414,0.547536
1557532942879,0.464576
1557532943408,0.530944
1557532943922,0.514352
1557532944485,0.547536
1557532945072,0.597312
1557532945670,0.58072
1557532946436,0.779824
1557532946928,0.49776
1557532947261,0.33184
1557532947795,0.530944
1557532948332,0.530944
1557532948856,0.514352
1557532949365,0.530944
1557532949866,0.49776
1557532950400,0.530944
1557532950941,0.547536
1557532951550,0.597312
1557532951938,0.381616
1557532952493,0.564128
1557532953085,0.58072
1557532953642,0.564128
1557532953880,0.24888
1557532954372,0.481168
1557532954918,0.547536
1557532955623,0.713456
1557532956113,0.464576
1557532956737,0.630496
1557532957624,0.895968
1557532958200,0.58072
1557532958814,0.613904
1557532959330,0.49776
1557532960038,0.713456
1557532960660,0.613904
1557532961242,0.597312
1557532961671,0.4148
1557532962226,0.564128
1557532962911,0.680272
1557532963469,0.564128
1557532964106,0.647088
1557532964535,0.4148
1557532965063,0.530944
1557532965614,0.547536
1557532966185,0.564128
1557532966748,0.58072
1557532967030,0.282064
1557532967654,0.613904
1557532968173,0.514352
1557532968742,0.58072
1557532969255,0.49776
1557532969756,0.514352
1557532970220,0.464576
1557532970576,0.348432
1557532971332,0.763232
1557532971953,0.613904
1557532972664,0.696864
1557532973407,0.74664
1557532973442,0.033184
1557532974058,0.613904
1557532974620,0.564128
1557532975118,0.514352
1557532975916,0.796416
1557532977277,0.58072
1557532977644,0.348432
1557532977963,0.33184
1557532978410,0.447984
1557532978994,0.564128
1557532979337,0.365024
1557532979916,0.564128
1557532980213,0.298656
1557532980738,0.530944
1557532981276,0.564128
1557532981806,0.58072
1557532982341,0.514352
1557532982822,0.481168
1557532983616,0.813008
1557532984247,0.613904
1557532984821,0.58072
1557532985390,0.564128
1557532985722,0.348432
1557532986138,0.4148
1557532986739,0.597312
1557532987051,0.315248
1557532987714,0.66368
1557532988364,0.597312
1557532988912,0.597312
1557532989550,0.630496
1557532990073,0.530944
1557532990324,0.24888
1557532990723,0.381616
1557532991469,0.713456
1557532992056,0.630496
1557532992718,0.647088
1557532993162,0.447984
1557532993967,0.813008
1557532994606,0.613904
1557532995089,0.514352
1557532995521,0.431392
1557532996115,0.58072
1557532996679,0.564128
1557532997171,0.49776
1557532997613,0.431392
1557532998340,0.74664
1557532998939,0.58072
1557532999455,0.514352
1557532999985,0.547536
1557533000539,0.547536
1557533001079,0.547536
1557533001944,0.846192
1557533002460,0.514352
1557533003002,0.547536
1557533003542,0.547536
1557533004143,0.597312
1557533004631,0.481168
1557533005126,0.49776
1557533005599,0.481168
1557533006480,0.862784
1557533007088,0.597312
1557533007554,0.481168
1557533008217,0.680272
1557533008860,0.630496
1557533009357,0.49776
1557533009899,0.547536
1557533010647,0.730048
1557533011199,0.564128
1557533011538,0.348432
1557533011920,0.365024
1557533012484,0.58072
1557533013081,0.597312
1557533013655,0.564128
1557533014411,0.763232
1557533014843,0.431392
1557533015262,0.398208
1557533015772,0.514352
1557533016322,0.547536
1557533016841,0.530944
1557533017513,0.66368
1557533018111,0.597312
1557533018662,0.564128
1557533019338,0.66368
1557533019827,0.481168
1557533020141,0.315248
1557533020625,0.481168
1557533021130,0.514352
1557533021739,0.597312
1557533022302,0.564128
1557533023045,0.763232
1557533023665,0.58072
1557533024379,0.74664
1557533024811,0.431392
1557533025284,0.464576
1557533025953,0.680272
1557533026545,0.597312
1557533027276,0.713456
1557533027889,0.613904
1557533028592,0.696864
1557533029007,0.4148
1557533029333,0.348432
1557533029697,0.348432
1557533030018,0.33184
1557533030666,0.630496
1557533031471,0.813008
1557533032189,0.713456
1557533032936,0.74664
1557533033745,0.813008
1557533034398,0.66368
1557533034963,0.547536
1557533035464,0.514352
1557533036042,0.58072
1557533036948,0.895968
1557533037624,0.680272
1557533038175,0.547536
1557533039678,0.597312
1557533040562,0.862784
1557533041188,0.630496
1557533041826,0.630496
1557533042431,0.613904
1557533043012,0.58072
1557533043683,0.680272
1557533044326,0.647088
1557533044913,0.58072
1557533045395,0.481168
1557533045959,0.547536
1557533046367,0.431392
1557533046768,0.398208
1557533047085,0.315248
1557533047409,0.315248
1557533047987,0.58072
1557533048542,0.547536
1557533049033,0.49776
1557533049725,0.696864
1557533050345,0.613904
1557533051213,0.862784
1557533051827,0.597312
1557533052562,0.74664
1557533053109,0.564128
1557533053886,0.730048
1557533054414,0.564128
1557533054982,0.564128
1557533055552,0.564128
1557533056091,0.547536
1557533056753,0.647088
1557533057260,0.530944
1557533057897,0.630496
1557533058523,0.613904
1557533059102,0.597312
1557533059774,0.647088
1557533060392,0.630496
1557533061017,0.613904
1557533061394,0.381616
1557533061904,0.514352
1557533062508,0.597312
1557533063314,0.813008
1557533063716,0.4148
1557533064287,0.564128
1557533064980,0.696864
1557533065510,0.530944
1557533066107,0.597312
1557533066822,0.696864
1557533067337,0.530944
1557533067953,0.613904
1557533068364,0.4148
1557533068820,0.447984
1557533069358,0.530944
1557533070181,0.813008
1557533070778,0.613904
1557533071397,0.613904
1557533072067,0.680272
1557533072757,0.680272
1557533073611,0.846192
1557533074163,0.547536
1557533074706,0.564128
1557533075503,0.779824
1557533076146,0.630496
1557533076754,0.613904
1557533077258,0.514352
1557533077589,0.33184
1557533078191,0.613904
1557533078881,0.680272
1557533079493,0.613904
1557533080024,0.514352
1557533080531,0.514352
1557533081227,0.696864
1557533081911,0.680272
1557533082711,0.796416
1557533083144,0.431392
1557533083738,0.613904
1557533084407,0.647088
1557533085070,0.66368
1557533085920,0.862784
1557533086627,0.713456
1557533087275,0.647088
1557533088109,0.8296
1557533088553,0.431392
1557533089071,0.530944
1557533089569,0.49776
1557533090279,0.713456
1557533090896,0.597312
1557533091460,0.564128
1557533092137,0.696864
1557533092725,0.564128
1557533093338,0.630496
1557533094071,0.696864
1557533094545,0.514352
1557533095119,0.564128
1557533095791,0.680272
1557533096503,0.696864
1557533097208,0.696864
1557533097225,0.033184
1557533097505,0.265472
1557533098083,0.58072
1557533098995,0.91256
1557533099563,0.58072
1557533099944,0.381616
1557533100582,0.630496
1557533101174,0.58072
1557533101880,0.696864
1557533102650,0.796416
1557533103206,0.547536
1557533103845,0.647088
1557533104510,0.66368
1557533104887,0.365024
1557533105691,0.796416
1557533106338,0.647088
1557533106928,0.58072
1557533107395,0.49776
1557533108100,0.680272
1557533108686,0.597312
1557533109168,0.481168
1557533109758,0.58072
1557533110467,0.713456
1557533111303,0.846192
1557533111585,0.282064
1557533112012,0.431392
1557533112427,0.398208
1557533113306,0.879376
1557533113923,0.613904
1557533114547,0.597312
1557533115200,0.696864
1557533115886,0.680272
1557533116606,0.713456
1557533117332,0.730048
1557533118025,0.680272
1557533118650,0.630496
1557533119414,0.779824
1557533120093,0.66368
1557533120859,0.763232
1557533121485,0.630496
1557533122236,0.74664
1557533122786,0.564128
1557533123458,0.66368
1557533123979,0.514352
1557533124510,0.547536
1557533124933,0.4148
1557533125515,0.58072
1557533126005,0.49776
1557533126420,0.4148
1557533127091,0.647088
1557533127752,0.680272
1557533128479,0.730048
1557533129193,0.713456
1557533129939,0.74664
1557533130805,0.862784
1557533131333,0.530944
1557533131901,0.49776
1557533132481,0.647088
1557533132933,0.431392
1557533133544,0.613904
1557533134230,0.680272
1557533134848,0.630496
1557533135319,0.481168
1557533135909,0.58072
1557533136497,0.58072
1557533137241,0.74664
1557533137533,0.282064
1557533138229,0.696864
1557533139000,0.779824
1557533139289,0.298656
1557533139854,0.547536
1557533140658,0.813008
1557533141268,0.597312
1557533141633,0.365024
1557533142392,0.763232
1557533143056,0.66368
1557533143626,0.58072
1557533144137,0.49776
1557533144520,0.398208
1557533145191,0.66368
1557533145758,0.564128
1557533146163,0.4148
1557533146798,0.613904
1557533147523,0.730048
1557533148102,0.58072
1557533148824,0.730048
1557533149486,0.647088
1557533150078,0.613904
1557533150700,0.613904
1557533151373,0.66368
1557533151957,0.597312
1557533152667,0.713456
1557533153294,0.613904
1557533153866,0.564128
1557533154689,0.8296
1557533155262,0.564128
1557533155920,0.66368
1557533156529,0.613904
1557533156953,0.431392
1557533157197,0.232288
1557533157557,0.365024
1557533158112,0.564128
1557533158974,0.846192
1557533159631,0.66368
1557533160292,0.66368
1557533160854,0.547536
1557533161295,0.447984
1557533161762,0.464576
1557533162529,0.779824
1557533163186,0.647088
1557533163954,0.763232
1557533164224,0.282064
1557533164829,0.597312
1557533165440,0.613904
1557533166242,0.796416
1557533166863,0.613904
1557533167410,0.564128
1557533168074,0.647088
1557533168756,0.680272
1557533169506,0.74664
1557533169999,0.514352
1557533170507,0.49776
1557533171509,0.99552
1557533171827,0.315248
1557533172528,0.713456
1557533172885,0.348432
1557533173430,0.547536
1557533174123,0.680272
1557533174817,0.713456
1557533175445,0.613904
1557533176262,0.8296
1557533176843,0.58072
1557533177473,0.630496
1557533178071,0.597312
1557533178690,0.58072
1557533179484,0.8296
1557533180186,0.696864
1557533180874,0.696864
1557533181410,0.514352
1557533181956,0.547536
1557533182849,0.895968
1557533183536,0.680272
1557533184296,0.763232
1557533184822,0.530944
1557533185423,0.613904
1557533186101,0.66368
1557533186801,0.696864
1557533187302,0.514352
1557533188044,0.713456
1557533188609,0.597312
1557533189378,0.74664
1557533190124,0.74664
1557533190671,0.547536
1557533191497,0.8296
1557533192088,0.597312
1557533192742,0.647088
1557533193286,0.547536
1557533193831,0.547536
1557533194411,0.564128
1557533195062,0.66368
1557533196046,0.978928
1557533196870,0.813008
1557533197257,0.398208
1557533197912,0.647088
1557533198517,0.613904
1557533199194,0.680272
1557533199902,0.713456
1557533200710,0.796416
1557533201464,0.763232
1557533202291,0.813008
1557533203036,0.763232
1557533203569,0.530944
1557533204238,0.66368
1557533204974,0.730048
1557533205542,0.564128
1557533206246,0.696864
1557533206928,0.696864
1557533207629,0.696864
1557533208272,0.630496
1557533208979,0.730048
1557533209875,0.846192
1557533210498,0.647088
1557533211164,0.680272
1557533211931,0.763232
1557533212638,0.713456
1557533213290,0.647088
1557533213711,0.4148
1557533214214,0.514352
1557533215120,0.895968
1557533215627,0.514352
1557533215941,0.315248
1557533216433,0.481168
1557533216979,0.547536
1557533217781,0.796416
1557533218363,0.597312
1557533218477,0.099552
1557533219236,0.74664
1557533219828,0.613904
1557533220426,0.597312
1557533221907,0.680272
