timestamp,status,temperature,level,plugged
1557360903414,DISCHARGING,282,100.0,UNDEFINED
1557360904111,CHARGING,283,100.0,AC
1557360910058,CHARGING,283,100.0,AC
1557360914305,CHARGING,283,100.0,AC
1557360920223,FULL,284,100.0,AC
1557360971158,FULL,295,100.0,AC
1557361353182,FULL,300,100.0,AC
1557361908190,FULL,289,100.0,AC
1557362270662,FULL,300,100.0,AC
1557362481817,FULL,312,100.0,AC
1557362632486,FULL,327,100.0,AC
1557363073171,FULL,316,100.0,AC
1557363326183,FULL,305,100.0,AC
1557363678196,FULL,294,100.0,AC
1557364382194,FULL,283,100.0,AC
1557364522783,DISCHARGING,281,100.0,UNDEFINED
1557364645404,DISCHARGING,286,100.0,UNDEFINED
1557364826441,DISCHARGING,294,99.0,UNDEFINED
1557364947131,DISCHARGING,299,99.0,UNDEFINED
1557364977305,DISCHARGING,300,98.0,UNDEFINED
1557365007489,DISCHARGING,304,98.0,UNDEFINED
1557365182121,DISCHARGING,294,98.0,UNDEFINED
1557365439324,DISCHARGING,288,98.0,UNDEFINED
1557365590171,DISCHARGING,283,98.0,UNDEFINED
1557365620351,DISCHARGING,283,97.0,UNDEFINED
1557366103181,DISCHARGING,294,97.0,UNDEFINED
1557366284220,DISCHARGING,292,96.0,UNDEFINED
1557367159354,DISCHARGING,281,96.0,UNDEFINED
1557367310234,DISCHARGING,282,95.0,UNDEFINED
1557368426643,DISCHARGING,281,94.0,UNDEFINED
1557368969888,DISCHARGING,286,93.0,UNDEFINED
1557369603529,DISCHARGING,282,93.0,UNDEFINED
1557369663937,DISCHARGING,290,93.0,UNDEFINED
1557369724246,DISCHARGING,289,92.0,UNDEFINED
1557369754349,DISCHARGING,294,92.0,UNDEFINED
1557369784514,DISCHARGING,300,92.0,UNDEFINED
1557369844842,DISCHARGING,315,92.0,UNDEFINED
1557369875052,DISCHARGING,321,91.0,UNDEFINED
1557370056163,DISCHARGING,323,90.0,UNDEFINED
1557370116423,DISCHARGING,330,90.0,UNDEFINED
1557370176726,DISCHARGING,336,89.0,UNDEFINED
1557370237093,DISCHARGING,341,89.0,UNDEFINED
1557370267299,DISCHARGING,340,89.0,UNDEFINED
1557370297486,DISCHARGING,334,89.0,UNDEFINED
1557370327695,DISCHARGING,334,88.0,UNDEFINED
1557370900963,DISCHARGING,325,87.0,UNDEFINED
1557371172512,DISCHARGING,313,87.0,UNDEFINED
1557371323291,DISCHARGING,313,87.0,UNDEFINED
1557371353469,DISCHARGING,311,87.0,UNDEFINED
1557371775971,DISCHARGING,305,86.0,UNDEFINED
1557371896606,DISCHARGING,305,86.0,UNDEFINED
1557371926849,DISCHARGING,307,86.0,UNDEFINED
1557372681373,DISCHARGING,301,85.0,UNDEFINED
1557373677107,DISCHARGING,304,84.0,UNDEFINED
1557374401282,DISCHARGING,315,84.0,UNDEFINED
