timestamp,type
1557792601247,SCREEN_ON
1557792618875,SCREEN_OFF
1557792841331,SCREEN_ON
1557792853578,UNLOCK
1557793463509,SCREEN_OFF
1557793981593,SCREEN_ON
1557793993607,SCREEN_OFF
1557795001244,SCREEN_ON
1557795047097,UNLOCK
1557795057613,HEADSET_MIC_UNPLUGGED
1557795083782,POWER_DISCONNECTED
1557795417579,SCREEN_OFF
1557795424138,UNLOCK
1557795424272,SCREEN_ON
1557795439172,SCREEN_OFF
1557796515449,SCREEN_ON
1557796518736,UNLOCK
1557796536575,SCREEN_OFF
1557796946325,SCREEN_ON
1557796947415,UNLOCK
1557797731971,SCREEN_OFF
1557797989365,HEADSET_MIC_UNPLUGGED
1557797989802,SCREEN_ON
1557797995939,SCREEN_OFF
1557797997195,UNLOCK
1557797997311,SCREEN_ON
1557798013715,SCREEN_OFF
1557798331378,HEADSET_MIC_UNPLUGGED
1557798444688,SCREEN_ON
1557798446091,UNLOCK
1557798536657,SCREEN_OFF
1557798597604,UNLOCK
1557798597701,SCREEN_ON
1557798692316,SCREEN_OFF
1557798695715,UNLOCK
1557798695803,SCREEN_ON
1557798702123,SCREEN_OFF
1557798761891,SCREEN_ON
1557798767600,SCREEN_OFF
1557798768303,UNLOCK
1557798768508,SCREEN_ON
1557798773371,SCREEN_OFF
1557798775029,SCREEN_ON
1557799081990,SCREEN_OFF
1557799291023,UNLOCK
1557799291111,SCREEN_ON
1557799310230,SCREEN_OFF
1557799539412,UNLOCK
1557799539491,SCREEN_ON
1557799553737,SCREEN_OFF
1557799557136,UNLOCK
1557799557207,SCREEN_ON
1557799563979,SCREEN_OFF
1557799599230,SCREEN_ON
1557799603095,UNLOCK
1557799605903,SCREEN_OFF
1557799659325,UNLOCK
1557799659434,SCREEN_ON
1557799666151,SCREEN_OFF
1557799757620,UNLOCK
1557799757659,SCREEN_ON
1557799928080,SCREEN_OFF
1557800205703,SCREEN_ON
1557800205885,UNLOCK
1557800209631,SCREEN_OFF
1557800514788,SCREEN_ON
1557800516315,UNLOCK
1557800548491,SCREEN_OFF
1557800722891,SCREEN_ON
1557800724716,UNLOCK
1557800728609,SCREEN_OFF
1557800797826,SCREEN_ON
1557800798193,UNLOCK
1557800821550,SCREEN_OFF
1557801130513,UNLOCK
1557801130543,SCREEN_ON
1557801142259,SCREEN_OFF
1557801156053,SCREEN_ON
1557801158013,UNLOCK
1557801161412,SCREEN_OFF
1557801164203,UNLOCK
1557801164321,SCREEN_ON
1557801228365,SCREEN_OFF
1557801318965,SCREEN_ON
1557801373549,SCREEN_OFF
1557801654265,UNLOCK
1557801654403,SCREEN_ON
1557802486889,SCREEN_OFF
1557802582819,SCREEN_ON
1557802586722,SCREEN_OFF
1557802596001,UNLOCK
1557802596141,SCREEN_ON
1557802618335,SCREEN_OFF
1557803185751,UNLOCK
1557803185883,SCREEN_ON
1557803188673,SCREEN_OFF
1557803492028,SCREEN_ON
1557803492899,UNLOCK
1557803519299,SCREEN_OFF
1557803520765,UNLOCK
1557803520995,SCREEN_ON
1557803536865,SCREEN_OFF
1557803545772,UNLOCK
1557803546014,SCREEN_ON
1557803551749,SCREEN_OFF
1557803556014,UNLOCK
1557803556097,SCREEN_ON
1557803560311,SCREEN_OFF
1557804472412,SCREEN_ON
1557804473307,UNLOCK
1557804635681,SCREEN_OFF
1557805042367,UNLOCK
1557805042449,SCREEN_ON
1557805045962,SCREEN_OFF
1557805317741,SCREEN_ON
1557805318909,UNLOCK
1557805664285,SCREEN_OFF
1557805729798,UNLOCK
1557805729918,SCREEN_ON
1557805839541,SCREEN_OFF
1557806036333,UNLOCK
1557806036379,SCREEN_ON
1557806041519,SCREEN_OFF
1557806058822,SCREEN_ON
1557806060051,UNLOCK
1557806062719,SCREEN_OFF
1557806264366,UNLOCK
1557806264443,SCREEN_ON
1557806276413,SCREEN_OFF
1557806303974,SCREEN_ON
1557806305138,UNLOCK
1557806338519,SCREEN_OFF
1557806368431,UNLOCK
1557806368640,SCREEN_ON
1557806397530,SCREEN_OFF
1557806410384,UNLOCK
1557806410470,SCREEN_ON
1557806424194,SCREEN_OFF
1557806449198,UNLOCK
1557806449234,SCREEN_ON
1557806480010,SCREEN_OFF
1557807891280,SCREEN_ON
1557807891335,UNLOCK
1557807902825,SCREEN_OFF
1557807954990,SCREEN_ON
1557807955044,UNLOCK
1557807963536,SCREEN_OFF
1557808286810,UNLOCK
1557808286849,SCREEN_ON
1557808464320,SCREEN_OFF
1557808474063,UNLOCK
1557808474075,SCREEN_ON
1557810437886,SCREEN_OFF
1557810680551,SCREEN_ON
1557810684163,UNLOCK
1557810691290,SCREEN_OFF
1557810768507,SCREEN_ON
1557810770130,UNLOCK
1557810773801,SCREEN_OFF
1557810822027,SCREEN_ON
1557810823558,UNLOCK
1557810837576,SCREEN_OFF
1557810921369,SCREEN_ON
1557810922394,UNLOCK
1557810925793,SCREEN_OFF
1557810971562,SCREEN_ON
1557810973993,UNLOCK
1557811388248,SCREEN_OFF
1557811455522,SCREEN_ON
1557811456570,UNLOCK
1557811511294,SCREEN_OFF
1557811539341,UNLOCK
1557811539416,SCREEN_ON
1557811569627,SCREEN_OFF
1557812521735,UNLOCK
1557812521781,SCREEN_ON
1557812528299,SCREEN_OFF
1557812614417,UNLOCK
1557812614477,SCREEN_ON
1557812636204,SCREEN_OFF
1557816228294,UNLOCK
1557816228324,SCREEN_ON
1557816292737,SCREEN_OFF
1557816377840,UNLOCK
1557816377919,SCREEN_ON
1557816381074,SCREEN_OFF
1557816381346,UNLOCK
1557816381613,SCREEN_ON
1557816395949,SCREEN_OFF
1557816396237,SCREEN_ON
1557816397460,SCREEN_OFF
1557816539465,SCREEN_ON
1557816576218,SCREEN_OFF
1557816969254,SCREEN_ON
