timestamp,DistanceToday,TotalDistance,MotionType,Pace,Speed
1557532800684,0,5383740,IDLE,0,0
1557532801699,0,5383740,IDLE,0,0
1557532802702,0,5383740,IDLE,0,0
1557532803705,0,5383740,IDLE,0,0
1557532804728,0,5383740,IDLE,0,0
1557532805716,0,5383740,IDLE,0,0
1557532806738,0,5383740,IDLE,0,0
1557532807739,0,5383740,IDLE,0,0
1557532808749,0,5383740,IDLE,0,0
1557532809745,0,5383740,IDLE,0,0
1557532810762,0,5383740,IDLE,0,0
1557532811791,0,5383740,IDLE,0,0
1557532812807,0,5383740,IDLE,0,0
1557532813780,0,5383740,IDLE,0,0
1557532814794,0,5383740,IDLE,0,0
1557532815818,0,5383740,IDLE,0,0
1557532816834,0,5383740,IDLE,0,0
1557532817812,0,5383740,IDLE,0,0
1557532818866,0,5383740,IDLE,0,0
1557532819881,0,5383740,IDLE,0,0
1557532820844,0,5383740,IDLE,0,0
1557532821856,0,5383740,IDLE,0,0
1557532822871,0,5383740,IDLE,0,0
1557532823880,0,5383740,IDLE,0,0
1557532824877,0,5383740,IDLE,0,0
1557532825881,0,5383740,IDLE,0,0
1557532826903,0,5383740,IDLE,0,0
1557532827915,0,5383740,IDLE,0,0
1557532828920,0,5383740,IDLE,0,0
1557532829937,0,5383740,IDLE,0,0
1557532830932,0,5383740,IDLE,0,0
1557532831931,0,5383740,IDLE,0,0
1557532832949,0,5383740,IDLE,0,0
1557532833954,0,5383740,IDLE,0,0
1557532834951,0,5383740,IDLE,0,0
1557532835967,0,5383740,IDLE,0,0
1557532836984,0,5383740,IDLE,0,0
1557532837990,0,5383740,IDLE,0,0
1557532839003,0,5383740,IDLE,0,0
1557532839999,0,5383740,IDLE,0,0
1557532841004,0,5383740,IDLE,0,0
1557532842022,0,5383740,IDLE,0,0
1557532843022,0,5383740,IDLE,0,0
1557532844039,0,5383740,IDLE,0,0
1557532845027,0,5383740,IDLE,0,0
1557532846049,0,5383740,IDLE,0,0
1557532847051,0,5383740,IDLE,0,0
1557532848071,0,5383740,IDLE,0,0
1557532849065,0,5383740,IDLE,0,0
1557532850078,0,5383740,IDLE,0,0
1557532851088,0,5383740,IDLE,0,0
1557532852102,0,5383740,IDLE,0,0
1557532853111,0,5383740,IDLE,0,0
1557532854103,0,5383740,IDLE,0,0
1557532855139,0,5383740,IDLE,0,0
1557532856135,0,5383740,IDLE,0,0
1557532857140,0,5383740,IDLE,0,0
1557532858146,0,5383740,IDLE,0,0
1557532859135,0,5383740,IDLE,0,0
1557532860146,0,5383740,IDLE,0,0
1557532861166,0,5383740,IDLE,0,0
1557532862190,0,5383740,IDLE,0,0
1557532863186,0,5383740,IDLE,0,0
1557532864189,0,5383740,IDLE,0,0
1557532865208,0,5383740,IDLE,0,0
1557532866226,0,5383740,IDLE,0,0
1557532867243,0,5383740,IDLE,0,0
1557532868225,0,5383740,IDLE,0,0
1557532869251,0,5383740,IDLE,0,0
1557532870227,0,5383740,IDLE,0,0
1557532871260,0,5383740,IDLE,0,0
1557532872260,0,5383740,IDLE,0,0
1557532873277,0,5383740,IDLE,0,0
1557532874263,0,5383740,IDLE,0,0
1557532875287,0,5383740,IDLE,0,0
1557532876299,0,5383740,IDLE,0,0
1557532877306,0,5383740,IDLE,0,0
1557532878301,0,5383740,IDLE,0,0
1557532879315,0,5383740,IDLE,0,0
1557532880337,0,5383740,IDLE,0,0
1557532881339,0,5383740,IDLE,0,0
1557532882332,0,5383740,IDLE,0,0
1557532883347,0,5383740,IDLE,0,0
1557532884352,0,5383740,IDLE,0,0
1557532885392,0,5383740,IDLE,0,0
1557532886375,0,5383740,IDLE,0,0
1557532887381,0,5383740,IDLE,0,0
1557532888386,0,5383740,IDLE,0,0
1557532889407,0,5383740,IDLE,0,0
1557532890399,0,5383740,IDLE,0,0
1557532891408,0,5383740,IDLE,0,0
1557532892420,0,5383740,IDLE,0,0
1557532893417,0,5383740,IDLE,0,0
1557532894417,0,5383740,IDLE,0,0
1557532895439,0,5383740,IDLE,0,0
1557532896462,0,5383740,IDLE,0,0
1557532897468,0,5383740,IDLE,0,0
1557532898470,0,5383740,IDLE,0,0
1557532899481,0,5383740,IDLE,0,0
1557532900471,0,5383740,IDLE,0,0
1557532901487,0,5383740,IDLE,0,0
1557532902498,0,5383740,IDLE,0,0
1557532903513,0,5383740,IDLE,0,0
1557532904528,0,5383740,IDLE,0,0
1557532905529,0,5383740,IDLE,0,0
1557532906549,0,5383740,IDLE,0,0
1557532907526,0,5383740,IDLE,0,0
1557532908540,0,5383740,IDLE,0,0
1557532909549,0,5383740,IDLE,0,0
1557532910547,0,5383740,IDLE,0,0
1557532911561,0,5383740,IDLE,0,0
1557532912574,0,5383740,IDLE,0,0
1557532913588,0,5383740,IDLE,0,0
1557532914595,0,5383740,IDLE,0,0
1557532915602,0,5383740,IDLE,0,0
1557532916619,0,5383740,IDLE,0,0
1557532917633,0,5383740,IDLE,0,0
1557532918617,0,5383740,IDLE,0,0
1557532919650,0,5383740,IDLE,0,0
1557532920644,0,5383740,IDLE,0,0
1557532921666,0,5383740,IDLE,0,0
1557532922667,0,5383740,IDLE,0,0
1557532923674,0,5383740,IDLE,0,0
1557532924684,0,5383740,IDLE,0,0
1557532925693,0,5383740,IDLE,0,0
1557532926690,0,5383740,IDLE,0,0
1557532927716,0,5383740,IDLE,0,0
1557532928703,0,5383740,IDLE,0,0
1557532929713,0,5383740,IDLE,0,0
1557532930727,0,5383740,IDLE,0,0
1557532931742,0,5383740,IDLE,0,0
1557532932755,0,5383740,IDLE,0,0
1557532933764,0,5383740,IDLE,0,0
1557532934761,0,5383740,IDLE,0,0
1557532935770,0,5383740,IDLE,0,0
1557532936774,0,5383740,IDLE,0,0
1557532937779,0,5383740,IDLE,0,0
1557532938801,0,5383740,IDLE,0,0
1557532939785,0,5383740,IDLE,0,0
1557532940810,0,5383740,IDLE,0,0
1557532941829,0,5383740,IDLE,0,0
1557532942846,0,5383740,IDLE,0,0
1557532943832,0,5383740,IDLE,0,0
1557532944847,0,5383740,IDLE,0,0
1557532945848,0,5383740,IDLE,0,0
1557532946840,0,5383740,IDLE,0,0
1557532947863,0,5383740,IDLE,0,0
1557532948889,0,5383740,IDLE,0,0
1557532949896,0,5383740,IDLE,0,0
1557532950920,0,5383740,IDLE,0,0
1557532951905,0,5383740,IDLE,0,0
1557532952920,0,5383740,IDLE,0,0
1557532953913,0,5383740,IDLE,0,0
1557532954913,0,5383740,IDLE,0,0
1557532955942,0,5383740,IDLE,0,0
1557532956920,0,5383740,IDLE,0,0
1557532957930,0,5383740,IDLE,0,0
1557532958943,0,5383740,IDLE,0,0
1557532959979,0,5383740,IDLE,0,0
1557532960971,0,5383740,IDLE,0,0
1557532961988,0,5383740,IDLE,0,0
1557532962994,0,5383740,IDLE,0,0
1557532964012,0,5383740,IDLE,0,0
1557532964998,0,5383740,IDLE,0,0
1557532966022,0,5383740,IDLE,0,0
1557532967022,0,5383740,IDLE,0,0
1557532968045,0,5383740,IDLE,0,0
1557532969036,0,5383740,IDLE,0,0
1557532970047,0,5383740,IDLE,0,0
1557532971053,0,5383740,IDLE,0,0
1557532972045,0,5383740,IDLE,0,0
1557532973054,0,5383740,IDLE,0,0
1557532974090,0,5383740,IDLE,0,0
1557532975084,0,5383740,IDLE,0,0
1557532976089,0,5383740,IDLE,0,0
1557532977112,0,5383740,IDLE,0,0
1557532978101,0,5383740,IDLE,0,0
1557532979122,0,5383740,IDLE,0,0
1557532980122,0,5383740,IDLE,0,0
1557532981123,0,5383740,IDLE,0,0
1557532982128,0,5383740,IDLE,0,0
1557532983148,0,5383740,IDLE,0,0
1557532984144,0,5383740,IDLE,0,0
1557532985162,0,5383740,IDLE,0,0
1557532986170,0,5383740,IDLE,0,0
