timestamp,status,temperature,level,plugged
1557447603165,FULL,274,100.0,AC
1557447796771,FULL,285,100.0,AC
1557447904233,DISCHARGING,287,100.0,UNDEFINED
1557447995293,DISCHARGING,290,100.0,UNDEFINED
1557448164950,DISCHARGING,289,100.0,UNDEFINED
1557448285689,DISCHARGING,293,99.0,UNDEFINED
1557448440150,DISCHARGING,291,99.0,UNDEFINED
1557448557278,DISCHARGING,288,99.0,UNDEFINED
1557448633129,DISCHARGING,277,99.0,UNDEFINED
1557448866169,DISCHARGING,266,99.0,UNDEFINED
1557449158129,DISCHARGING,260,98.0,UNDEFINED
1557449675122,DISCHARGING,249,98.0,UNDEFINED
1557450573325,DISCHARGING,246,98.0,UNDEFINED
1557450905329,DISCHARGING,245,97.0,UNDEFINED
1557450965714,DISCHARGING,249,97.0,UNDEFINED
1557451056150,DISCHARGING,253,97.0,UNDEFINED
1557451086363,DISCHARGING,254,97.0,UNDEFINED
1557451272487,DISCHARGING,258,97.0,UNDEFINED
1557451302678,DISCHARGING,258,97.0,UNDEFINED
1557451332799,DISCHARGING,259,96.0,UNDEFINED
1557451357716,DISCHARGING,260,96.0,UNDEFINED
1557451496417,DISCHARGING,271,96.0,UNDEFINED
1557451747322,DISCHARGING,274,96.0,UNDEFINED
1557451807617,DISCHARGING,272,95.0,UNDEFINED
1557451846121,DISCHARGING,273,95.0,UNDEFINED
1557452253135,DISCHARGING,284,95.0,UNDEFINED
1557452663177,DISCHARGING,295,95.0,UNDEFINED
1557452729518,DISCHARGING,286,94.0,UNDEFINED
1557453302634,DISCHARGING,275,94.0,UNDEFINED
1557453513848,DISCHARGING,275,93.0,UNDEFINED
1557453664617,DISCHARGING,274,93.0,UNDEFINED
1557453694818,DISCHARGING,275,93.0,UNDEFINED
1557454147368,DISCHARGING,268,92.0,UNDEFINED
1557454569682,DISCHARGING,265,92.0,UNDEFINED
1557454599883,DISCHARGING,269,92.0,UNDEFINED
1557454991991,DISCHARGING,264,91.0,UNDEFINED
1557455717254,DISCHARGING,264,91.0,UNDEFINED
1557455747442,DISCHARGING,262,90.0,UNDEFINED
1557456049034,DISCHARGING,268,90.0,UNDEFINED
1557456077146,DISCHARGING,270,90.0,UNDEFINED
1557456240803,DISCHARGING,282,89.0,UNDEFINED
1557456307963,DISCHARGING,287,89.0,UNDEFINED
1557456390076,DISCHARGING,284,89.0,UNDEFINED
1557456454873,DISCHARGING,287,89.0,UNDEFINED
1557456484999,DISCHARGING,288,88.0,UNDEFINED
1557456696162,DISCHARGING,296,87.0,UNDEFINED
1557456786664,DISCHARGING,299,87.0,UNDEFINED
1557456846983,DISCHARGING,309,86.0,UNDEFINED
1557456877171,DISCHARGING,308,86.0,UNDEFINED
1557456954308,DISCHARGING,304,86.0,UNDEFINED
1557457014609,DISCHARGING,311,85.0,UNDEFINED
1557457256056,DISCHARGING,317,84.0,UNDEFINED
1557457286229,DISCHARGING,318,84.0,UNDEFINED
1557457497459,DISCHARGING,325,83.0,UNDEFINED
1557457678456,DISCHARGING,327,83.0,UNDEFINED
