timestamp,type
1557447902456,UNLOCK
1557447902659,SCREEN_ON
1557447904219,POWER_DISCONNECTED
1557447910524,SCREEN_OFF
1557447923449,UNLOCK
1557447923651,SCREEN_ON
1557447931411,SCREEN_OFF
1557447967243,UNLOCK
1557447967621,SCREEN_ON
1557447977035,SCREEN_OFF
1557448531084,UNLOCK
1557448531236,SCREEN_ON
1557448572935,SCREEN_OFF
1557448905534,UNLOCK
1557448905715,SCREEN_ON
1557448915834,SCREEN_OFF
1557450543580,UNLOCK
1557450543704,SCREEN_ON
1557450564445,SCREEN_OFF
1557450946182,UNLOCK
1557450946345,SCREEN_ON
1557451068053,SCREEN_OFF
1557451224832,UNLOCK
1557451224949,SCREEN_ON
1557451352833,SCREEN_OFF
1557451431339,SCREEN_ON
1557451437704,SCREEN_OFF
1557451717357,SCREEN_ON
1557451718524,UNLOCK
1557451811698,SCREEN_OFF
1557451832876,UNLOCK
1557451833224,SCREEN_ON
1557451836760,SCREEN_OFF
1557452452447,UNLOCK
1557452452606,SCREEN_ON
1557452466938,SCREEN_OFF
1557452669888,UNLOCK
1557452670187,SCREEN_ON
1557452678455,SCREEN_OFF
1557453486082,UNLOCK
1557453486233,SCREEN_ON
1557453493285,SCREEN_OFF
1557453882815,SCREEN_ON
1557453885261,SCREEN_OFF
1557453886060,UNLOCK
1557453886267,SCREEN_ON
1557453898334,SCREEN_OFF
1557455712066,UNLOCK
1557455712386,SCREEN_ON
1557455720615,SCREEN_OFF
1557456023965,UNLOCK
1557456024072,SCREEN_ON
1557456065569,SCREEN_OFF
1557456283308,UNLOCK
1557456283690,SCREEN_ON
1557456431142,SCREEN_OFF
1557456441975,SCREEN_ON
1557456444403,UNLOCK
1557456866804,SCREEN_OFF
1557456906198,UNLOCK
1557456906369,SCREEN_ON
1557456910702,SCREEN_OFF
1557456927598,UNLOCK
1557456927731,SCREEN_ON
1557458220168,SCREEN_OFF
1557459284600,UNLOCK
1557459284731,SCREEN_ON
1557459291436,SCREEN_OFF
1557459349413,UNLOCK
1557459349647,SCREEN_ON
1557459389357,SCREEN_OFF
1557459475479,UNLOCK
1557459475740,SCREEN_ON
1557459481772,SCREEN_OFF
1557459484040,UNLOCK
1557459484298,SCREEN_ON
1557460214514,SCREEN_OFF
1557460346556,HEADSET_MIC_UNPLUGGED
1557460346810,SCREEN_ON
1557460359395,UNLOCK
1557460368234,SCREEN_OFF
1557460618874,HEADSET_MIC_UNPLUGGED
1557460635402,SCREEN_ON
1557460636693,UNLOCK
1557460653611,SCREEN_OFF
1557460665062,UNLOCK
1557460665290,SCREEN_ON
1557460751202,SCREEN_OFF
1557460907789,UNLOCK
1557460908035,SCREEN_ON
1557460931682,SCREEN_OFF
1557461088572,UNLOCK
1557461088880,SCREEN_ON
1557461108319,SCREEN_OFF
1557462266868,SCREEN_ON
1557462276702,SCREEN_OFF
1557463528465,UNLOCK
1557463528775,SCREEN_ON
1557463534579,SCREEN_OFF
1557464948705,UNLOCK
1557464948984,SCREEN_ON
1557464954191,SCREEN_OFF
1557465020082,UNLOCK
1557465020280,SCREEN_ON
1557465027035,SCREEN_OFF
1557465058407,UNLOCK
1557465058581,SCREEN_ON
1557465125846,SCREEN_OFF
1557465263458,HEADSET_MIC_UNPLUGGED
1557465264522,SCREEN_ON
1557465265726,UNLOCK
1557465276001,SCREEN_OFF
1557465549504,SCREEN_ON
1557465549968,UNLOCK
1557465648445,SCREEN_OFF
1557465651928,HEADSET_MIC_UNPLUGGED
1557466335021,UNLOCK
1557466335284,SCREEN_ON
1557466629151,SCREEN_OFF
1557466649069,UNLOCK
1557466649345,SCREEN_ON
1557467981411,SCREEN_OFF
1557467991516,SCREEN_ON
1557468001185,SCREEN_OFF
1557468293366,SCREEN_ON
1557468665457,UNLOCK
1557468671707,SCREEN_OFF
1557468697435,SCREEN_ON
1557468802359,SCREEN_OFF
1557469005834,SCREEN_ON
1557469012140,SCREEN_OFF
1557469468546,UNLOCK
1557469468944,SCREEN_ON
1557469642561,SCREEN_OFF
1557469836080,UNLOCK
1557469836422,SCREEN_ON
1557469888893,SCREEN_OFF
1557469943981,UNLOCK
1557469944227,SCREEN_ON
1557469965488,SCREEN_OFF
1557471501546,UNLOCK
1557471501846,SCREEN_ON
1557471520326,SCREEN_OFF
1557471639422,UNLOCK
1557471639681,SCREEN_ON
1557471644154,SCREEN_OFF
1557471878499,UNLOCK
1557471878624,SCREEN_ON
1557471885364,SCREEN_OFF
1557473221926,UNLOCK
1557473222349,SCREEN_ON
1557473379143,SCREEN_OFF
1557473385893,UNLOCK
1557473386096,SCREEN_ON
1557473395613,SCREEN_OFF
1557473395642,UNLOCK
1557473396199,SCREEN_ON
1557473445819,SCREEN_OFF
1557473519436,UNLOCK
1557473519660,SCREEN_ON
1557473658530,SCREEN_OFF
1557474213462,UNLOCK
1557474213697,SCREEN_ON
1557474294910,SCREEN_OFF
1557474641566,UNLOCK
