timestamp,ssid,bssid,frequency,rssi
1557360006288,88:36:6c:6e:21:d6,88:36:6c:6e:21:d6,5785,-43
1557360006288,88:36:6c:6e:21:d4,88:36:6c:6e:21:d4,2452,-45
1557360006288,88:36:6c:0b:2e:ce,88:36:6c:0b:2e:ce,2432,-58
1557360006288,88:36:6c:91:fa:f4,88:36:6c:91:fa:f4,2427,-64
1557360006288,f4:d9:fb:67:aa:f0,f4:d9:fb:67:aa:f0,2412,-65
1557360006288,b6:ae:2b:25:3a:ca,b6:ae:2b:25:3a:ca,2422,-65
1557360006288,64:e5:99:7d:99:7c,64:e5:99:7d:99:7c,2417,-66
1557360006288,88:36:6c:0b:2e:cc,88:36:6c:0b:2e:cc,5200,-72
1557360006288,90:9f:33:34:a2:28,90:9f:33:34:a2:28,2417,-73
1557360006288,88:36:6c:4e:7c:d4,88:36:6c:4e:7c:d4,2432,-77
1557360006288,90:9f:33:4f:75:10,90:9f:33:4f:75:10,2422,-78
1557360006288,f4:d9:fb:67:a9:b0,f4:d9:fb:67:a9:b0,2472,-80
1557360006288,88:36:6c:c2:13:60,88:36:6c:c2:13:60,5745,-88
1557360006288,e8:65:d4:80:48:78,e8:65:d4:80:48:78,2412,-91
1557360048333,88:36:6c:6e:21:d4,88:36:6c:6e:21:d4,2452,-45
1557360048333,88:36:6c:6e:21:d6,88:36:6c:6e:21:d6,5785,-51
1557360048333,64:e5:99:7d:99:7c,64:e5:99:7d:99:7c,2417,-61
1557360048333,88:36:6c:0b:2e:ce,88:36:6c:0b:2e:ce,2432,-61
1557360048333,b6:ae:2b:25:3a:ca,b6:ae:2b:25:3a:ca,2422,-61
1557360048333,f4:d9:fb:67:aa:f0,f4:d9:fb:67:aa:f0,2412,-67
1557360048333,88:36:6c:0b:2e:cc,88:36:6c:0b:2e:cc,5200,-69
1557360048333,90:9f:33:34:a2:28,90:9f:33:34:a2:28,2417,-72
1557360048333,f4:d9:fb:67:a2:b0,f4:d9:fb:67:a2:b0,2452,-76
1557360048333,f4:d9:fb:67:a9:b0,f4:d9:fb:67:a9:b0,2472,-79
1557360048333,f4:d9:fb:3e:4f:30,f4:d9:fb:3e:4f:30,2472,-79
1557360048333,f4:d9:fb:3e:50:70,f4:d9:fb:3e:50:70,2452,-81
1557360048333,f4:d9:fb:3e:62:30,f4:d9:fb:3e:62:30,2412,-82
1557360048333,88:36:6c:91:fa:f4,88:36:6c:91:fa:f4,2427,-83
1557360048333,e4:be:ed:9f:37:6d,e4:be:ed:9f:37:6d,2447,-83
1557360048333,f4:d9:fb:67:aa:e3,f4:d9:fb:67:aa:e3,5200,-87
1557360048333,f4:d9:fb:67:94:b0,f4:d9:fb:67:94:b0,2452,-88
1557360048333,88:36:6c:ab:9a:e0,88:36:6c:ab:9a:e0,2422,-89
1557360048333,88:36:6c:26:ab:b2,88:36:6c:26:ab:b2,2447,-89
