timestamp,Temperature
1557532800890,31.5900001526
1557532830975,31.5799999237
1557532861065,31.5699996948
1557532891127,31.5799999237
1557532921226,31.5900001526
1557532951298,31.5799999237
1557532981380,31.5799999237
1557533011473,31.5799999237
1557533041547,31.5900001526
1557533071637,31.5799999237
1557533101723,31.5900001526
1557533131782,31.5900001526
1557533161891,31.5900001526
1557533191955,31.6000003815
1557533222031,31.6100006104
1557533252132,31.5900001526
1557533282229,31.6100006104
1557533312279,31.6100006104
1557533342356,31.6100006104
1557533372442,31.6100006104
1557533402550,31.6100006104
1557533432609,31.6100006104
1557533462707,31.6100006104
1557533492766,31.6100006104
1557533522868,31.6100006104
1557533552937,31.6100006104
1557533583028,31.6100006104
1557533613103,31.6100006104
1557533643190,31.6200008392
1557533673259,31.6299991608
1557533703354,31.6299991608
1557533733436,31.6299991608
1557533763511,31.6299991608
1557533793602,31.6299991608
1557533823680,31.6399993896
1557533853749,31.6299991608
1557533883835,31.6399993896
1557533913932,31.6299991608
1557533943995,31.6399993896
1557533974081,31.6299991608
1557534004184,31.6399993896
1557534034263,31.6399993896
1557534064345,31.6399993896
1557534094427,31.6499996185
1557534124503,31.6499996185
1557534154567,31.6499996185
1557534184661,31.6599998474
1557534214749,31.6599998474
1557534244820,31.6599998474
1557534274913,31.6599998474
1557534305009,31.6700000763
1557534335064,31.6599998474
1557534365143,31.6700000763
1557534395248,31.6599998474
1557534425307,31.6700000763
1557534455394,31.6700000763
1557534485493,31.6800003052
1557534515559,31.6800003052
1557534545654,31.6700000763
1557534575722,31.6700000763
1557534605819,31.6800003052
1557534635890,31.6700000763
1557534665971,31.6800003052
1557534696043,31.6900005341
1557534726126,31.6900005341
1557534756210,31.6900005341
1557534786308,31.6900005341
1557534816390,31.6900005341
1557534846474,31.6800003052
1557534876553,31.6900005341
1557534906634,31.7000007629
1557534936699,31.6900005341
1557534966794,31.7000007629
1557534996863,31.6900005341
1557535026950,31.7000007629
1557535057045,31.6900005341
1557535087121,31.6900005341
1557535117202,31.7099990845
1557535147279,31.7000007629
1557535177373,31.6900005341
1557535207439,31.7000007629
1557535237514,31.7099990845
1557535267608,31.7099990845
1557535297684,31.7099990845
1557535327760,31.7099990845
1557535357842,31.7099990845
1557535387924,31.7099990845
1557535418014,31.7199993134
1557535448111,31.7199993134
1557535478193,31.7199993134
1557535508257,31.7099990845
1557535538347,31.7399997711
1557535568416,31.7199993134
1557535598518,31.7199993134
1557535628581,31.7399997711
1557535658671,31.7399997711
1557535688759,31.7399997711
1557535718834,31.7399997711
1557535748923,31.7399997711
1557535778990,31.7399997711
1557535809072,31.7399997711
1557535839175,31.75
1557535869248,31.75
1557535899325,31.75
1557535929407,31.7600002289
1557535959505,31.7600002289
1557535989563,31.7600002289
1557536019656,31.75
1557536049727,31.7600002289
1557536079815,31.7600002289
1557536109893,31.7600002289
1557536139981,31.7700004578
1557536170055,31.7600002289
1557536200161,31.7600002289
1557536230219,31.7700004578
1557536260321,31.7700004578
1557536290391,31.7700004578
1557536320519,31.7800006866
1557536350547,31.7800006866
1557536380653,31.7600002289
1557536410728,31.7700004578
1557536440806,31.7700004578
1557536470899,31.7800006866
1557536500957,31.7800006866
1557536531060,31.7800006866
1557536561124,31.7800006866
1557536591219,31.7800006866
1557536621292,31.7900009155
1557536651386,31.7900009155
1557536681456,31.7900009155
1557536711534,31.7800006866
1557536741612,31.7800006866
1557536771711,31.7900009155
1557536801778,31.7900009155
1557536831884,31.7900009155
1557536861944,31.7999992371
1557536892040,31.7900009155
1557536922125,31.8099994659
1557536952196,31.7999992371
1557536982276,31.7999992371
1557537012364,31.7999992371
1557537042440,31.8099994659
1557537072537,31.7999992371
1557537102617,31.8099994659
1557537132680,31.8099994659
1557537162777,31.8199996948
1557537192843,31.8099994659
1557537222930,31.8199996948
1557537253021,31.8099994659
1557537283092,31.8199996948
1557537313172,31.8199996948
1557537343251,31.8199996948
1557537373342,31.8199996948
1557537403421,31.8199996948
1557537433514,31.8199996948
1557537463589,31.8199996948
1557537493681,31.8199996948
1557537523765,31.8199996948
1557537553847,31.8299999237
1557537583910,31.8199996948
1557537614011,31.8299999237
1557537644075,31.8500003815
1557537674160,31.8400001526
1557537704243,31.8500003815
1557537734318,31.8299999237
1557537764415,31.8500003815
1557537794486,31.8299999237
1557537824575,31.8500003815
1557537854661,31.8500003815
1557537884734,31.8600006104
1557537914841,31.8500003815
1557537944902,31.8500003815
1557537974982,31.8500003815
1557538005074,31.8600006104
1557538035140,31.8600006104
1557538065246,31.8700008392
1557538095300,31.8500003815
1557538125407,31.8600006104
1557538155468,31.8600006104
1557538185549,31.8600006104
1557538215644,31.8700008392
1557538245718,31.8700008392
1557538275795,31.8600006104
1557538305879,31.8700008392
1557538335958,31.8700008392
