timestamp,status,temperature,level,plugged
1557792018168,FULL,288,100.0,AC
1557795083909,DISCHARGING,298,100.0,UNDEFINED
1557795113901,DISCHARGING,300,100.0,UNDEFINED
1557795144063,DISCHARGING,303,100.0,UNDEFINED
1557795174240,DISCHARGING,305,100.0,UNDEFINED
1557795264733,DISCHARGING,312,100.0,UNDEFINED
1557795325030,DISCHARGING,314,99.0,UNDEFINED
1557795548118,DISCHARGING,321,99.0,UNDEFINED
1557795902099,DISCHARGING,310,99.0,UNDEFINED
1557796039190,DISCHARGING,306,98.0,UNDEFINED
1557796863135,DISCHARGING,295,98.0,UNDEFINED
1557797006488,DISCHARGING,301,97.0,UNDEFINED
1557797036612,DISCHARGING,309,97.0,UNDEFINED
1557797127136,DISCHARGING,322,97.0,UNDEFINED
1557797247770,DISCHARGING,316,96.0,UNDEFINED
1557797579726,DISCHARGING,318,95.0,UNDEFINED
1557797730511,DISCHARGING,328,95.0,UNDEFINED
1557797743144,DISCHARGING,327,95.0,UNDEFINED
1557797838165,DISCHARGING,316,95.0,UNDEFINED
1557797988436,DISCHARGING,311,94.0,UNDEFINED
1557798199552,DISCHARGING,313,94.0,UNDEFINED
1557798290069,DISCHARGING,322,93.0,UNDEFINED
1557798564208,DISCHARGING,310,93.0,UNDEFINED
1557798684770,DISCHARGING,312,93.0,UNDEFINED
1557798714908,DISCHARGING,313,92.0,UNDEFINED
1557798775250,DISCHARGING,310,92.0,UNDEFINED
1557798805439,DISCHARGING,312,92.0,UNDEFINED
1557799076916,DISCHARGING,318,92.0,UNDEFINED
1557799107134,DISCHARGING,317,92.0,UNDEFINED
1557799167551,DISCHARGING,314,91.0,UNDEFINED
1557799559709,DISCHARGING,309,91.0,UNDEFINED
1557799589914,DISCHARGING,310,91.0,UNDEFINED
1557799740789,DISCHARGING,305,91.0,UNDEFINED
1557799831346,DISCHARGING,302,90.0,UNDEFINED
1557800514328,DISCHARGING,309,89.0,UNDEFINED
1557800544400,DISCHARGING,314,89.0,UNDEFINED
1557800574610,DISCHARGING,316,89.0,UNDEFINED
1557800725468,DISCHARGING,317,89.0,UNDEFINED
1557800755672,DISCHARGING,314,89.0,UNDEFINED
1557800815970,DISCHARGING,313,89.0,UNDEFINED
1557800846174,DISCHARGING,315,89.0,UNDEFINED
1557800997023,DISCHARGING,308,88.0,UNDEFINED
1557801177985,DISCHARGING,313,88.0,UNDEFINED
1557801208178,DISCHARGING,314,88.0,UNDEFINED
1557801238382,DISCHARGING,320,88.0,UNDEFINED
1557801268594,DISCHARGING,318,88.0,UNDEFINED
1557801328857,DISCHARGING,320,87.0,UNDEFINED
1557801389223,DISCHARGING,322,87.0,UNDEFINED
1557801660826,DISCHARGING,318,87.0,UNDEFINED
1557801690950,DISCHARGING,325,86.0,UNDEFINED
1557801721168,DISCHARGING,328,86.0,UNDEFINED
1557801751332,DISCHARGING,314,86.0,UNDEFINED
1557801932317,DISCHARGING,318,85.0,UNDEFINED
1557802113355,DISCHARGING,323,85.0,UNDEFINED
1557802143527,DISCHARGING,332,84.0,UNDEFINED
1557802203890,DISCHARGING,341,84.0,UNDEFINED
1557802234083,DISCHARGING,340,83.0,UNDEFINED
1557802445274,DISCHARGING,336,82.0,UNDEFINED
1557802596133,DISCHARGING,334,82.0,UNDEFINED
1557802626337,DISCHARGING,338,82.0,UNDEFINED
1557802807349,DISCHARGING,333,81.0,UNDEFINED
1557803290210,DISCHARGING,339,80.0,UNDEFINED
1557803501485,DISCHARGING,343,80.0,UNDEFINED
1557803591984,DISCHARGING,339,79.0,UNDEFINED
1557803712737,DISCHARGING,327,79.0,UNDEFINED
1557803833404,DISCHARGING,315,79.0,UNDEFINED
1557803984245,DISCHARGING,303,79.0,UNDEFINED
1557804195553,DISCHARGING,292,79.0,UNDEFINED
1557804255883,DISCHARGING,289,78.0,UNDEFINED
1557804497240,DISCHARGING,290,78.0,UNDEFINED
1557804557563,DISCHARGING,304,78.0,UNDEFINED
1557804587716,DISCHARGING,309,77.0,UNDEFINED
1557804648090,DISCHARGING,315,77.0,UNDEFINED
1557804738627,DISCHARGING,304,77.0,UNDEFINED
1557804919655,DISCHARGING,293,77.0,UNDEFINED
1557804979928,DISCHARGING,290,77.0,UNDEFINED
1557805010138,DISCHARGING,290,77.0,UNDEFINED
1557805251569,DISCHARGING,280,76.0,UNDEFINED
1557805342088,DISCHARGING,286,76.0,UNDEFINED
1557805372212,DISCHARGING,290,76.0,UNDEFINED
1557805402481,DISCHARGING,295,76.0,UNDEFINED
1557805583425,DISCHARGING,300,75.0,UNDEFINED
1557805643758,DISCHARGING,307,75.0,UNDEFINED
1557805673965,DISCHARGING,307,75.0,UNDEFINED
1557805734255,DISCHARGING,298,75.0,UNDEFINED
1557805794556,DISCHARGING,308,74.0,UNDEFINED
1557805885158,DISCHARGING,311,74.0,UNDEFINED
1557806005862,DISCHARGING,300,74.0,UNDEFINED
1557806035920,DISCHARGING,300,74.0,UNDEFINED
1557806156698,DISCHARGING,310,73.0,UNDEFINED
1557806337723,DISCHARGING,309,73.0,UNDEFINED
1557806367894,DISCHARGING,311,73.0,UNDEFINED
1557806398055,DISCHARGING,310,73.0,UNDEFINED
1557806428265,DISCHARGING,311,73.0,UNDEFINED
1557806458459,DISCHARGING,310,72.0,UNDEFINED
1557806488590,DISCHARGING,312,72.0,UNDEFINED
1557807243038,DISCHARGING,314,72.0,UNDEFINED
1557807393912,DISCHARGING,314,71.0,UNDEFINED
1557808027634,DISCHARGING,300,71.0,UNDEFINED
1557808178475,DISCHARGING,289,71.0,UNDEFINED
1557808299157,DISCHARGING,286,70.0,UNDEFINED
1557808480112,DISCHARGING,293,70.0,UNDEFINED
1557808570646,DISCHARGING,291,70.0,UNDEFINED
1557808661118,DISCHARGING,288,69.0,UNDEFINED
1557809083674,DISCHARGING,277,69.0,UNDEFINED
1557809144041,DISCHARGING,276,68.0,UNDEFINED
1557809687224,DISCHARGING,269,67.0,UNDEFINED
1557809898397,DISCHARGING,266,67.0,UNDEFINED
1557809928610,DISCHARGING,266,67.0,UNDEFINED
1557810200221,DISCHARGING,265,66.0,UNDEFINED
1557810683005,DISCHARGING,257,66.0,UNDEFINED
1557810713225,DISCHARGING,264,66.0,UNDEFINED
1557810773491,DISCHARGING,269,66.0,UNDEFINED
1557810803694,DISCHARGING,275,65.0,UNDEFINED
1557810924328,DISCHARGING,285,65.0,UNDEFINED
1557810954515,DISCHARGING,288,65.0,UNDEFINED
1557810984629,DISCHARGING,291,65.0,UNDEFINED
1557811045002,DISCHARGING,301,64.0,UNDEFINED
1557811195767,DISCHARGING,313,64.0,UNDEFINED
1557811226007,DISCHARGING,314,63.0,UNDEFINED
1557811256126,DISCHARGING,315,63.0,UNDEFINED
1557811316446,DISCHARGING,323,63.0,UNDEFINED
1557811467352,DISCHARGING,320,62.0,UNDEFINED
1557811678584,DISCHARGING,309,62.0,UNDEFINED
1557812070741,DISCHARGING,302,61.0,UNDEFINED
1557812945917,DISCHARGING,296,60.0,UNDEFINED
